"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"337",411,"Charlie Villanueva\villach01","PF",26,"DET",76,11,1666,6.8,15.3,0.442,2.7,7,0.387,4.1,8.3,0.488,1.9,2.5,0.767,1.1,5.3,6.4,1,0.9,0.9,1.4,3.8,18.2,"charlievillanueva"
"338",413,"Dwyane Wade\wadedw01","SG",29,"MIA",76,76,2823,8.8,17.6,0.5,0.8,2.6,0.306,8,15,0.534,6.3,8.3,0.758,1.6,4.6,6.2,4.4,1.4,1.1,3,2.5,24.8,"dwyanewade"
"339",414,"Von Wafer\wafervo01","SG",25,"BOS",58,2,553,4.4,10.4,0.421,1.2,4.4,0.269,3.2,6,0.533,2.1,2.5,0.842,0.5,2.7,3.2,2.3,1.2,0.3,1.3,2.5,12,"vonwafer"
"340",415,"Henry Walker\walkebi01","SG",23,"NYK",61,1,784,4.8,10.8,0.441,2.7,7,0.386,2.1,3.8,0.542,1.4,2,0.705,0.7,4.9,5.6,1.6,1,0.3,1.7,3.7,13.7,"henrywalker"
"341",416,"John Wall\walljo01","PG",20,"WAS",69,64,2606,5.5,13.4,0.409,0.5,1.6,0.296,5,11.8,0.425,4.2,5.4,0.766,0.5,3.9,4.4,7.9,1.7,0.5,3.6,2.4,15.6,"johnwall"
"342",417,"Ben Wallace\wallabe01","C",36,"DET",54,49,1238,1.9,4.3,0.45,0,0.1,0.5,1.9,4.3,0.449,0.6,1.7,0.333,3.8,6.4,10.2,2.1,1.6,1.6,1.3,2.4,4.5,"benwallace"
"343",419,"Luke Walton\waltolu01","SF",30,"LAL",54,0,484,2.8,8.6,0.328,0.6,2.5,0.235,2.2,6.1,0.366,0.5,0.7,0.7,0.7,4.3,5,4.6,0.7,0.3,2.3,2.8,6.8,"lukewalton"
"344",420,"Willie Warren\warrewi01","PG",21,"LAC",19,0,134,3.5,9.4,0.371,1.3,4,0.333,2.1,5.4,0.4,1.6,2.1,0.75,0.3,3,3.2,7.3,1.6,0,2.1,4.3,9.9,"williewarren"
"345",421,"Hakim Warrick\warriha01","PF",28,"PHO",80,6,1416,5.8,11.3,0.511,0,0.3,0.091,5.8,11.1,0.522,5.4,7.5,0.721,2.2,5.3,7.5,1.8,0.8,0.2,2,2.5,17,"hakimwarrick"
"346",422,"C.J. Watson\watsocj01","PG",26,"CHI",82,1,1091,4.8,13,0.371,1.5,3.7,0.393,3.4,9.3,0.362,2.3,3.1,0.742,0.5,2.6,3.1,6.1,1.8,0.4,2.4,2.7,13.4,"cjwatson"
"347",423,"Earl Watson\watsoea01","PG",31,"UTA",80,13,1567,2.9,7.1,0.41,0.8,2.5,0.336,2.1,4.6,0.45,1.3,1.9,0.671,1.2,3,4.2,6.4,1.4,0.4,2.7,3.4,7.9,"earlwatson"
"348",424,"Kyle Weaver\weaveky01","SG",24,"UTA",5,0,69,4.7,13,0.36,1.6,3.7,0.429,3.1,9.4,0.333,3.7,4.2,0.875,1,4.2,5.2,3.7,1,1,3.7,1.6,14.6,"kyleweaver"
"349",425,"Martell Webster\webstma02","SF",24,"MIN",46,1,1094,5,11.2,0.447,1.8,4.3,0.417,3.2,6.8,0.466,3.1,4,0.77,1.2,3.7,4.8,1.7,0.9,0.3,1.9,3.3,14.9,"martellwebster"
"350",426,"Sonny Weems\weemsso01","SF",24,"TOR",59,28,1413,5.8,13.1,0.444,0.4,1.6,0.279,5.4,11.5,0.467,1.8,2.4,0.766,1,2.9,3.9,2.6,0.9,0.1,2.2,2.2,13.9,"sonnyweems"
"351",427,"David West\westda01","PF",30,"NOH",70,70,2451,7.8,15.3,0.508,0,0.1,0.222,7.7,15.1,0.51,3.9,4.8,0.807,2.3,5.5,7.8,2.4,1,0.9,2.1,3,19.4,"davidwest"
"352",428,"Delonte West\westde01","PG",27,"BOS",24,2,453,4.4,9.5,0.458,1,2.6,0.364,3.4,6.9,0.494,1,1.2,0.867,0.5,2.5,2.9,5.1,1.6,0.8,2.4,2.3,10.7,"delontewest"
"353",429,"Mario West\westma02","SG",26,"NJN",6,3,116,2.8,6.5,0.429,0.3,1.2,0.25,2.5,5.3,0.471,0.9,1.6,0.6,0.6,2.8,3.4,3.1,2.2,0,0.6,4,6.8,"mariowest"
"354",430,"Russell Westbrook\westbru01","PG",22,"OKC",82,82,2847,7.8,17.6,0.442,0.4,1.3,0.33,7.3,16.3,0.451,6.7,8,0.842,1.5,3.3,4.8,8.5,2,0.4,4,2.6,22.7,"russellwestbrook"
"355",432,"Hassan Whiteside\whiteha01","C",21,"SAC",1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,36,0,"hassanwhiteside"
"356",433,"Chris Wilcox\wilcoch01","PF",28,"DET",57,29,995,6.8,11.7,0.581,0,0,0,6.8,11.6,0.583,1.8,3.2,0.562,3.4,6.4,9.8,1.6,1,0.6,1.6,5.2,15.3,"chriswilcox"
"357",434,"Damien Wilkins\wilkida02","SF",31,"ATL",52,0,676,3.7,7.3,0.504,0.1,0.5,0.2,3.6,6.8,0.528,2.1,3,0.714,1.2,3.6,4.8,2.2,1.4,0.5,1.1,3.8,9.6,"damienwilkins"
"358",437,"Jawad Williams\willija04","SF",27,"CLE",26,1,391,3.8,11.6,0.325,1.2,4.1,0.289,2.6,7.5,0.346,0.8,1.1,0.75,0.6,3.8,4.4,2,0.8,0.3,1.5,3.1,9.6,"jawadwilliams"
"359",438,"Lou Williams\willilo02","SG",24,"PHI",75,0,1747,6.7,16.4,0.406,1.8,5.2,0.348,4.8,11.2,0.434,6,7.3,0.823,0.7,2.4,3.1,5.2,1,0.4,2.1,2.6,21.2,"louwilliams"
"360",439,"Marvin Williams\willima02","SF",24,"ATL",65,52,1865,4.7,10.4,0.458,0.7,2.1,0.336,4,8.2,0.489,2.8,3.4,0.845,1.3,4.7,6,1.7,0.7,0.4,1.2,2,13,"marvinwilliams"
"361",441,"Reggie Williams\willire02","SF",24,"GSW",80,9,1626,5.9,12.7,0.469,2.3,5.3,0.423,3.7,7.3,0.502,2.2,3,0.746,1,3.8,4.8,2.7,0.6,0.1,1.3,2.7,16.3,"reggiewilliams"
"362",442,"Shawne Williams\willish03","PF",24,"NYK",64,11,1323,4.5,10.5,0.426,2.3,5.8,0.401,2.1,4.7,0.457,1.1,1.3,0.837,1.6,4.9,6.5,1.3,1.1,1.4,1.3,4.5,12.4,"shawnewilliams"
"363",445,"Metta World Peace\artesro01","SF",31,"LAL",82,82,2410,3.9,9.8,0.397,1.2,3.5,0.356,2.7,6.3,0.419,1.4,2,0.676,1.5,2.5,4,2.6,1.9,0.5,1.3,2.7,10.4,"mettaworldpeace"
"364",446,"Antoine Wright\wrighan01","SG",26,"SAC",7,0,31,1.2,9.3,0.125,0,4.6,0,1.2,4.6,0.25,0,0,NA,2.3,1.2,3.5,0,1.2,0,1.2,3.5,2.3,"antoinewright"
"365",448,"Dorell Wright\wrighdo01","SF",25,"GSW",82,82,3147,5.5,13.1,0.423,2.2,5.9,0.376,3.3,7.2,0.462,2.1,2.6,0.789,1,3.9,4.9,2.8,1.4,0.7,1.5,2,15.4,"dorellwright"
"366",449,"Julian Wright\wrighju01","SF",23,"TOR",52,6,766,3.9,7.5,0.513,0.1,0.5,0.2,3.8,7,0.533,1,2,0.512,2.2,3.3,5.5,2.7,1.8,0.9,2,2.1,8.8,"julianwright"
"367",450,"Nick Young\youngni01","SG",25,"WAS",64,40,2034,7.3,16.5,0.441,1.9,4.8,0.387,5.4,11.8,0.462,3.3,4,0.816,0.5,2.6,3.1,1.3,0.8,0.3,1.6,2.5,19.7,"nickyoung"
"368",451,"Sam Young\youngsa01","SF",25,"MEM",78,46,1577,5.3,11.3,0.472,0.4,1.1,0.34,4.9,10.1,0.486,2,2.6,0.767,0.9,3.4,4.3,1.6,1.6,0.5,1.4,2.7,13.1,"samyoung"
"369",452,"Thaddeus Young\youngth01","PF",22,"PHI",82,1,2135,7.7,14.3,0.541,0.1,0.4,0.273,7.6,13.9,0.548,2.1,2.9,0.707,2.6,4.7,7.3,1.4,1.5,0.4,1.7,2.9,17.6,"thaddeusyoung"
"370",4,"Alexis Ajinca\ajincal01","C",22,"TOT",34,2,340,6.2,14.1,0.444,1.3,3.6,0.353,5,10.5,0.475,1.4,1.9,0.722,1.8,6.5,8.3,1.1,1.2,2,1.9,7.7,15.1,"alexisajinca"
"371",14,"David Andersen\anderda03","PF",30,"TOT",40,0,373,5.4,11.7,0.463,0.8,2.2,0.348,4.6,9.5,0.49,1.4,2.1,0.636,1.9,6.2,8.1,1.3,0.5,0.9,2.1,3.9,12.9,"davidandersen"
"372",17,"Carmelo Anthony\anthoca01","SF",26,"TOT",77,77,2751,9,19.7,0.455,1.2,3.3,0.378,7.7,16.4,0.47,6.6,7.9,0.838,1.5,5.8,7.4,2.9,0.9,0.6,2.7,2.9,25.8,"carmeloanthony"
"373",19,"Gilbert Arenas\arenagi01","PG",29,"TOT",70,16,1796,5.4,14.7,0.366,1.9,6.6,0.297,3.4,8.2,0.423,2.4,3.1,0.784,0.4,3.3,3.8,5.5,1.5,0.4,3.5,3.8,15.1,"gilbertarenas"
"374",21,"Hilton Armstrong\armsthi01","C",26,"TOT",53,2,488,2.7,5.6,0.487,0.1,0.3,0.5,2.6,5.3,0.486,1.2,2.4,0.485,3.1,6.6,9.7,1,1.3,1.5,2.1,6.2,6.8,"hiltonarmstrong"
"375",22,"Carlos Arroyo\arroyca01","PG",31,"TOT",64,43,1185,3.6,8.3,0.44,0.9,2.1,0.449,2.7,6.2,0.436,1.2,1.4,0.83,0.6,2.5,3.1,3.8,0.6,0,1.8,2.2,9.4,"carlosarroyo"
"376",27,"Renaldo Balkman\balkmre01","SF",26,"TOT",8,0,62,3.5,7.5,0.462,0.6,1.2,0.5,2.9,6.4,0.455,1.7,2.3,0.75,1.2,2.9,4.1,1.2,2.3,1.2,0.6,8.7,9.3,"renaldobalkman"
"377",33,"Earl Barron\barroea01","C",29,"TOT",21,7,305,3.8,11.7,0.323,0,0,NA,3.8,11.7,0.323,1.8,2.8,0.625,3.8,5.2,9,1.3,0.9,0.7,1.9,5.4,9.3,"earlbarron"
"378",36,"Shane Battier\battish01","SF",32,"TOT",82,59,2375,3.5,7.7,0.45,1.5,4,0.382,1.9,3.7,0.525,1,1.4,0.688,1.4,4.3,5.7,2.8,1,1.2,1.2,2.4,9.5,"shanebattier"
"379",38,"Jerryd Bayless\bayleje01","PG",22,"TOT",71,14,1496,5.2,12.4,0.422,1.2,3.5,0.336,4.1,8.9,0.456,4,5,0.806,0.6,3.3,4,6.4,0.9,0.1,3.1,3.6,15.7,"jerrydbayless"
"380",44,"Mike Bibby\bibbymi01","PG",32,"TOT",80,68,2285,3.9,9.1,0.431,2.4,5.5,0.44,1.5,3.6,0.417,0.6,1,0.629,0.3,2.8,3.1,4.2,0.8,0.1,1.6,2.8,10.8,"mikebibby"
"381",46,"Chauncey Billups\billuch01","PG",34,"TOT",72,72,2310,5.3,12.4,0.427,2.3,5.7,0.402,3,6.7,0.448,6,6.5,0.916,0.4,2.6,3,6,1.1,0.2,2.8,2.3,18.8,"chaunceybillups"
"382",61,"Corey Brewer\breweco01","SF-SG",24,"TOT",69,24,1510,4.6,11.6,0.395,0.7,2.7,0.268,3.9,9,0.434,3.2,4.6,0.708,1.4,2.8,4.2,2.1,2.4,0.4,2.1,3.8,13.2,"coreybrewer"
"383",64,"Aaron Brooks\brookaa01","PG",26,"TOT",59,12,1284,6.2,16.5,0.375,2,6.6,0.297,4.2,9.8,0.427,3.5,3.9,0.886,0.6,1.6,2.2,6.5,1,0.1,2.8,3.2,17.8,"aaronbrooks"
"384",65,"Derrick Brown\brownde04","SF",23,"TOT",49,1,576,4.6,8.2,0.565,0.3,0.6,0.5,4.3,7.6,0.57,2,3.7,0.533,2.6,3.6,6.2,2.1,1.2,0.6,2.2,3.7,11.6,"derrickbrown"
"385",71,"Rasual Butler\butlera01","SG",31,"TOT",47,2,770,3.7,11.1,0.333,2.2,6.4,0.338,1.5,4.7,0.327,0.8,1.3,0.667,0.5,3.1,3.6,1.3,0.4,0.7,1.1,1.7,10.4,"rasualbutler"
"386",78,"Rodney Carney\carnero01","SF",26,"TOT",27,1,336,4.9,11.8,0.418,1.8,4.1,0.447,3.1,7.7,0.403,1.9,2.9,0.667,1.4,3.7,5.1,1.2,1.3,0.5,1.7,3.5,13.6,"rodneycarney"
"387",79,"DeMarre Carroll\carrode01","PF",24,"TOT",12,0,50,2.9,8.6,0.333,0,0,NA,2.9,8.6,0.333,1.4,1.4,1,1.4,4.3,5.8,2.9,0.7,0.7,0,3.6,7.2,"demarrecarroll"
"388",81,"Anthony Carter\cartean01","PG",35,"TOT",33,0,463,3.5,8.2,0.425,0.9,3.1,0.3,2.6,5.1,0.5,0.6,0.6,1,0.5,3.4,4,5.4,2.1,0.5,3,3.8,8.6,"anthonycarter"
"389",82,"Vince Carter\cartevi01","SG",34,"TOT",73,63,2051,6.8,15.6,0.437,2,5.6,0.361,4.8,10,0.479,2.2,3,0.74,0.9,3.9,4.8,2.6,1.2,0.4,1.6,3.4,17.9,"vincecarter"
"390",86,"Wilson Chandler\chandwi01","SF",23,"TOT",72,49,2401,6.4,14.3,0.45,1.7,4.8,0.35,4.8,9.5,0.501,1.9,2.4,0.807,1.1,5,6.1,1.8,0.7,1.4,1.6,3,16.5,"wilsonchandler"
"391",88,"Earl Clark\clarkea01","SF",23,"TOT",42,0,464,5.3,12.3,0.43,0,0.4,0,5.3,11.9,0.444,2.1,3.6,0.574,2.9,5,7.8,0.7,0.6,1.4,2.2,3.5,12.6,"earlclark"
"392",89,"Jarron Collins\collija03","C",32,"TOT",28,0,181,1.2,4.2,0.286,0,0,NA,1.2,4.2,0.286,1.4,2,0.7,2.8,2,4.8,0.4,0.8,0.2,1.4,5.8,3.8,"jarroncollins"
"393",100,"Jordan Crawford\crawfjo02","SG",22,"TOT",42,18,1027,6.7,17.5,0.384,1.2,4.5,0.258,5.6,13,0.427,2.6,2.9,0.869,1.1,2.6,3.7,4.1,1.4,0.1,2.9,2.2,17.2,"jordancrawford"
"394",101,"Dante Cunningham\cunnida01","PF",23,"TOT",78,18,1637,4.8,10.4,0.462,0,0.3,0.077,4.8,10.1,0.473,1,1.4,0.726,2.1,4,6.1,0.9,1.2,0.9,1.1,3.9,10.6,"dantecunningham"
"395",107,"Baron Davis\davisba01","PG",31,"TOT",58,44,1649,6.3,15.1,0.417,1.8,5.2,0.339,4.5,9.9,0.458,2.2,2.9,0.771,0.8,2.6,3.4,8.5,1.7,0.6,3.2,3.1,16.6,"barondavis"
"396",122,"Goran Dragic\dragigo01","PG",24,"TOT",70,5,1234,5.6,12.9,0.435,1.6,4.5,0.361,4,8.3,0.476,2.4,3.9,0.624,1.1,3.1,4.1,6,1.5,0.3,3.4,3.6,15.3,"gorandragic"
"397",134,"Semih Erden\erdense01","C",24,"TOT",41,8,595,3.8,6.7,0.559,0,0,NA,3.8,6.7,0.559,2.4,3.6,0.65,2.2,4.9,7.1,1.2,0.9,1.5,2.1,6.3,9.9,"semiherden"
"398",136,"Maurice Evans\evansma01","SF",32,"TOT",73,24,1549,4.1,9.9,0.417,1.3,3.9,0.329,2.8,6,0.475,1.2,1.3,0.897,1.2,2.4,3.6,1,0.8,0.3,0.8,3,10.7,"mauriceevans"
"399",142,"Derrick Favors\favorde01","PF",19,"TOT",78,27,1535,5,9.8,0.517,0,0,NA,5,9.8,0.517,2.4,4.1,0.595,4,5.7,9.7,0.9,0.7,1.6,1.8,5.8,12.5,"derrickfavors"
"400",143,"Raymond Felton\feltora01","PG-SG",26,"TOT",75,54,2737,5.6,13.2,0.425,1.5,4.3,0.353,4.1,8.9,0.46,2.6,3.2,0.805,0.6,2.9,3.5,8.2,1.6,0.1,2.9,2,15.3,"raymondfelton"
"401",154,"Dan Gadzuric\gadzuda01","C-PF",32,"TOT",42,9,463,4.2,10,0.419,0,0.1,0,4.2,10,0.422,0.8,2.1,0.37,5.5,5,10.5,1.1,1,2.3,2.3,7.1,9.2,"dangadzuric"
"402",155,"Sundiata Gaines\gainesu01","PG",24,"TOT",24,0,301,5,12.6,0.4,1.1,4.5,0.237,3.9,8,0.493,2.2,4.3,0.5,1.6,3,4.5,5,1.9,0.1,3.2,3,13.3,"sundiatagaines"
"403",156,"Danilo Gallinari\gallida01","PF-SF",22,"TOT",62,60,2104,4.5,11,0.414,1.8,5,0.352,2.8,5.9,0.467,5.8,6.7,0.862,1,4.2,5.2,1.8,0.9,0.5,1.4,2.5,16.6,"danilogallinari"
"404",162,"Alonzo Gee\geeal01","SG",23,"TOT",56,34,1118,3.9,8.5,0.458,0.5,1.6,0.333,3.3,6.9,0.488,2.3,3,0.783,2,3.9,5.9,1.2,1.3,0.6,1.8,3,10.7,"alonzogee"
"405",171,"Marcin Gortat\gortama01","C",26,"TOT",80,14,2032,6,10.7,0.561,0,0.1,0.25,6,10.6,0.563,2.5,3.4,0.725,2.6,8.6,11.2,1.2,0.6,1.6,1.4,3.3,14.5,"marcingortat"
"406",177,"Jeff Green\greenje02","PF-SF",24,"TOT",75,51,2427,5.5,12.2,0.449,0.9,3.1,0.303,4.5,9,0.499,2.9,3.6,0.811,1.1,4.3,5.3,1.6,0.8,0.5,1.5,3.1,14.8,"jeffgreen"
"407",185,"Luke Harangody\haranlu01","PF",23,"TOT",49,0,640,4.4,11.6,0.383,0.9,3.7,0.242,3.5,7.9,0.45,1.1,1.5,0.731,2.3,5.8,8,1.7,0.8,1,0.9,4.5,10.9,"lukeharangody"
"408",188,"Devin Harris\harride01","PG",27,"TOT",71,70,2254,5.5,13,0.422,0.9,2.9,0.322,4.6,10.1,0.45,5.4,6.4,0.833,0.3,2.4,2.7,8,1.1,0.1,3.3,2.6,17.2,"devinharris"
"409",206,"Kirk Hinrich\hinriki01","SG-PG",30,"TOT",72,51,2157,4.6,10.4,0.446,1.3,3.1,0.399,3.4,7.3,0.467,1.8,2.1,0.841,0.4,2.7,3,4.8,1.3,0.3,2,3.1,12.3,"kirkhinrich"
"410",222,"Jarrett Jack\jackja01","SG-PG",27,"TOT",83,15,1722,5.4,13.3,0.408,0.7,2.3,0.306,4.7,11.1,0.429,3.8,4.5,0.85,0.4,3.2,3.6,5.1,1.1,0.1,2.3,2.1,15.4,"jarrettjack"
"411",228,"Othyus Jeffers\jeffeot01","SG",25,"TOT",17,1,322,3.5,7.3,0.477,0.1,0.4,0.25,3.4,6.8,0.492,3.4,5.1,0.652,2.8,4.7,7.5,2.2,1.9,0,1.6,3.6,10.4,"othyusjeffers"
"412",231,"Jared Jeffries\jeffrja01","PF",29,"TOT",42,9,601,1.8,5.2,0.349,0.1,0.5,0.222,1.7,4.6,0.364,0.7,1.7,0.414,3.7,3.2,6.9,2.2,1.9,1,1.3,4.5,4.4,"jaredjeffries"
"413",237,"Chris Johnson\johnsch03","C",25,"TOT",14,1,138,2.3,5.5,0.429,0,0,NA,2.3,5.5,0.429,3.9,5.2,0.75,3.1,5.2,8.3,0.8,0.8,2.3,2.6,5.5,8.6,"chrisjohnson"
"414",238,"James Johnson\johnsja01","SF",23,"TOT",38,25,822,4.7,10.4,0.456,0.4,1.5,0.235,4.4,8.9,0.493,2.1,3.1,0.662,1.6,4.6,6.2,3.9,1.4,1.6,2.8,4.2,11.9,"jamesjohnson"
"415",240,"Trey Johnson\johnstr01","SG",26,"TOT",8,0,94,4.6,12.6,0.364,0.4,1.1,0.333,4.2,11.5,0.367,3.4,3.8,0.9,0.8,1.9,2.7,4.2,0.4,0.4,1.9,4.6,13,"treyjohnson"
"416",253,"Kosta Koufos\koufoko01","C",21,"TOT",50,2,434,5.6,12.4,0.453,0,0.2,0,5.6,12.3,0.459,2,3.6,0.558,4.7,6.1,10.8,0.6,0.8,2.1,2.6,4.9,13.3,"kostakoufos"
"417",254,"Nenad Krstic\krstine01","C",27,"TOT",71,67,1571,5.3,10.4,0.511,0,0,NA,5.3,10.4,0.511,2.6,3.3,0.774,2.8,4.8,7.7,0.6,0.6,0.6,1.3,4.2,13.2,"nenadkrstic"
"418",255,"Carl Landry\landrca01","PF",27,"TOT",76,26,2008,6.2,12.3,0.502,0,0.1,0,6.2,12.2,0.505,3.8,5.2,0.74,3,3.3,6.2,1.1,0.7,0.6,2,3.5,16.2,"carllandry"
"419",256,"Acie Law\lawac01","PG",26,"TOT",51,0,726,4,9.2,0.435,0.3,1.8,0.167,3.7,7.4,0.5,2.3,3.2,0.734,0.6,2.5,3.1,4.2,1.6,0,2.1,3,10.7,"acielaw"
"420",261,"Rashard Lewis\lewisra02","SF-PF",31,"TOT",57,52,1824,5,11.5,0.433,1.7,4.8,0.357,3.3,6.7,0.488,1.5,1.9,0.802,1.4,4.3,5.7,1.8,1,0.6,1.7,3.1,13.2,"rashardlewis"
"421",298,"Nazr Mohammed\mohamna01","C",33,"TOT",75,37,1280,6.6,12.6,0.522,0,0,0,6.6,12.6,0.523,1.9,3.2,0.598,3.9,6.4,10.4,0.6,0.8,1.6,2,5.2,15,"nazrmohammed"
"422",300,"Jamario Moon\moonja01","SF",30,"TOT",59,20,1042,3.5,8.6,0.407,1.3,4.2,0.309,2.2,4.3,0.504,0.5,0.6,0.882,0.8,4.9,5.7,1.8,1,1.1,0.8,2.2,8.8,"jamariomoon"
"423",302,"Timofey Mozgov\mozgoti01","C",24,"TOT",45,14,524,4.3,9.1,0.474,0,0,NA,4.3,9.1,0.474,2.5,3.6,0.712,3.2,5.2,8.3,1,1,1.7,2.4,5.8,11.2,"timofeymozgov"
"424",304,"Troy Murphy\murphtr01","PF",30,"TOT",35,4,466,3.2,8.8,0.368,0.4,2.5,0.152,2.9,6.3,0.457,1.5,2.3,0.667,1.7,7,8.7,1.8,1.2,0.2,1.5,3.6,8.4,"troymurphy"
"425",312,"Steve Novak\novakst01","SF",27,"TOT",30,0,215,5.9,11.2,0.522,4.4,7.7,0.565,1.5,3.5,0.429,1.3,1.3,1,0.7,4,4.7,0.5,0.2,0.8,0.7,2.3,17.4,"stevenovak"
"426",321,"Larry Owens\owensla01","SF",28,"TOT",12,0,143,3.8,8.1,0.469,1.5,3.3,0.462,2.3,4.8,0.474,1,2.3,0.444,0.3,3.5,3.8,2,2.3,1.3,1.3,4.5,10.1,"larryowens"
"427",327,"Sasha Pavlovic\pavloal01","SG-SF",27,"TOT",31,7,362,2.9,7.2,0.403,1.2,3.1,0.387,1.7,4.1,0.415,0.6,1,0.6,0.1,3.1,3.2,1.6,1,0.7,1.2,3.4,7.6,"sashapavlovic"
"428",329,"Kendrick Perkins\perkike01","C",26,"TOT",29,24,742,3.3,6.3,0.515,0,0,NA,3.3,6.3,0.515,1.9,3.5,0.556,3,8.2,11.3,1.3,0.4,1.3,2.7,4.4,8.4,"kendrickperkins"
"429",333,"Mickael Pietrus\pietrmi01","SG-SF",28,"TOT",57,4,1107,4.7,11.9,0.392,2.8,7.7,0.36,1.9,4.2,0.45,1.3,1.9,0.684,0.5,3.6,4.1,1.1,0.9,0.7,1.3,3.3,13.3,"mickaelpietrus"
"430",337,"Leon Powe\powele01","C-PF",27,"TOT",30,3,328,6.5,13.1,0.496,0,0.2,0,6.5,12.8,0.504,4.4,7.9,0.556,2.6,4.3,6.9,0.8,1.1,0.4,1.3,4.8,17.3,"leonpowe"
"431",342,"Joel Przybilla\przybjo01","C",31,"TOT",36,9,519,1.7,3.1,0.568,0,0,NA,1.7,3.1,0.568,1,1.9,0.519,2.6,7.5,10.1,0.9,0.3,1,2,5.5,4.4,"joelprzybilla"
"432",345,"Anthony Randolph\randoan01","C-PF",21,"TOT",40,3,590,7.5,16.1,0.466,0.1,0.2,0.25,7.4,15.9,0.469,3.5,5.2,0.674,2.6,7.1,9.8,2,1.3,1.5,3.2,3.8,18.6,"anthonyrandolph"
"433",351,"Jason Richardson\richaja01","SG",30,"TOT",80,80,2715,6.3,14,0.447,2.5,6.4,0.395,3.8,7.7,0.49,1.5,2.1,0.73,0.9,3.5,4.4,1.9,1.2,0.2,1.3,2.1,16.6,"jasonrichardson"
"434",354,"Nate Robinson\robinna01","PG",26,"TOT",59,11,1013,5.3,13.4,0.399,2.3,7.1,0.325,3,6.3,0.483,1.3,1.6,0.818,0.5,2.7,3.2,3.9,1,0.1,2.4,4.1,14.3,"naterobinson"
"435",373,"Ish Smith\smithis01","PG",22,"TOT",43,3,442,3.5,9.4,0.374,0.2,0.8,0.3,3.3,8.6,0.381,1,1.7,0.571,0.6,3.3,3.8,6.4,1.5,0.2,2.8,3,8.2,"ishsmith"
"436",376,"Joe Smith\smithjo02","PF",35,"TOT",16,3,69,1.6,8.3,0.188,0,0,NA,1.6,8.3,0.188,1,1,1,1.6,9.4,11,2.1,0,2.1,2.6,6.8,4.2,"joesmith"
"437",384,"Peja Stojakovic\stojape01","SF",33,"TOT",33,13,617,5.8,13.2,0.441,3.3,7.9,0.419,2.5,5.3,0.473,1.3,1.5,0.92,0.8,3.6,4.4,1.7,0.8,0.1,1,1.4,16.3,"pejastojakovic"
"438",389,"Jermaine Taylor\tayloje02","SG",24,"TOT",34,8,483,7,14.6,0.48,1,3.4,0.311,6,11.3,0.53,1.6,2.1,0.75,1.9,2.7,4.6,2.4,1,0.4,3.4,2.9,16.6,"jermainetaylor"
"439",392,"Garrett Temple\templga01","PG-SG",24,"TOT",24,0,230,3.1,10.6,0.294,1.6,5.8,0.27,1.6,4.9,0.323,1.1,2.7,0.412,0.2,3.4,3.6,5,1.7,0.9,3.6,3.8,8.9,"garretttemple"
"440",394,"Hasheem Thabeet\thabeha01","C",23,"TOT",47,0,373,1.6,3.9,0.425,0,0,NA,1.6,3.9,0.425,1.8,3.4,0.543,2.3,4.9,7.2,0.4,0.9,1.5,1.6,7.3,5.1,"hasheemthabeet"
"441",399,"Al Thornton\thornal01","SF-PF",27,"TOT",71,23,1383,5.3,11.2,0.476,0.1,0.7,0.154,5.2,10.5,0.496,2.9,3.7,0.775,1.5,4.1,5.5,1.6,0.9,0.3,1.7,3.7,13.6,"althornton"
"442",400,"Marcus Thornton\thornma01","SG",23,"TOT",73,23,1775,7.1,16.4,0.434,1.8,4.9,0.367,5.3,11.5,0.462,2.9,3.7,0.788,1.2,4,5.2,2.7,1.3,0.2,1.9,2.2,18.9,"marcusthornton"
"443",403,"Hedo Turkoglu\turkohe01","SF-PF",31,"TOT",81,72,2540,4.6,10.2,0.446,1.8,4.4,0.41,2.8,5.8,0.473,1.5,2.2,0.679,0.6,4.4,5,4.9,1,0.5,1.9,3.5,12.4,"hedoturkoglu"
"444",412,"Sasha Vujacic\vujacsa01","SG",26,"TOT",67,17,1648,5.2,13,0.402,2.1,5.7,0.37,3.1,7.3,0.426,1.8,2.1,0.844,0.7,3.4,4.1,2.9,1.2,0.1,1.4,3,14.3,"sashavujacic"
"445",418,"Gerald Wallace\wallage01","SF-PF",28,"TOT",71,63,2693,5.2,11.4,0.454,0.8,2.5,0.333,4.3,8.9,0.487,3.7,5,0.746,1.5,6.1,7.6,2.3,1.4,0.8,2,2.4,14.9,"geraldwallace"
"446",431,"D.J. White\whitedj01","C-PF",24,"TOT",47,0,685,5.8,11.5,0.507,0,0.1,0,5.8,11.4,0.512,2.4,3.4,0.719,2.3,6,8.3,1,0.6,1.1,0.7,4,14.1,"djwhite"
"447",435,"Deron Williams\willide01","PG",26,"TOT",65,65,2465,6.3,14.2,0.439,1.5,4.6,0.331,4.7,9.6,0.491,5.1,6,0.845,0.6,3.2,3.8,9.7,1.2,0.2,3.4,2.8,19.1,"deronwilliams"
