"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP","fix"
"109",138,"Tyreke Evans\evansty01","SG",21,"SAC",57,2107,14.4,0.482,0.159,0.285,2.4,12.7,7.4,24.9,2,1,14.9,25.3,NA,-0.1,1.7,1.6,0.036,NA,-0.6,0.1,-0.5,0.8,"tyrekeevans"
"110",139,"Patrick Ewing\ewingpa02","SF",26,"NOH",7,19,0.6,0.222,0.4,0.8,6.4,6.4,6.4,14.2,0,4.4,12.9,19.5,NA,-0.1,0,-0.1,-0.158,NA,-8.7,-0.6,-9.3,0,"patrickewing"
"111",140,"Christian Eyenga\eyengch01","SF",21,"CLE",44,947,9,0.476,0.297,0.092,3.2,12,7.5,6.2,1.9,2.3,12.9,17.5,NA,-0.8,0.5,-0.3,-0.016,NA,-3.6,-0.1,-3.7,-0.4,"christianeyenga"
"112",141,"Jordan Farmar\farmajo01","PG",24,"NJN",73,1796,14.1,0.504,0.467,0.154,1.5,10.1,5.7,34.9,1.8,0.3,16.7,21.6,NA,0.8,1,1.9,0.05,NA,1.2,-2.1,-0.9,0.5,"jordanfarmar"
"113",144,"Rudy Fernandez\fernaru01","SG",25,"POR",78,1821,13.4,0.522,0.628,0.254,2.4,9.5,5.8,16.9,2.6,0.6,12.1,18.7,NA,2,1.8,3.8,0.1,NA,1.5,-0.6,0.9,1.3,"rudyfernandez"
"114",145,"Kyrylo Fesenko\fesenky01","C",24,"UTA",53,456,5.8,0.441,0.01,0.46,8.9,19.8,14.3,5.9,0.5,2.9,17.2,14.6,NA,-0.4,0.3,-0.1,-0.011,NA,-5.7,-0.8,-6.5,-0.5,"kyrylofesenko"
"115",146,"Landry Fields\fieldla01","SG",22,"NYK",82,2541,13.5,0.598,0.364,0.244,4.7,18.9,11.7,9,1.6,0.5,13.8,13.5,NA,3.4,1.8,5.3,0.1,NA,0.5,0.1,0.6,1.7,"landryfields"
"116",147,"Derek Fisher\fishede01","PG",36,"LAL",82,2297,8.9,0.486,0.301,0.195,0.7,6.6,3.7,14,2.3,0.3,10.9,12.8,NA,1.2,2.5,3.7,0.078,NA,-1.6,0.3,-1.2,0.4,"derekfisher"
"117",148,"Jonny Flynn\flynnjo01","PG",21,"MIN",53,983,7.1,0.444,0.338,0.142,1.3,7.5,4.3,27.6,1.7,0.2,26.4,18.5,NA,-1.6,0.2,-1.3,-0.064,NA,-4.4,-2.8,-7.2,-1.3,"jonnyflynn"
"118",149,"Gary Forbes\forbega01","SF",25,"DEN",63,791,11.7,0.524,0.212,0.319,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,NA,0.3,0.7,0.9,0.055,NA,-1.9,-1.1,-3,-0.2,"garyforbes"
"119",150,"T.J. Ford\fordtj01","PG",27,"IND",41,773,9.9,0.434,0.136,0.203,2.5,9.1,5.8,28.4,2.3,0.8,19.7,18.3,NA,-0.7,0.8,0.2,0.011,NA,-3.5,-0.3,-3.8,-0.3,"tjford"
"120",151,"Jeff Foster\fosteje01","C",34,"IND",56,940,14.3,0.497,0.018,0.287,19.1,22.3,20.7,7.3,1.3,2.4,12.1,10.1,NA,1.6,1.4,3,0.152,NA,-0.2,2.3,2.1,1,"jefffoster"
"121",152,"Randy Foye\foyera01","SG",27,"LAC",63,1551,11.4,0.516,0.409,0.281,1,6.7,3.9,17.5,1.6,1.1,13.7,19.9,NA,0.9,0.8,1.7,0.051,NA,-0.8,-1.8,-2.6,-0.2,"randyfoye"
"122",153,"Channing Frye\fryech01","PF",27,"PHO",77,2541,12.8,0.557,0.53,0.129,3,20.4,11.7,5.7,0.9,2.3,7.7,16.9,NA,2.7,2.1,4.7,0.09,NA,0.7,0.5,1.2,2,"channingfrye"
"123",157,"Francisco Garcia\garcifr01","SF",29,"SAC",58,1386,13.5,0.551,0.472,0.16,1.9,9.2,5.5,8,1.9,2.6,8.1,17.3,NA,1.9,1.1,3,0.104,NA,0.6,0,0.7,0.9,"franciscogarcia"
"124",158,"Kevin Garnett\garneke01","PF",34,"BOS",71,2220,20.6,0.575,0.006,0.264,4.9,28.7,17.5,13.5,2.3,2,11.1,22.3,NA,3.4,5.6,9,0.194,NA,0,4.1,4,3.4,"kevingarnett"
"125",159,"Marc Gasol\gasolma01","C",26,"MEM",81,2586,16.8,0.58,0.01,0.425,7.1,19.4,13.1,11.6,1.5,4.3,15.1,16.9,NA,4,3.9,7.9,0.146,NA,0.2,3.4,3.6,3.6,"marcgasol"
"126",160,"Pau Gasol\gasolpa01","C",30,"LAL",82,3037,23.3,0.589,0.003,0.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,NA,10,4.7,14.7,0.232,NA,3,2.2,5.3,5.6,"paugasol"
"127",161,"Rudy Gay\gayru01","SF",24,"MEM",54,2152,17.8,0.548,0.166,0.277,4.5,14.2,9.3,11.6,2.2,2.2,12.2,23.3,NA,2.7,2.9,5.5,0.123,NA,1.4,1.4,2.7,2.6,"rudygay"
"128",163,"Paul George\georgpa01","SG",20,"IND",61,1265,13,0.542,0.349,0.256,3.3,16.3,9.8,8.3,2.5,1.5,13.7,17.8,NA,0.5,1.9,2.4,0.091,NA,-1.2,1.2,0,0.6,"paulgeorge"
"129",164,"Daniel Gibson\gibsoda01","SG",24,"CLE",67,1865,13.2,0.533,0.444,0.247,1.4,9.7,5.5,18.3,1.3,0.9,9.9,19.7,NA,2,0.4,2.4,0.062,NA,1,-2,-1,0.5,"danielgibson"
"130",165,"Taj Gibson\gibsota01","PF",25,"CHI",80,1742,14.3,0.502,0.016,0.295,11.2,19.4,15.4,5.3,1.2,4.6,11.1,16.8,NA,1.4,3.8,5.2,0.143,NA,-2.7,2.8,0,0.9,"tajgibson"
"131",166,"Manu Ginobili\ginobma01","SG",33,"SAS",80,2426,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26,NA,6.6,3.2,9.9,0.195,NA,4.9,0.4,5.3,4.5,"manuginobili"
"132",167,"Ryan Gomes\gomesry01","SF",28,"LAC",76,2095,9,0.504,0.418,0.168,3.4,10.7,7.1,8.5,1.5,0.4,9.2,12.7,NA,1.3,1.2,2.5,0.057,NA,-1,-0.1,-1.1,0.5,"ryangomes"
"133",168,"Drew Gooden\goodedr01","PF",29,"MIL",35,860,15.9,0.487,0.055,0.282,9.6,22.9,16.1,10.3,1.3,1.6,10.2,24.6,NA,0.3,1.5,1.8,0.101,NA,-2.3,0.8,-1.5,0.1,"drewgooden"
"134",169,"Ben Gordon\gordobe01","SG",27,"DET",82,2131,12.4,0.548,0.345,0.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,NA,1.3,0.3,1.7,0.037,NA,0.1,-2.6,-2.5,-0.3,"bengordon"
"135",170,"Eric Gordon\gordoer01","SG",22,"LAC",56,2112,18.5,0.566,0.307,0.367,2.5,6.6,4.5,20.7,1.7,0.7,12,26.5,NA,4.2,1.1,5.3,0.12,NA,3.3,-2,1.3,1.7,"ericgordon"
"136",172,"Joey Graham\grahajo01","SF",28,"CLE",39,586,7.7,0.518,0.168,0.201,1.5,15.3,8.2,5.2,0.5,0.9,12.6,17.2,NA,-0.2,0.1,0,-0.004,NA,-4.7,-2.4,-7.1,-0.8,"joeygraham"
"137",173,"Stephen Graham\grahast01","SG",28,"NJN",59,959,4.4,0.457,0.105,0.19,2,13.4,7.6,6.5,0.8,0.1,14.9,12.3,NA,-0.7,0.4,-0.3,-0.014,NA,-5.3,-0.7,-6,-0.9,"stephengraham"
"138",174,"Danny Granger\grangda01","SF",27,"IND",79,2763,17.8,0.554,0.323,0.37,3.5,13.5,8.5,13,1.6,1.6,12.3,26.7,NA,3.7,3.2,6.9,0.12,NA,1.9,-0.3,1.6,2.5,"dannygranger"
"139",175,"Aaron Gray\grayaa01","C",26,"NOH",41,531,11,0.566,0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,NA,0.3,0.8,1.1,0.1,NA,-3.1,1.2,-1.8,0,"aarongray"
"140",176,"Danny Green\greenda02","SG",23,"SAS",8,92,13.2,0.586,0.543,0,3.9,14.8,9.5,3.6,1.1,0.8,12.5,20,NA,0,0.1,0.1,0.076,NA,-0.7,-2.3,-3,0,"dannygreen"
"141",178,"Willie Green\greenwi01","SG",29,"NOH",77,1674,10.8,0.515,0.255,0.164,1.6,10.2,5.9,7.6,1.2,0.6,9.3,20.5,NA,0.3,1.5,1.8,0.052,NA,-1.9,-1.2,-3.1,-0.5,"williegreen"
"142",179,"Donte Greene\greendo01","SF",22,"SAC",69,1127,9.7,0.482,0.399,0.168,4.8,10.2,7.4,6.5,1.6,1.3,12.6,18.2,NA,-0.2,0.8,0.5,0.022,NA,-2.2,-1.2,-3.4,-0.4,"dontegreene"
"143",180,"Orien Greene\greenor01","SG",28,"NJN",3,5,33,0.521,0,1,0,0,0,37.8,10.7,0,0,26.7,NA,0,0,0,0.293,NA,4.3,-1.9,2.4,0,"oriengreene"
"144",181,"Blake Griffin\griffbl01","PF",21,"LAC",82,3112,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1,1.1,11.7,27.3,NA,6.5,3.4,9.8,0.152,NA,2.2,0.9,3.2,4,"blakegriffin"
"145",182,"Hamed Haddadi\haddaha01","C",25,"MEM",31,168,19.7,0.55,0.017,0.397,16.9,31.6,24.2,4.8,0.6,6.3,13.9,21.2,NA,0.3,0.3,0.6,0.164,NA,-2.4,0.3,-2,0,"hamedhaddadi"
"146",183,"Richard Hamilton\hamilri01","SG",32,"DET",55,1498,15.8,0.52,0.215,0.256,1.9,8.7,5.1,19.8,1.4,0.2,10.5,26,NA,1.6,0.2,1.8,0.059,NA,0.9,-3.4,-2.5,-0.2,"richardhamilton"
"147",184,"Tyler Hansbrough\hansbty01","PF",25,"IND",70,1535,16.4,0.529,0.003,0.413,10.6,15.9,13.2,4.7,1.2,0.7,9.5,23.1,NA,2.2,1.6,3.8,0.118,NA,-1.5,-1.9,-3.3,-0.5,"tylerhansbrough"
"148",186,"James Harden\hardeja01","SG",21,"OKC",82,2189,16.4,0.598,0.474,0.501,2.3,11,6.8,12.8,2.2,0.8,11.3,19.5,NA,5,2.1,7.1,0.156,NA,2.9,-0.6,2.3,2.4,"jamesharden"
"149",187,"Al Harrington\harrial01","PF",30,"DEN",73,1665,12.3,0.527,0.486,0.173,5.4,17.2,11.5,9.6,1.2,0.5,12.7,22.3,NA,0.6,1.5,2.1,0.06,NA,0.2,-1.2,-1.1,0.4,"alharrington"
"150",189,"Manny Harris\harrima01","SG",21,"CLE",54,933,10.4,0.486,0.318,0.322,4.3,13.2,8.6,14.8,1.7,0.6,16,19.1,NA,-0.4,0.4,0,0.002,NA,-2.5,-1.1,-3.6,-0.4,"mannyharris"
"151",190,"Mike Harris\harrimi01","PF",27,"HOU",4,16,17.9,0.515,0,0.667,14.1,21.3,17.7,10.2,0,4.3,11.4,24.2,NA,0,0,0,0.102,NA,-2.3,-1.1,-3.4,0,"mikeharris"
"152",191,"Udonis Haslem\hasleud01","PF",30,"MIA",13,345,12.7,0.549,0,0.233,10.6,25,18.2,2.7,1.1,0.7,12.9,14.8,NA,0.4,0.6,0.9,0.13,NA,-2.7,-0.6,-3.3,-0.1,"udonishaslem"
"153",192,"Spencer Hawes\hawessp01","C",22,"PHI",81,1718,12.8,0.481,0.065,0.155,8.7,22.5,15.6,11.2,0.9,3.1,13.8,18.9,NA,-0.3,2.6,2.4,0.066,NA,-3.1,1.8,-1.3,0.3,"spencerhawes"
"154",193,"Chuck Hayes\hayesch01","C",27,"HOU",74,2079,16.2,0.554,0.004,0.307,11.9,20.7,16.3,14.3,1.9,1.6,14.1,13,NA,3.9,2.4,6.3,0.146,NA,1,2.8,3.8,3,"chuckhayes"
"155",194,"Gordon Hayward\haywago01","SF",20,"UTA",72,1218,10.7,0.578,0.253,0.331,4,9.8,6.9,10.2,1.3,1.3,17.3,15.3,NA,0.8,0.4,1.2,0.048,NA,-1.4,-1.4,-2.8,-0.2,"gordonhayward"
"156",195,"Lazar Hayward\haywala01","SF",24,"MIN",42,419,10.8,0.464,0.39,0.273,5.9,12.8,9.3,10.3,1.4,1.3,9.9,19.5,NA,0.1,0.2,0.3,0.035,NA,-1.7,-1.9,-3.6,-0.2,"lazarhayward"
"157",196,"Brendan Haywood\haywobr01","C",31,"DAL",72,1331,11.7,0.532,0.004,0.794,11.8,20.9,16.5,2.1,0.6,4.2,14.5,12.4,NA,0.8,2.1,2.9,0.104,NA,-3.2,2.1,-1,0.3,"brendanhaywood"
"158",197,"Luther Head\headlu01","PG",28,"SAC",36,586,11.7,0.538,0.39,0.305,3,8.8,5.8,17.7,0.9,1.1,14.7,16.1,NA,0.6,0.2,0.9,0.073,NA,-0.7,-1.7,-2.5,-0.1,"lutherhead"
"159",198,"Gerald Henderson\hendege02","SG",23,"CHA",68,1661,13.2,0.509,0.063,0.286,3.5,11.6,7.5,10.7,1.6,1.6,9.1,19.9,NA,0.9,1.4,2.4,0.068,NA,-1.9,-0.3,-2.3,-0.1,"geraldhenderson"
"160",199,"Xavier Henry\henryxa01","SG",19,"MEM",38,527,7,0.451,0.106,0.325,2,6.4,4.2,5,1.1,0.5,6.6,16.8,NA,-0.1,0.3,0.2,0.021,NA,-3.9,-2.1,-6,-0.5,"xavierhenry"
"161",200,"Roy Hibbert\hibbero01","C",24,"IND",81,2244,15.9,0.507,0.004,0.309,9.1,21,15.1,12.8,0.7,4.6,15.5,23.6,NA,0.3,3.3,3.6,0.077,NA,-2.5,2.3,-0.2,1,"royhibbert"
"162",201,"J.J. Hickson\hicksjj01","C",22,"CLE",80,2256,15.6,0.503,0.005,0.392,10.8,25,17.7,7.5,1.1,1.8,13.6,25.5,NA,-0.2,1.7,1.5,0.032,NA,-3.2,-1.1,-4.3,-1.3,"jjhickson"
"163",202,"Nene Hilario\hilarne01","C",28,"DEN",75,2291,20.4,0.657,0.008,0.615,7.5,20.8,14.4,10.4,1.8,2.4,13.9,18.8,NA,6.4,3.1,9.6,0.201,NA,2.3,2.3,4.6,3.8,"nenehilario"
"164",203,"George Hill\hillge01","PG",24,"SAS",76,2148,14.6,0.588,0.322,0.427,1.3,9.2,5.4,13.6,1.6,0.7,11.6,18.2,NA,4,2.1,6.1,0.136,NA,1.1,-0.1,1.1,1.7,"georgehill"
"165",204,"Grant Hill\hillgr01","SF",38,"PHO",80,2409,14.7,0.563,0.138,0.312,3.7,12.5,8.1,13,1.4,1.1,12.5,20.1,NA,3.1,1.3,4.4,0.087,NA,0.3,0.2,0.5,1.5,"granthill"
"166",205,"Jordan Hill\hilljo01","C",23,"HOU",72,1125,13,0.521,0.006,0.241,12.9,18,15.4,4,0.6,3.2,13.7,17.7,NA,0.8,1,1.8,0.079,NA,-2.8,-0.6,-3.4,-0.4,"jordanhill"
"167",207,"Jrue Holiday\holidjr01","PG",20,"PHI",82,2901,15.4,0.525,0.222,0.209,2.7,10.5,6.6,29,2.2,0.8,16.7,20.8,NA,2.2,3.5,5.7,0.094,NA,0.8,0.6,1.4,2.5,"jrueholiday"
"168",208,"Ryan Hollins\holliry01","C",26,"CLE",70,1182,10.7,0.642,0,0.744,6.6,11.6,9,3.6,1,2.7,18.7,13.7,NA,1.3,0.5,1.8,0.072,NA,-2.5,-0.2,-2.7,-0.2,"ryanhollins"
"169",209,"Al Horford\horfoal01","C",24,"ATL",77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16,17.5,1.2,2.3,10.6,19.7,NA,6.4,3.7,10.1,0.179,NA,2,2.4,4.4,4.4,"alhorford"
"170",210,"Eddie House\houseed01","SG",32,"MIA",56,978,11.9,0.535,0.545,0.125,1.2,9.5,5.6,10,1.7,0.2,7.9,17.6,NA,1,1.2,2.2,0.108,NA,0.2,-1.4,-1.2,0.2,"eddiehouse"
"171",211,"Dwight Howard\howardw01","C",25,"ORL",78,2935,26.1,0.616,0.007,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,NA,6.7,7.7,14.4,0.235,NA,0.9,3.9,4.8,5,"dwighthoward"
"172",212,"Josh Howard\howarjo01","SF",30,"WAS",18,409,9.2,0.416,0.179,0.29,4.8,16.2,10.3,9.4,1.6,0.9,9.9,21.9,NA,-0.5,0.3,-0.2,-0.027,NA,-4.1,-1.6,-5.8,-0.4,"joshhoward"
"173",213,"Juwan Howard\howarju01","PF",37,"MIA",57,592,8.4,0.495,0,0.28,7.7,16.3,12.2,5.8,0.9,0.5,15.1,13.1,NA,0.2,0.8,0.9,0.074,NA,-3.8,-0.3,-4.1,-0.3,"juwanhoward"
"174",214,"Lester Hudson\hudsole01","PG",26,"WAS",11,73,6,0.349,0.625,0.167,1.5,6.5,3.9,34.1,2.8,1,21.4,19.8,NA,-0.2,0,-0.1,-0.082,NA,-4.2,-3.4,-7.6,-0.1,"lesterhudson"
"175",215,"Kris Humphries\humphkr01","PF",25,"NJN",74,2061,17.8,0.555,0.002,0.328,12.5,32.2,22.1,7,0.9,3,13.4,17.3,NA,2.7,2.7,5.4,0.125,NA,-1.5,1.5,0,1,"krishumphries"
"176",216,"Serge Ibaka\ibakase01","PF",21,"OKC",82,2216,17.7,0.579,0.002,0.298,11.7,20.8,16.4,1.6,0.7,6.5,9.2,15.7,NA,4.3,3.2,7.6,0.164,NA,-1.1,1.2,0.1,1.1,"sergeibaka"
"177",217,"Andre Iguodala\iguodan01","SF",27,"PHI",67,2469,17.2,0.53,0.238,0.395,2.8,15.2,9,26.4,2.1,1.2,13.4,19.2,NA,3.3,3.5,6.7,0.13,NA,1.5,1.8,3.2,3.2,"andreiguodala"
"178",218,"Zydrunas Ilgauskas\ilgauzy01","C",35,"MIA",72,1145,12.8,0.531,0.003,0.144,11.9,17.5,14.9,3.6,1.1,4,13.3,16,NA,1,1.9,2.9,0.122,NA,-2.6,1,-1.5,0.1,"zydrunasilgauskas"
"179",219,"Didier Ilunga-Mbenga\mbengdj01","C",30,"NOH",41,330,9.7,0.518,0,0.367,12.8,18.9,15.9,2.7,1,6.8,27,11.3,NA,0,0.6,0.5,0.076,NA,-4.9,3.6,-1.3,0.1,"didierilungambenga"
"180",220,"Ersan Ilyasova\ilyaser01","PF",23,"MIL",60,1505,14.3,0.516,0.239,0.205,7.9,20.7,14.1,6.6,1.8,1.3,10.2,19.1,NA,1.1,2.7,3.8,0.121,NA,-1.4,1.2,-0.3,0.7,"ersanilyasova"
"181",221,"Royal Ivey\iveyro01","SG",29,"OKC",25,155,8.2,0.527,0.421,0.053,1.6,10.2,6,6.8,2,0.5,11.4,12.8,NA,0.1,0.1,0.2,0.06,NA,-2.1,-0.9,-3,0,"royalivey"
"182",223,"Darnell Jackson\jacksda01","PF",25,"SAC",59,486,12.3,0.521,0.07,0.31,11.2,10.8,11,4.6,1.2,0.4,11.4,18,NA,0.4,0.3,0.7,0.069,NA,-1.9,-2.4,-4.3,-0.3,"darnelljackson"
"183",224,"Stephen Jackson\jacksst02","SG",32,"CHA",67,2405,14.6,0.52,0.339,0.288,2.7,12.7,7.7,18.4,1.8,0.9,14.9,27.4,NA,-0.2,2.1,1.9,0.039,NA,0.6,-0.8,-0.2,1.1,"stephenjackson"
"184",225,"Damion James\jamesda01","SF",23,"NJN",25,403,10.1,0.477,0.029,0.272,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,NA,-0.4,0.5,0.1,0.015,NA,-5.1,1.7,-3.4,-0.1,"damionjames"
"185",226,"LeBron James\jamesle01","SF",26,"MIA",79,3063,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,NA,10.3,5.3,15.6,0.244,NA,6.5,2.1,8.6,8.2,"lebronjames"
"186",227,"Antawn Jamison\jamisan01","PF",34,"CLE",56,1842,16.8,0.516,0.3,0.267,5.2,18.5,11.7,9.6,1.4,1.2,7.3,26,NA,1.5,1.1,2.6,0.067,NA,0.8,-1.7,-0.9,0.5,"antawnjamison"
"187",229,"Al Jefferson\jeffeal01","C",26,"UTA",82,2940,20.1,0.528,0,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,NA,5.1,2.7,7.8,0.128,NA,0,0.1,0.1,1.5,"aljefferson"
"188",230,"Richard Jefferson\jefferi01","SF",30,"SAS",81,2459,12.4,0.612,0.478,0.304,2.6,11.8,7.3,6.5,0.8,1,11.3,15.4,NA,3.7,2.1,5.9,0.115,NA,1.1,0,1.2,2,"richardjefferson"
"189",232,"Brandon Jennings\jennibr01","PG",21,"MIL",63,2169,15.6,0.493,0.327,0.266,2.2,10.6,6.3,25.9,2.3,0.8,12.4,25.5,NA,0.6,3.3,3.9,0.086,NA,1.1,0.7,1.8,2.1,"brandonjennings"
"190",233,"Eugene Jeter\jetereu01","PG",27,"SAC",62,858,11.1,0.46,0.116,0.158,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,NA,0.2,0.5,0.7,0.037,NA,-3,-2.4,-5.4,-0.7,"eugenejeter"
"191",234,"Yi Jianlian\jianlyi01","PF",23,"WAS",63,1112,10.1,0.459,0.037,0.262,7.8,18,12.7,3.5,1.2,2.2,11.6,17.4,NA,-0.4,0.8,0.4,0.016,NA,-4.7,-1.2,-5.9,-1.1,"yijianlian"
"192",235,"Amir Johnson\johnsam01","PF",23,"TOR",72,1853,17.6,0.608,0.002,0.323,11.8,17.8,14.7,6.8,1.5,3.6,10.9,15.3,NA,4.4,1.2,5.6,0.146,NA,1.5,1.1,2.7,2.2,"amirjohnson"
"193",236,"Armon Johnson\johnsar02","PG",21,"POR",38,277,9.3,0.497,0.119,0.218,4.7,11.5,7.9,28.1,1,0.3,25.6,25.1,NA,-0.4,0.2,-0.3,-0.044,NA,-4.4,-2.4,-6.8,-0.3,"armonjohnson"
"194",239,"Joe Johnson\johnsjo02","SG",29,"ATL",72,2554,16.4,0.517,0.258,0.209,2.8,10.9,6.9,24,1,0.2,10.3,26.3,NA,2.5,1.8,4.2,0.08,NA,1.6,-1.8,-0.2,1.2,"joejohnson"
"195",241,"Wesley Johnson\johnswe01","SG",23,"MIN",79,2069,10.2,0.491,0.424,0.135,2.7,10.4,6.4,11,1.4,2,11.6,16.8,NA,0.4,0.9,1.3,0.03,NA,-1.1,-0.4,-1.6,0.2,"wesleyjohnson"
"196",242,"Dahntay Jones\jonesda02","SG",30,"IND",45,589,13.7,0.558,0.182,0.421,0.8,11.4,6.1,9.5,1.7,0.9,10.9,21.4,NA,0.6,0.6,1.2,0.102,NA,-1.7,-1.4,-3.1,-0.2,"dahntayjones"
"197",243,"Dominique Jones\jonesdo02","SG",22,"DAL",18,135,10.6,0.4,0.089,0.378,5.4,15.9,10.8,20.8,1.9,1.7,16,21.7,NA,-0.2,0.2,0,0.007,NA,-5.1,1.7,-3.4,0,"dominiquejones"
"198",244,"James Jones\jonesja02","SF",30,"MIA",81,1549,11.1,0.629,0.829,0.208,1.9,9.9,6.1,4.1,1,1,5.3,12,NA,3,1.7,4.7,0.145,NA,1.8,-0.9,0.9,1.1,"jamesjones"
"199",245,"Solomon Jones\jonesso01","C",26,"IND",39,528,8.5,0.469,0.008,0.512,9.5,14.2,11.9,8.5,1.2,3,19.1,15.4,NA,-0.2,0.6,0.5,0.042,NA,-4.1,1.6,-2.6,-0.1,"solomonjones"
"200",246,"DeAndre Jordan\jordade01","C",22,"LAC",80,2047,14.8,0.648,0.003,0.636,11.9,20.9,16.5,3.2,1,5.4,18.8,11.7,NA,2.6,2.6,5.2,0.122,NA,-1.2,2.5,1.3,1.7,"deandrejordan"
"201",247,"Chris Kaman\kamanch01","C",28,"LAC",32,838,15.7,0.495,0,0.152,7.2,24.1,15.7,10,1,4.5,12.6,24.4,NA,-0.2,1.1,0.8,0.047,NA,-3.7,1.2,-2.5,-0.1,"chriskaman"
"202",248,"Jason Kapono\kaponja01","SF",29,"PHI",24,112,1.6,0.277,0.286,0.071,3.1,8.2,5.7,5,0.9,0.7,6.5,12.7,NA,-0.3,0.1,-0.2,-0.07,NA,-7.3,-1.1,-8.4,-0.2,"jasonkapono"
"203",249,"Jason Kidd\kiddja01","PG",37,"DAL",80,2653,14.4,0.5,0.656,0.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,NA,2.5,3.9,6.4,0.116,NA,1,2.1,3.1,3.4,"jasonkidd"
"204",250,"Andrei Kirilenko\kirilan01","SF",29,"UTA",64,1999,16.6,0.567,0.181,0.498,6,13.8,9.9,14.9,2.1,3,15,17.8,NA,2.9,1.7,4.5,0.109,NA,0.8,1.3,2.2,2.1,"andreikirilenko"
"205",251,"Linas Kleiza\kleizli01","SF",26,"TOR",39,1032,10.1,0.502,0.323,0.16,4.1,16.5,10.2,6.2,1,0.5,13,21.7,NA,-0.5,0.2,-0.3,-0.012,NA,-2,-2.7,-4.7,-0.7,"linaskleiza"
"206",252,"Kyle Korver\korveky01","SG",29,"CHI",82,1649,13,0.572,0.519,0.156,0.9,9.5,5.3,12.1,1.1,0.9,9.2,18.3,NA,2.7,2.4,5.1,0.149,NA,0.8,-0.9,0,0.8,"kylekorver"
"207",257,"Gani Lawal\lawalga01","PF",22,"PHO",1,2,-9.1,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,-0.009,NA,-5.4,0.5,-4.9,0,"ganilawal"
"208",258,"Ty Lawson\lawsoty01","PG",23,"DEN",80,2103,17.9,0.593,0.249,0.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,NA,5.1,1.6,6.7,0.153,NA,3.1,-1.2,1.9,2.1,"tylawson"
"209",259,"Courtney Lee\leeco01","SG",25,"HOU",81,1723,12.6,0.534,0.302,0.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,NA,1.6,1.1,2.7,0.076,NA,-0.5,-0.9,-1.4,0.2,"courtneylee"
"210",260,"David Lee\leeda02","PF",27,"GSW",73,2634,17.8,0.549,0.003,0.273,9.1,21.9,15.4,14,1.4,0.9,13.4,21.2,NA,4.1,2,6,0.11,NA,0.1,0.1,0.3,1.5,"davidlee"
"211",262,"Jeremy Lin\linje01","PG",22,"GSW",29,285,14.8,0.458,0.069,0.347,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,NA,0,0.4,0.5,0.078,NA,-2.4,3,0.6,0.2,"jeremylin"
"212",263,"Shaun Livingston\livinsh01","PG",25,"CHA",73,1261,14.3,0.53,0.01,0.315,2.8,11.6,7.2,22.5,2,1.9,16.3,20.1,NA,0.7,1.2,1.9,0.073,NA,-2,0.1,-1.9,0,"shaunlivingston"
"213",264,"Brook Lopez\lopezbr01","C",22,"NJN",82,2889,19.3,0.549,0.001,0.374,7.8,12.3,10,8.8,0.9,3.2,10.4,27.3,NA,4.4,1.9,6.3,0.105,NA,0.6,-0.4,0.1,1.5,"brooklopez"
"214",265,"Robin Lopez\lopezro01","C",22,"PHO",67,991,13.9,0.539,0,0.28,9.5,15.6,12.6,1.3,0.9,3.4,10.7,20.4,NA,0.8,0.8,1.5,0.074,NA,-3.3,-1.6,-4.9,-0.7,"robinlopez"
"215",266,"Kevin Love\loveke01","PF",22,"MIN",73,2611,24.3,0.593,0.206,0.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,NA,8.9,2.5,11.4,0.21,NA,3.9,-0.2,3.7,3.8,"kevinlove"
"216",267,"Kyle Lowry\lowryky01","PG",24,"HOU",75,2563,16.5,0.55,0.424,0.31,3.9,9.7,6.8,29.4,2,0.6,14.7,18.6,NA,5.1,1.8,7,0.13,NA,3.1,-0.4,2.7,3,"kylelowry"
