"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP","fix"
"326",397,"Tyrus Thomas\thomaty01","C",24,"CHA",41,861,18.2,0.536,0.009,0.411,9.1,22.5,15.8,6.2,1.9,6.2,14.3,24.9,NA,0.4,1.5,1.8,0.103,NA,-3.1,1.9,-1.2,0.2,"tyrusthomas"
"327",398,"Jason Thompson\thompja02","PF",24,"SAC",75,1748,13.6,0.533,0.006,0.375,9.1,20.7,14.8,7.9,0.8,1.8,13.7,17.9,NA,1.4,1.5,2.9,0.079,NA,-2,0.1,-1.9,0,"jasonthompson"
"328",401,"Anthony Tolliver\tollian01","SF",25,"MIN",65,1362,13.3,0.585,0.367,0.419,7.3,17,12,8.9,1,1.6,11.7,13.1,NA,2.6,0.7,3.3,0.115,NA,0.5,-0.1,0.4,0.8,"anthonytolliver"
"329",402,"Ronny Turiaf\turiaro01","C",28,"NYK",64,1141,13.6,0.648,0,0.601,6.4,14.4,10.4,11.5,1.5,4.7,16.6,9.6,NA,2.1,1.1,3.2,0.134,NA,-0.5,2.5,2,1.2,"ronnyturiaf"
"330",404,"Evan Turner\turneev01","SG",22,"PHI",78,1797,10.8,0.484,0.083,0.236,2.7,16.9,9.8,13.4,1.4,0.6,12,17,NA,0,2.2,2.3,0.06,NA,-3.1,0.7,-2.4,-0.2,"evanturner"
"331",405,"Ekpe Udoh\udohek01","C",23,"GSW",58,1030,9.7,0.472,0,0.288,8.6,11.4,10,5.4,1.1,6.4,16.1,12.8,NA,0,0.7,0.7,0.032,NA,-4.1,2.2,-2,0,"ekpeudoh"
"332",406,"Ime Udoka\udokaim01","SF",33,"SAS",20,130,5.3,0.285,0.381,0.381,4.6,12.2,8.5,13.2,3.2,0.5,16.9,10.4,NA,-0.2,0.2,0,0.008,NA,-4.5,2.5,-2,0,"imeudoka"
"333",407,"Beno Udrih\udrihbe01","PG",28,"SAC",79,2734,15.7,0.587,0.221,0.277,1.7,9.6,5.5,22.1,1.7,0.2,13.2,16.9,NA,5.6,1.6,7.2,0.126,NA,1.8,-0.8,1,2.1,"benoudrih"
"334",408,"Ben Uzoh\uzohbe01","PG",22,"NJN",42,438,14.7,0.468,0.056,0.389,7.9,8.6,8.2,26.7,1.6,1.4,12.9,20.5,NA,0.2,0.2,0.5,0.054,NA,-0.9,-0.8,-1.7,0,"benuzoh"
"335",409,"Anderson Varejao\varejan01","C",28,"CLE",31,994,15.2,0.56,0.009,0.375,11,24.1,17.4,7.4,1.4,2.9,13.7,13.3,NA,1.3,0.9,2.2,0.105,NA,-1.2,2.1,0.8,0.7,"andersonvarejao"
"336",410,"Greivis Vasquez\vasqugr01","SG",24,"MEM",70,860,9.4,0.493,0.369,0.189,1.7,8.6,5.1,25.3,1.3,0.4,21.7,16.9,NA,-0.1,0.7,0.5,0.03,NA,-2.3,-2.2,-4.6,-0.6,"greivisvasquez"
"337",411,"Charlie Villanueva\villach01","PF",26,"DET",76,1666,15.9,0.553,0.456,0.164,3.5,18.8,10.8,5,1.4,2,8,23.1,NA,2.1,1,3.1,0.091,NA,0.9,-2.7,-1.8,0.1,"charlievillanueva"
"338",413,"Dwyane Wade\wadedw01","SG",29,"MIA",76,2823,25.6,0.581,0.149,0.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,NA,8.1,4.7,12.8,0.218,NA,4.4,1.5,5.9,5.7,"dwyanewade"
"339",414,"Von Wafer\wafervo01","SG",25,"BOS",58,553,10.6,0.524,0.421,0.239,1.7,8.8,5.5,9.8,1.7,0.7,10.2,17,NA,0.2,0.9,1.1,0.092,NA,-1.7,-0.1,-1.8,0,"vonwafer"
"340",415,"Henry Walker\walkebi01","SG",23,"NYK",61,784,11.3,0.583,0.648,0.186,2.3,15.6,8.9,6.6,1.3,0.6,12.7,16.6,NA,0.7,0.4,1.1,0.069,NA,-0.3,-2.5,-2.8,-0.2,"henrywalker"
"341",416,"John Wall\walljo01","PG",20,"WAS",69,2606,15.8,0.494,0.118,0.404,1.5,12.8,6.9,36,2.4,1,18.6,23.8,NA,0.3,1.9,2.2,0.041,NA,0,-0.2,-0.2,1.2,"johnwall"
"342",417,"Ben Wallace\wallabe01","C",36,"DET",54,1238,12.3,0.442,0.013,0.383,12.2,22.9,17.3,8.1,2.3,3.5,20.2,8.2,NA,0.5,1.4,1.9,0.072,NA,-2,3.8,1.8,1.2,"benwallace"
"343",419,"Luke Walton\waltolu01","SF",30,"LAL",54,484,5.1,0.378,0.293,0.086,2.2,13.1,7.8,18,1,0.6,20.5,14.3,NA,-0.7,0.5,-0.2,-0.016,NA,-5.7,-0.5,-6.2,-0.5,"lukewalton"
"344",420,"Willie Warren\warrewi01","PG",21,"LAC",19,134,10.8,0.48,0.429,0.229,0.9,9.5,5.2,30.4,2.3,0,17.2,15.5,NA,0.1,0.1,0.2,0.065,NA,-2,-2.5,-4.5,-0.1,"williewarren"
"345",421,"Hakim Warrick\warriha01","PF",28,"PHO",80,1416,16.5,0.581,0.025,0.659,7.2,17,12.1,7.6,1.1,0.5,12.1,20.9,NA,2.6,0.8,3.4,0.116,NA,-0.8,-1.2,-1.9,0,"hakimwarrick"
"346",422,"C.J. Watson\watsocj01","PG",26,"CHI",82,1091,12.8,0.466,0.284,0.236,1.8,8.1,5,26.9,2.7,0.8,14.4,21.4,NA,0.2,2,2.1,0.093,NA,-1.9,-0.3,-2.2,0,"cjwatson"
"347",423,"Earl Watson\watsoea01","PG",31,"UTA",80,1567,10.2,0.5,0.349,0.267,4,10.1,7,25.7,2.1,0.9,25.3,13.4,NA,0.2,0.8,1,0.03,NA,-1.7,-0.9,-2.6,-0.3,"earlwatson"
"348",424,"Kyle Weaver\weaveky01","SG",24,"UTA",5,69,11.3,0.491,0.28,0.32,3.5,14.1,8.7,15.8,1.5,2.4,19.7,23.6,NA,-0.1,0,0,-0.018,NA,-4,-1.7,-5.6,-0.1,"kyleweaver"
"349",425,"Martell Webster\webstma02","SF",24,"MIN",46,1094,12.4,0.575,0.388,0.359,3.6,11.6,7.5,7.5,1.3,0.6,12.8,17.6,NA,1.4,0.3,1.8,0.077,NA,0.1,-1.7,-1.5,0.1,"martellwebster"
"350",426,"Sonny Weems\weemsso01","SF",24,"TOR",59,1413,10.2,0.492,0.119,0.183,3.2,9.8,6.4,11.6,1.2,0.1,13.4,20.3,NA,-0.4,0,-0.4,-0.013,NA,-2.3,-2.4,-4.7,-1,"sonnyweems"
"351",427,"David West\westda01","PF",30,"NOH",70,2451,20.4,0.558,0.009,0.314,7.6,18.7,13.1,12.7,1.5,2.1,10.7,25.8,NA,4.4,3.4,7.8,0.152,NA,1.2,1.5,2.7,2.9,"davidwest"
"352",428,"Delonte West\westde01","PG",27,"BOS",24,453,12.3,0.533,0.275,0.125,1.7,8,5,22,2.3,1.7,19.2,16.6,NA,0.1,0.8,0.9,0.093,NA,-1.8,1.3,-0.5,0.2,"delontewest"
"353",429,"Mario West\westma02","SG",26,"NJN",6,116,9.1,0.474,0.19,0.238,2,9.4,5.6,13.2,3.2,0,7.9,10.1,NA,0.1,0.1,0.2,0.069,NA,-2.3,0.9,-1.4,0,"mariowest"
"354",430,"Russell Westbrook\westbru01","PG",22,"OKC",82,2847,23.6,0.538,0.074,0.454,5.2,10.3,7.8,42.7,2.8,0.8,15.9,31.6,NA,6.3,3.1,9.4,0.159,NA,4.4,0.5,5,5,"russellwestbrook"
"355",432,"Hassan Whiteside\whiteha01","C",21,"SAC",1,2,-17.9,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0.007,NA,-6.5,0,-6.5,0,"hassanwhiteside"
"356",433,"Chris Wilcox\wilcoch01","PF",28,"DET",57,995,18,0.587,0.003,0.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,NA,2,0.8,2.8,0.133,NA,0.4,-0.9,-0.5,0.4,"chriswilcox"
"357",434,"Damien Wilkins\wilkida02","SF",31,"ATL",52,676,11.4,0.557,0.073,0.409,4.1,11.9,8,9.3,2.1,1,11.5,12.8,NA,0.7,0.8,1.5,0.104,NA,-2.1,0.6,-1.5,0.1,"damienwilkins"
"358",437,"Jawad Williams\willija04","SF",27,"CLE",26,391,4.8,0.396,0.357,0.095,2,12.4,7.1,9,1.2,0.6,10.9,17.1,NA,-0.6,0.1,-0.5,-0.067,NA,-5.3,-1.9,-7.2,-0.5,"jawadwilliams"
"359",438,"Lou Williams\willilo02","SG",24,"PHI",75,1747,18.9,0.54,0.318,0.448,2.1,7.7,4.9,24.1,1.4,0.7,9.7,27.8,NA,3.5,1.6,5.1,0.141,NA,2.9,-2.5,0.4,1,"louwilliams"
"360",439,"Marvin Williams\willima02","SF",24,"ATL",65,1865,13.5,0.551,0.205,0.324,4.4,15.7,10.1,7.6,1,0.9,9.2,17.2,NA,2.3,1.7,4,0.102,NA,-0.9,-0.4,-1.3,0.3,"marvinwilliams"
"361",441,"Reggie Williams\willire02","SF",24,"GSW",80,1626,14.9,0.585,0.421,0.234,3.1,12.2,7.5,11.4,0.9,0.1,8.3,18.7,NA,3.4,0.3,3.7,0.109,NA,1.4,-3.2,-1.9,0,"reggiewilliams"
"362",442,"Shawne Williams\willish03","PF",24,"NYK",64,1323,12.2,0.558,0.551,0.127,5.1,15.6,10.3,5.3,1.5,2.8,10.2,15.2,NA,1.4,1.1,2.5,0.089,NA,0,-0.4,-0.5,0.5,"shawnewilliams"
"363",445,"Metta World Peace\artesro01","SF",31,"LAL",82,2410,11.2,0.485,0.354,0.207,4.9,7.6,6.3,10.7,2.7,1.1,11.1,15.3,NA,1.2,3.2,4.4,0.088,NA,-0.3,1.4,1.1,1.9,"mettaworldpeace"
"364",446,"Antoine Wright\wrighan01","SG",26,"SAC",7,31,-4.8,0.125,0.5,0,7.2,3.8,5.5,0,1.6,0,11.1,12.6,NA,-0.1,0,-0.1,-0.179,NA,-9.4,-3.1,-12.5,-0.1,"antoinewright"
"365",448,"Dorell Wright\wrighdo01","SF",25,"GSW",82,3147,15,0.539,0.45,0.199,3.1,12.6,7.8,11.6,2,1.5,9.6,19.3,NA,3.9,1.8,5.8,0.088,NA,1.5,-0.4,1.1,2.5,"dorellwright"
"366",449,"Julian Wright\wrighju01","SF",23,"TOR",52,766,12.1,0.525,0.063,0.269,7.1,11.3,9.1,11,2.6,2,19.4,13,NA,0.2,0.4,0.6,0.038,NA,-1.6,1.2,-0.4,0.3,"julianwright"
"367",450,"Nick Young\youngni01","SG",25,"WAS",64,2034,14.5,0.538,0.29,0.244,1.4,8.6,4.9,6.6,1.1,0.6,8,24.4,NA,2.3,0.4,2.8,0.065,NA,0.5,-3.5,-3,-0.5,"nickyoung"
"368",451,"Sam Young\youngsa01","SF",25,"MEM",78,1577,12.5,0.525,0.101,0.235,3,11.2,7.1,6.9,2.3,1.2,10.1,17.3,NA,1.1,1.8,2.9,0.088,NA,-1.6,0.3,-1.3,0.3,"samyoung"
"369",452,"Thaddeus Young\youngth01","PF",22,"PHI",82,2135,18.4,0.566,0.026,0.205,8.3,15.2,11.7,6.7,2.2,0.9,9.7,22.1,NA,3.2,3,6.2,0.139,NA,0.3,0,0.3,1.2,"thaddeusyoung"
"370",4,"Alexis Ajinca\ajincal01","C",22,"TOT",34,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,NA,0,0.4,0.4,0.052,NA,-3.1,-0.3,-3.4,-0.1,"alexisajinca"
"371",14,"David Andersen\anderda03","PF",30,"TOT",40,373,10.9,0.513,0.19,0.182,6.4,21,13.6,5.6,0.7,2,14.4,19.1,NA,-0.1,0.3,0.3,0.032,NA,-4,-1.3,-5.3,-0.3,"davidandersen"
"372",17,"Carmelo Anthony\anthoca01","SF",26,"TOT",77,2751,21.7,0.557,0.167,0.403,5,18.3,11.8,14.7,1.2,1.3,10.4,32,NA,5.4,2.5,7.9,0.138,NA,1.8,-1.3,0.5,1.8,"carmeloanthony"
"373",19,"Gilbert Arenas\arenagi01","PG",29,"TOT",70,1796,10.8,0.471,0.446,0.208,1.4,10.7,6.1,25.3,2.1,0.9,18.1,24.7,NA,-1.6,2.2,0.5,0.014,NA,-1.2,-0.2,-1.5,0.2,"gilbertarenas"
"374",21,"Hilton Armstrong\armsthi01","C",26,"TOT",53,488,8.8,0.508,0.053,0.434,9.5,21.6,15.4,4.2,1.9,3.3,23.6,10.9,NA,-0.1,0.6,0.5,0.045,NA,-4.7,1.5,-3.1,-0.1,"hiltonarmstrong"
"375",22,"Carlos Arroyo\arroyca01","PG",31,"TOT",64,1185,9,0.528,0.253,0.172,2.2,7.9,5.2,15.8,0.9,0.1,17,14,NA,0.5,1.1,1.7,0.068,NA,-2.1,-1,-3.1,-0.3,"carlosarroyo"
"376",27,"Renaldo Balkman\balkmre01","SF",26,"TOT",8,62,9.3,0.542,0.154,0.308,3.7,9.1,6.5,4.7,3.2,2.4,6.3,11.3,NA,0.1,0.1,0.1,0.114,NA,-1.9,1,-0.9,0,"renaldobalkman"
"377",33,"Earl Barron\barroea01","C",29,"TOT",21,305,6.2,0.361,0,0.242,12.1,17.2,14.6,5.8,1.4,1.5,12.7,18.9,NA,-0.6,0.3,-0.2,-0.039,NA,-6.3,-0.3,-6.6,-0.3,"earlbarron"
"378",36,"Shane Battier\battish01","SF",32,"TOT",82,2375,12.3,0.567,0.525,0.183,4.4,13.7,9,11.1,1.5,2.4,12.6,11.7,NA,2.9,2.2,5.1,0.103,NA,0.7,1.8,2.5,2.7,"shanebattier"
"379",38,"Jerryd Bayless\bayleje01","PG",22,"TOT",71,1496,14.1,0.536,0.282,0.398,2,11.3,6.6,27.6,1.3,0.3,17.3,22.1,NA,1.4,0.3,1.6,0.053,NA,0.5,-2.6,-2.1,0,"jerrydbayless"
"380",44,"Mike Bibby\bibbymi01","PG",32,"TOT",80,2285,10.9,0.57,0.604,0.108,0.9,9.2,5.1,17.9,1.2,0.3,14.3,14.6,NA,2.2,1.8,4,0.085,NA,0.6,-1.2,-0.6,0.8,"mikebibby"
"381",46,"Chauncey Billups\billuch01","PG",34,"TOT",72,2310,18.7,0.617,0.457,0.528,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,NA,6.6,1.4,8,0.166,NA,4.1,-2.1,1.9,2.3,"chaunceybillups"
"382",61,"Corey Brewer\breweco01","SF-SG",24,"TOT",69,1510,11,0.482,0.23,0.393,4.2,8.9,6.5,9.1,3.3,0.8,13.2,18.8,NA,-0.1,1.3,1.1,0.036,NA,-1.7,0.5,-1.3,0.3,"coreybrewer"
"383",64,"Aaron Brooks\brookaa01","PG",26,"TOT",59,1284,13.1,0.489,0.402,0.239,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,NA,0.7,0.4,1.1,0.04,NA,0.4,-4,-3.5,-0.5,"aaronbrooks"
"384",65,"Derrick Brown\brownde04","SF",23,"TOT",49,576,12.9,0.588,0.076,0.458,8.5,12.2,10.3,9.5,1.8,1.4,18.2,15.5,NA,0.5,0.5,1,0.083,NA,-1.4,0.1,-1.3,0.1,"derrickbrown"
"385",71,"Rasual Butler\butlera01","SG",31,"TOT",47,770,6.2,0.446,0.574,0.114,1.5,10.1,5.9,5.3,0.5,1.5,8.8,15.8,NA,-0.5,0.3,-0.1,-0.009,NA,-3.4,-1.9,-5.3,-0.6,"rasualbutler"
"386",78,"Rodney Carney\carnero01","SF",26,"TOT",27,336,10.8,0.521,0.345,0.245,4.3,12.1,8.1,4.8,1.8,1.1,11.6,18.1,NA,0.1,0.2,0.3,0.038,NA,-2.5,-2.3,-4.9,-0.2,"rodneycarney"
"387",79,"DeMarre Carroll\carrode01","PF",24,"TOT",12,50,8.7,0.388,0,0.167,4.7,14.5,9.6,10.7,1,1.6,0,11.6,NA,0,0,0.1,0.066,NA,-4.5,-1.3,-5.8,0,"demarrecarroll"
"388",81,"Anthony Carter\cartean01","PG",35,"TOT",33,463,9.2,0.502,0.377,0.075,1.7,10.9,6.3,21.3,2.9,1,26.3,14.3,NA,-0.2,0.4,0.2,0.023,NA,-2.8,0.1,-2.8,-0.1,"anthonycarter"
"389",82,"Vince Carter\cartevi01","SG",34,"TOT",73,2051,14.8,0.528,0.36,0.194,3.1,12.4,7.8,12.1,1.7,0.7,8.5,23.5,NA,2,1.9,3.8,0.089,NA,1,-0.7,0.3,1.2,"vincecarter"
"390",86,"Wilson Chandler\chandwi01","SF",23,"TOT",72,2401,14.6,0.537,0.336,0.169,3.6,15.9,9.7,8.1,1,2.9,9.2,20.9,NA,2.1,1.9,3.9,0.079,NA,-0.1,-0.5,-0.5,0.9,"wilsonchandler"
"391",88,"Earl Clark\clarkea01","SF",23,"TOT",42,464,10.1,0.456,0.032,0.297,9.5,15.7,12.7,3.1,0.9,3,13.5,20.5,NA,-0.4,0.7,0.3,0.03,NA,-5.9,-0.1,-6,-0.5,"earlclark"
"392",89,"Jarron Collins\collija03","C",32,"TOT",28,181,1.6,0.374,0,0.476,9.1,6.4,7.9,1.5,1.1,0.4,21.6,8.1,NA,-0.1,0.1,-0.1,-0.016,NA,-5.4,-0.8,-6.2,-0.2,"jarroncollins"
"393",100,"Jordan Crawford\crawfjo02","SG",22,"TOT",42,1027,11.8,0.456,0.256,0.168,3.4,8.6,5.9,19.8,2,0.2,13.4,27,NA,-1,0.5,-0.6,-0.026,NA,-1.4,-2.5,-3.8,-0.5,"jordancrawford"
"394",101,"Dante Cunningham\cunnida01","PF",23,"TOT",78,1637,10.7,0.483,0.028,0.131,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,NA,0.3,1.7,2,0.06,NA,-3.2,0.5,-2.8,-0.3,"dantecunningham"
"395",107,"Baron Davis\davisba01","PG",31,"TOT",58,1649,17,0.506,0.345,0.189,2.5,8.6,5.5,41.2,2.4,1.3,16.3,24.4,NA,1.5,1.3,2.8,0.081,NA,2.2,-1.5,0.7,1.1,"barondavis"
"396",122,"Goran Dragic\dragigo01","PG",24,"TOT",70,1234,13.2,0.524,0.351,0.302,3.3,9.9,6.6,25.6,2.1,0.6,19,22.4,NA,0.2,0.8,1,0.04,NA,-0.3,-1.2,-1.5,0.2,"gorandragic"
"397",134,"Semih Erden\erdense01","C",24,"TOT",41,595,10.3,0.593,0,0.541,7.9,15.8,12.1,5.1,1.3,3.1,19.8,13.7,NA,0.3,1.1,1.4,0.115,NA,-3,2.5,-0.5,0.2,"semiherden"
"398",136,"Maurice Evans\evansma01","SF",32,"TOT",73,1549,9.1,0.513,0.394,0.137,3.9,8,5.9,4.5,1.1,0.7,6.8,14.2,NA,1,0.7,1.7,0.054,NA,-1.3,-1.6,-2.9,-0.4,"mauriceevans"
"399",142,"Derrick Favors\favorde01","PF",19,"TOT",78,1535,13.8,0.542,0,0.416,12.9,19.1,16,4.2,1,3.5,13.5,17.1,NA,1.5,1.4,2.9,0.091,NA,-2.1,0,-2.1,0,"derrickfavors"
"400",143,"Raymond Felton\feltora01","PG-SG",26,"TOT",75,2737,16.6,0.524,0.327,0.24,2,9.2,5.6,35.8,2.3,0.3,16.6,21.6,NA,3.6,1.8,5.4,0.094,NA,2,-1.7,0.3,1.6,"raymondfelton"
"401",154,"Dan Gadzuric\gadzuda01","C-PF",32,"TOT",42,463,9.9,0.419,0.008,0.209,17.2,16.4,16.8,4.5,1.4,4.8,17.1,16.5,NA,-0.3,0.4,0.1,0.014,NA,-4.6,0.6,-4,-0.2,"dangadzuric"
"402",155,"Sundiata Gaines\gainesu01","PG",24,"TOT",24,301,11.3,0.459,0.362,0.343,4.9,10,7.4,22.8,2.8,0.3,18.3,22.1,NA,-0.3,0.2,-0.1,-0.015,NA,-1.6,-1.3,-2.9,-0.1,"sundiatagaines"
"403",156,"Danilo Gallinari\gallida01","PF-SF",22,"TOT",62,2104,15.7,0.597,0.458,0.611,3.2,13.4,8.3,7.4,1.2,0.9,9.3,18.9,NA,4.9,1.2,6.1,0.139,NA,2.1,-1.6,0.5,1.3,"danilogallinari"
"404",162,"Alonzo Gee\geeal01","SG",23,"TOT",56,1118,10.8,0.544,0.193,0.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,NA,0.5,0.6,1,0.045,NA,-2.2,-0.1,-2.3,-0.1,"alonzogee"
"405",171,"Marcin Gortat\gortama01","C",26,"TOT",80,2032,17.8,0.594,0.007,0.32,8.5,27.4,18,5.5,0.9,3.3,10.5,17.1,NA,3.7,2.7,6.4,0.152,NA,-1,1.7,0.7,1.4,"marcingortat"
"406",177,"Jeff Green\greenje02","PF-SF",24,"TOT",75,2427,12.9,0.538,0.257,0.298,3.7,13.5,8.8,7.2,1.1,1.1,9.6,19.5,NA,2.4,2.4,4.8,0.095,NA,-0.4,-0.4,-0.8,0.7,"jeffgreen"
"407",185,"Luke Harangody\haranlu01","PF",23,"TOT",49,640,10.1,0.444,0.32,0.126,7.5,18.9,13.2,7.6,1.2,2,6.9,16.8,NA,-0.1,0.7,0.6,0.048,NA,-2.8,0,-2.8,-0.1,"lukeharangody"
"408",188,"Devin Harris\harride01","PG",27,"TOT",71,2254,17.2,0.545,0.221,0.494,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,NA,3.2,1,4.2,0.089,NA,1.6,-2.9,-1.3,0.4,"devinharris"
"409",206,"Kirk Hinrich\hinriki01","SG-PG",30,"TOT",72,2157,12.3,0.543,0.302,0.202,1.1,8.9,4.9,21.1,1.8,0.6,15.1,16.7,NA,1.8,1.2,3,0.068,NA,-0.2,-1.3,-1.5,0.3,"kirkhinrich"
"410",222,"Jarrett Jack\jackja01","SG-PG",27,"TOT",83,1722,14.2,0.503,0.17,0.336,1.4,10.9,6.1,23.3,1.7,0.3,13.1,23,NA,0.9,1.4,2.4,0.066,NA,-1,-1.2,-2.2,-0.1,"jarrettjack"
"411",228,"Othyus Jeffers\jeffeot01","SG",25,"TOT",17,322,13.3,0.546,0.062,0.708,8.5,15.4,11.9,9.3,2.7,0,14.1,13.6,NA,0.4,0.3,0.7,0.097,NA,-0.9,0.4,-0.5,0.1,"othyusjeffers"
"412",231,"Jared Jeffries\jeffrja01","PF",29,"TOT",42,601,8,0.375,0.105,0.337,11.7,10.3,11,8.1,2.6,2,17.5,8.8,NA,0,0.5,0.6,0.045,NA,-2.1,2.3,0.2,0.3,"jaredjeffries"
"413",237,"Chris Johnson\johnsch03","C",25,"TOT",14,138,10.2,0.554,0,0.952,10.3,18.2,14.2,3.2,1.2,5.3,25.1,13.5,NA,0,0.2,0.2,0.08,NA,-4.9,2,-2.9,0,"chrisjohnson"
"414",238,"James Johnson\johnsja01","SF",23,"TOT",38,822,12.6,0.505,0.143,0.3,5.2,15.4,10.2,16.4,2.1,3.4,19.3,18.2,NA,-0.1,0.8,0.6,0.036,NA,-1.9,1.9,0,0.4,"jamesjohnson"
"415",240,"Trey Johnson\johnstr01","SG",26,"TOT",8,94,8.3,0.455,0.091,0.303,2.5,6.5,4.4,17.4,0.5,0.8,11.8,20.2,NA,0,0,0,-0.009,NA,-3.7,-4,-7.6,-0.1,"treyjohnson"
"416",253,"Kosta Koufos\koufoko01","C",21,"TOT",50,434,12.6,0.474,0.013,0.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,NA,-0.2,0.4,0.2,0.027,NA,-5.1,-1.5,-6.7,-0.5,"kostakoufos"
"417",254,"Nenad Krstic\krstine01","C",27,"TOT",71,1571,13.1,0.557,0,0.323,9.9,15.4,12.7,2.8,0.9,1.2,9.8,16.9,NA,2.3,1.7,4,0.122,NA,-1.6,-1.2,-2.7,-0.3,"nenadkrstic"
"418",255,"Carl Landry\landrca01","PF",27,"TOT",76,2008,14.8,0.555,0.006,0.419,9.3,10.8,10,5.2,1,1.2,11.8,20.5,NA,2.8,1.3,4.1,0.098,NA,-0.8,-1.2,-2,0,"carllandry"
"419",256,"Acie Law\lawac01","PG",26,"TOT",51,726,9.9,0.502,0.194,0.344,1.9,8.2,5,16.3,2.2,0,16.7,15.7,NA,0.1,0.3,0.4,0.027,NA,-3,-1.9,-4.8,-0.5,"acielaw"
"420",261,"Rashard Lewis\lewisra02","SF-PF",31,"TOT",57,1824,12,0.535,0.419,0.165,4.4,14,9.1,8.1,1.5,1.3,12.2,17.6,NA,1.2,1.9,3,0.079,NA,-0.2,0.3,0.2,1,"rashardlewis"
"421",298,"Nazr Mohammed\mohamna01","C",33,"TOT",75,1280,15.9,0.538,0.002,0.25,13.2,21.2,17.2,3.3,1.2,3.5,12.3,20.6,NA,1,1.6,2.7,0.1,NA,-2.5,-0.8,-3.3,-0.4,"nazrmohammed"
"422",300,"Jamario Moon\moonja01","SF",30,"TOT",59,1042,10.1,0.499,0.496,0.069,2.5,16,9.1,7.8,1.4,2.4,7.9,12,NA,0.4,0.7,1.1,0.05,NA,-2.3,0.5,-1.9,0,"jamariomoon"
"423",302,"Timofey Mozgov\mozgoti01","C",24,"TOT",45,524,10.8,0.523,0,0.391,10,16.4,13.2,4.2,1.4,3.5,18.3,16.2,NA,0.1,0.5,0.6,0.053,NA,-4,-0.2,-4.3,-0.3,"timofeymozgov"
"424",304,"Troy Murphy\murphtr01","PF",30,"TOT",35,466,8,0.428,0.289,0.263,5.8,23.4,14.5,7.6,1.7,0.5,13.6,14.8,NA,-0.4,0.7,0.3,0.029,NA,-4.5,0.7,-3.8,-0.2,"troymurphy"
"425",312,"Steve Novak\novakst01","SF",27,"TOT",30,215,17.8,0.737,0.687,0.119,2.2,12.6,7.6,2.2,0.2,1.7,5.4,16,NA,0.7,0.2,0.9,0.196,NA,3.3,-2.9,0.4,0.1,"stevenovak"
"426",321,"Larry Owens\owensla01","SF",28,"TOT",12,143,11.2,0.556,0.406,0.281,0.8,11.4,6,8.4,3.2,2.7,12.2,12.7,NA,0.1,0.2,0.2,0.083,NA,-1.6,1.5,-0.1,0.1,"larryowens"
"427",327,"Sasha Pavlovic\pavloal01","SG-SF",27,"TOT",31,362,6,0.497,0.431,0.139,0.4,9.9,5.3,6.4,1.5,1.6,13.6,11.6,NA,-0.2,0.5,0.3,0.042,NA,-3.7,1.2,-2.5,0,"sashapavlovic"
"428",329,"Kendrick Perkins\perkike01","C",26,"TOT",29,742,9.6,0.538,0,0.554,10.4,26.2,18.7,5.2,0.6,2.6,25.7,13.7,NA,-0.2,1.2,1,0.063,NA,-4.3,1.8,-2.5,-0.1,"kendrickperkins"
"429",333,"Mickael Pietrus\pietrmi01","SG-SF",28,"TOT",57,1107,9.8,0.526,0.647,0.156,1.6,11.5,6.6,4.6,1.3,1.4,9.1,17.6,NA,0.3,1,1.3,0.055,NA,-0.7,-0.7,-1.4,0.2,"mickaelpietrus"
"430",337,"Leon Powe\powele01","C-PF",27,"TOT",30,328,15,0.524,0.017,0.605,8.3,14.2,11.2,3.6,1.6,0.9,7.4,22.4,NA,0.4,0.2,0.6,0.09,NA,-2.4,-3.1,-5.5,-0.3,"leonpowe"
"431",342,"Joel Przybilla\przybjo01","C",31,"TOT",36,519,6.2,0.573,0,0.614,8.4,26.4,17.1,3.6,0.5,2.4,34.2,7.7,NA,-0.1,0.6,0.5,0.046,NA,-5.5,0.8,-4.7,-0.4,"joelprzybilla"
"432",345,"Anthony Randolph\randoan01","C-PF",21,"TOT",40,590,16.2,0.505,0.015,0.326,8,22.7,15.2,9.8,1.9,3.1,14.9,25.8,NA,-0.2,0.6,0.5,0.038,NA,-3.5,-0.1,-3.6,-0.2,"anthonyrandolph"
