"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"36",48,"Steve Blake\blakest01","PG",30,"LAL",79,0,1581,110,306,0.359,73,193,0.378,37,113,0.327,0.479,26,30,0.867,19,137,156,170,40,3,73,99,319,"steveblake"
"37",49,"Andray Blatche\blatcan01","PF",24,"WAS",64,63,2172,426,957,0.445,4,18,0.222,422,939,0.449,0.447,220,283,0.777,183,343,526,144,98,51,172,182,1076,"andrayblatche"
"38",50,"Eric Bledsoe\bledser01","PG",21,"LAC",81,25,1841,206,486,0.424,32,116,0.276,174,370,0.47,0.457,99,133,0.744,68,155,223,289,92,26,194,130,543,"ericbledsoe"
"39",51,"Keith Bogans\boganke01","SG",30,"CHI",82,82,1461,124,307,0.404,90,237,0.38,34,70,0.486,0.55,21,32,0.656,19,129,148,101,38,9,41,113,359,"keithbogans"
"40",52,"Andrew Bogut\bogutan01","C",26,"MIL",65,65,2297,367,742,0.495,0,4,0,367,738,0.497,0.495,96,217,0.442,199,521,720,131,47,168,125,217,830,"andrewbogut"
"41",53,"Matt Bonner\bonnema01","PF",30,"SAS",66,1,1432,172,371,0.464,105,230,0.457,67,141,0.475,0.605,32,43,0.744,60,179,239,60,26,21,27,110,481,"mattbonner"
"42",54,"Trevor Booker\booketr01","PF",23,"WAS",65,14,1063,139,253,0.549,0,1,0,139,252,0.552,0.549,68,101,0.673,98,153,251,35,29,42,38,115,346,"trevorbooker"
"43",55,"Carlos Boozer\boozeca01","C",29,"CHI",59,59,1882,431,845,0.51,0,0,NA,431,845,0.51,0.51,171,244,0.701,130,435,565,145,45,18,149,186,1033,"carlosboozer"
"44",56,"Chris Bosh\boshch01","PF",26,"MIA",77,77,2795,524,1056,0.496,6,25,0.24,518,1031,0.502,0.499,384,471,0.815,141,500,641,144,59,49,138,172,1438,"chrisbosh"
"45",57,"Earl Boykins\boykiea01","PG",34,"MIL",57,0,862,156,352,0.443,27,71,0.38,129,281,0.459,0.482,69,82,0.841,15,40,55,141,38,3,52,43,408,"earlboykins"
"46",58,"Craig Brackins\brackcr01","PF",23,"PHI",3,0,33,4,16,0.25,0,5,0,4,11,0.364,0.25,0,0,NA,2,2,4,1,1,0,0,3,8,"craigbrackins"
"47",59,"Avery Bradley\bradlav01","PG",20,"BOS",31,0,162,23,67,0.343,0,5,0,23,62,0.371,0.343,6,12,0.5,4,13,17,12,9,0,16,20,52,"averybradley"
"48",60,"Elton Brand\brandel01","PF",31,"PHI",81,81,2809,502,981,0.512,0,1,0,502,980,0.512,0.512,213,273,0.78,237,439,676,120,92,106,101,244,1217,"eltonbrand"
"49",62,"Ronnie Brewer\brewero02","SG",25,"CHI",81,1,1781,205,427,0.48,6,27,0.222,199,400,0.498,0.487,87,133,0.654,55,207,262,140,106,22,55,82,503,"ronniebrewer"
"50",63,"Jon Brockman\brockjo01","C",23,"MIL",63,6,677,48,94,0.511,0,0,NA,48,94,0.511,0.511,40,59,0.678,74,110,184,18,14,3,24,119,136,"jonbrockman"
"51",66,"Kwame Brown\brownkw01","C",28,"CHA",66,50,1714,194,375,0.517,0,0,NA,194,375,0.517,0.517,136,231,0.589,147,303,450,43,26,39,69,174,524,"kwamebrown"
"52",67,"Shannon Brown\brownsh01","SG",25,"LAL",82,0,1568,273,643,0.425,74,212,0.349,199,431,0.462,0.482,92,101,0.911,35,122,157,96,67,16,75,124,712,"shannonbrown"
"53",68,"Kobe Bryant\bryanko01","SG",32,"LAL",82,82,2779,740,1639,0.451,115,356,0.323,625,1283,0.487,0.487,483,583,0.828,83,336,419,388,99,12,243,172,2078,"kobebryant"
"54",69,"Chase Budinger\budinch01","SF",22,"HOU",78,22,1738,279,656,0.425,89,274,0.325,190,382,0.497,0.493,118,138,0.855,52,229,281,127,41,18,67,114,765,"chasebudinger"
"55",70,"Caron Butler\butleca01","SF",30,"DAL",29,29,867,170,378,0.45,28,65,0.431,142,313,0.454,0.487,68,88,0.773,22,96,118,46,28,8,49,59,436,"caronbutler"
"56",72,"Andrew Bynum\bynuman01","C",23,"LAL",54,47,1500,237,413,0.574,0,0,NA,237,413,0.574,0.574,138,209,0.66,170,338,508,73,19,106,74,140,612,"andrewbynum"
"57",73,"Will Bynum\bynumwi01","PG",28,"DET",61,5,1125,182,406,0.448,16,50,0.32,166,356,0.466,0.468,102,122,0.836,15,59,74,195,52,4,83,113,482,"willbynum"
"58",74,"Jose Calderon\caldejo01","PG",29,"TOR",68,55,2102,262,596,0.44,57,156,0.365,205,440,0.466,0.487,88,103,0.854,30,172,202,605,81,7,148,143,669,"josecalderon"
"59",75,"Marcus Camby\cambyma01","C",36,"POR",59,51,1540,117,294,0.398,0,1,0,117,293,0.399,0.398,43,70,0.614,182,424,606,121,40,92,62,140,277,"marcuscamby"
"60",76,"Derrick Caracter\caracde01","C",22,"LAL",41,0,215,32,66,0.485,0,0,NA,32,66,0.485,0.485,17,23,0.739,19,24,43,7,4,10,19,47,81,"derrickcaracter"
"61",77,"Brian Cardinal\cardibr01","SF",33,"DAL",56,4,618,43,100,0.43,42,87,0.483,1,13,0.077,0.64,17,18,0.944,10,49,59,40,24,7,17,82,145,"briancardinal"
"62",80,"Matt Carroll\carroma01","SG",30,"CHA",54,1,582,89,199,0.447,17,46,0.37,72,153,0.471,0.49,40,52,0.769,12,56,68,23,17,6,23,43,235,"mattcarroll"
"63",83,"Omri Casspi\casspom01","SF",22,"SAC",71,27,1702,225,546,0.412,92,247,0.372,133,299,0.445,0.496,68,101,0.673,74,233,307,74,54,13,68,115,610,"omricasspi"
"64",84,"Mario Chalmers\chalmma01","PG",24,"MIA",70,28,1579,155,388,0.399,83,231,0.359,72,157,0.459,0.506,54,62,0.871,12,134,146,177,76,7,91,158,447,"mariochalmers"
"65",85,"Tyson Chandler\chandty01","C",28,"DAL",74,74,2059,266,407,0.654,0,0,NA,266,407,0.654,0.654,216,295,0.732,206,486,692,32,36,80,88,240,748,"tysonchandler"
"66",87,"Josh Childress\childjo01","SG",27,"PHO",54,3,894,121,214,0.565,1,16,0.063,120,198,0.606,0.568,29,59,0.492,69,86,155,42,33,23,44,68,272,"joshchildress"
"67",90,"Jason Collins\collija04","C",32,"ATL",49,28,593,34,71,0.479,1,1,1,33,70,0.471,0.486,27,41,0.659,30,72,102,22,9,9,26,97,96,"jasoncollins"
"68",91,"Sherron Collins\collish01","PG",23,"CHA",20,0,66,7,25,0.28,2,10,0.2,5,15,0.333,0.32,1,1,1,0,5,5,8,2,0,4,2,17,"sherroncollins"
"69",92,"Darren Collison\collida01","PG",23,"IND",79,79,2360,398,870,0.457,41,124,0.331,357,746,0.479,0.481,202,232,0.871,40,185,225,403,87,14,194,109,1039,"darrencollison"
"70",93,"Nick Collison\collini01","C",30,"OKC",71,2,1524,137,242,0.566,0,0,NA,137,242,0.566,0.566,55,73,0.753,119,197,316,69,42,31,55,210,329,"nickcollison"
"71",94,"Mike Conley\conlemi01","PG",23,"MEM",81,81,2872,423,953,0.444,80,217,0.369,343,736,0.466,0.486,181,247,0.733,32,215,247,528,144,18,176,182,1107,"mikeconley"
"72",95,"Brian Cook\cookbr01","PF",30,"LAC",40,0,447,72,170,0.424,34,79,0.43,38,91,0.418,0.524,15,24,0.625,19,77,96,15,12,11,25,75,193,"briancook"
"73",96,"Daequan Cook\cookda02","SG",23,"OKC",43,0,598,79,181,0.436,65,154,0.422,14,27,0.519,0.616,16,20,0.8,8,64,72,20,14,1,17,51,239,"daequancook"
"74",97,"Marcus Cousin\cousima01","C",24,"UTA",4,0,18,2,3,0.667,0,0,NA,2,3,0.667,0.667,0,0,NA,0,3,3,0,0,1,1,1,4,"marcuscousin"
"75",98,"DeMarcus Cousins\couside01","C",20,"SAC",81,62,2309,432,1004,0.43,3,18,0.167,429,986,0.435,0.432,276,402,0.687,217,482,699,204,85,68,268,332,1143,"demarcuscousins"
"76",99,"Jamal Crawford\crawfja01","SG",30,"ATL",76,0,2297,368,874,0.421,119,349,0.341,249,525,0.474,0.489,222,260,0.854,22,108,130,241,57,14,145,97,1077,"jamalcrawford"
"77",102,"Stephen Curry\curryst01","PG",22,"GSW",74,74,2489,505,1053,0.48,151,342,0.442,354,711,0.498,0.551,212,227,0.934,52,234,286,432,109,20,226,233,1373,"stephencurry"
"78",103,"Samuel Dalembert\dalemsa01","C",29,"SAC",80,46,1938,268,567,0.473,0,2,0,268,565,0.474,0.473,108,148,0.73,212,445,657,67,36,116,132,225,644,"samueldalembert"
"79",104,"Erick Dampier\dampier01","C",35,"MIA",51,22,815,52,89,0.584,0,1,0,52,88,0.591,0.584,24,44,0.545,53,124,177,22,14,47,32,82,128,"erickdampier"
"80",105,"Antonio Daniels\daniean01","PG",35,"PHI",4,0,35,2,5,0.4,0,2,0,2,3,0.667,0.4,2,2,1,0,5,5,2,0,0,1,0,6,"antoniodaniels"
"81",106,"Marquis Daniels\daniema01","SF",30,"BOS",49,0,938,114,232,0.491,4,21,0.19,110,211,0.521,0.5,39,57,0.684,24,89,113,64,39,22,38,63,271,"marquisdaniels"
"82",108,"Ed Davis\davised01","PF",21,"TOR",65,17,1602,215,373,0.576,0,0,NA,215,373,0.576,0.576,71,128,0.555,168,294,462,40,39,67,48,183,501,"eddavis"
"83",109,"Glen Davis\davisgl01","C",25,"BOS",78,13,2298,359,801,0.448,2,15,0.133,357,786,0.454,0.449,195,265,0.736,101,324,425,92,78,30,85,231,915,"glendavis"
"84",110,"Austin Daye\dayeau01","SF",22,"DET",72,16,1446,193,471,0.41,69,172,0.401,124,299,0.415,0.483,82,108,0.759,64,210,274,78,39,39,59,165,537,"austindaye"
"85",111,"Carlos Delfino\delfica01","SF",28,"MIL",49,40,1590,200,513,0.39,105,284,0.37,95,229,0.415,0.492,60,75,0.8,24,176,200,112,76,8,57,72,565,"carlosdelfino"
"86",112,"Luol Deng\denglu01","SF",25,"CHI",82,82,3208,531,1155,0.46,115,333,0.345,416,822,0.506,0.51,253,336,0.753,116,360,476,230,78,48,156,162,1430,"luoldeng"
"87",113,"DeMar DeRozan\derozde01","SG",21,"TOR",82,82,2851,539,1154,0.467,5,52,0.096,534,1102,0.485,0.469,327,402,0.813,75,240,315,148,85,31,144,217,1410,"demarderozan"
"88",114,"Boris Diaw\diawbo01","PF",28,"CHA",82,82,2778,381,774,0.492,78,226,0.345,303,548,0.553,0.543,84,123,0.683,105,309,414,337,74,46,166,190,924,"borisdiaw"
"89",115,"Ike Diogu\dioguik01","PF",27,"LAC",36,0,470,83,148,0.561,0,0,NA,83,148,0.561,0.561,41,62,0.661,41,74,115,2,3,3,22,72,207,"ikediogu"
"90",116,"DeSagana Diop\diopde01","C",29,"CHA",16,0,181,8,24,0.333,0,0,NA,8,24,0.333,0.333,4,11,0.364,12,28,40,7,4,15,11,26,20,"desaganadiop"
"91",117,"Keyon Dooling\doolike01","PG",30,"MIL",80,22,1757,206,519,0.397,81,234,0.346,125,285,0.439,0.475,78,94,0.83,12,105,117,243,54,4,91,119,571,"keyondooling"
"92",118,"Joey Dorsey\dorsejo01","C",27,"TOR",43,9,522,52,99,0.525,0,0,NA,52,99,0.525,0.525,31,65,0.477,79,111,190,27,24,17,39,78,135,"joeydorsey"
"93",119,"Toney Douglas\douglto01","SG",24,"NYK",81,9,1971,314,755,0.416,143,383,0.373,171,372,0.46,0.511,85,107,0.794,65,179,244,244,89,4,89,177,856,"toneydouglas"
"94",120,"Chris Douglas-Roberts\douglch01","SF",24,"MIL",44,12,884,117,273,0.429,15,46,0.326,102,227,0.449,0.456,74,89,0.831,7,81,88,50,29,13,35,73,323,"chrisdouglasroberts"
"95",121,"Zabian Dowdell\dowdeza01","PG",26,"PHO",24,0,292,51,125,0.408,3,10,0.3,48,115,0.417,0.42,16,17,0.941,5,15,20,51,20,2,29,30,121,"zabiandowdell"
"96",123,"Jared Dudley\dudleja01","SF",25,"PHO",82,15,2140,300,629,0.477,105,253,0.415,195,376,0.519,0.56,162,218,0.743,111,207,318,108,87,20,77,139,867,"jareddudley"
"97",124,"Chris Duhon\duhonch01","PG",28,"ORL",51,5,774,49,129,0.38,13,52,0.25,36,77,0.468,0.43,14,25,0.56,9,43,52,118,16,2,61,30,125,"chrisduhon"
"98",125,"Tim Duncan\duncati01","C",34,"SAS",76,76,2156,419,838,0.5,0,4,0,419,834,0.502,0.5,184,257,0.716,169,509,678,203,50,146,122,119,1022,"timduncan"
"99",126,"Mike Dunleavy\dunlemi02","SG",30,"IND",61,44,1683,240,520,0.462,102,254,0.402,138,266,0.519,0.56,100,125,0.8,28,248,276,105,40,30,69,107,682,"mikedunleavy"
"100",127,"Ronald Dupree\duprero01","SF",30,"TOR",3,0,13,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,NA,0,3,3,1,0,0,0,2,2,"ronalddupree"
"101",128,"Kevin Durant\duranke01","SF",22,"OKC",78,78,3038,711,1538,0.462,145,414,0.35,566,1124,0.504,0.509,594,675,0.88,57,476,533,214,88,76,218,159,2161,"kevindurant"
"102",129,"Devin Ebanks\ebankde01","SG",21,"LAL",20,0,118,21,51,0.412,2,5,0.4,19,46,0.413,0.431,18,23,0.783,15,12,27,2,4,5,6,7,62,"devinebanks"
"103",130,"Wayne Ellington\ellinwa01","SG",23,"MIN",62,8,1181,160,397,0.403,48,121,0.397,112,276,0.406,0.463,42,53,0.792,26,82,108,72,28,3,53,85,410,"wayneellington"
"104",131,"Monta Ellis\ellismo01","SG",25,"GSW",80,80,3227,726,1611,0.451,137,379,0.361,589,1232,0.478,0.493,340,431,0.789,44,237,281,450,168,23,252,203,1929,"montaellis"
"105",132,"Francisco Elson\elsonfr01","C",34,"UTA",62,1,610,54,113,0.478,0,0,NA,54,113,0.478,0.478,26,31,0.839,35,80,115,33,21,14,32,84,134,"franciscoelson"
"106",133,"Melvin Ely\elyme01","C",32,"DEN",30,2,366,28,51,0.549,0,0,NA,28,51,0.549,0.549,13,21,0.619,27,47,74,14,4,11,14,50,69,"melvinely"
"107",135,"Jeremy Evans\evansje01","SF",23,"UTA",49,3,463,76,115,0.661,0,1,0,76,114,0.667,0.661,26,37,0.703,36,61,97,24,17,17,19,50,178,"jeremyevans"
"108",137,"Reggie Evans\evansre01","PF",30,"TOR",30,18,798,42,103,0.408,0,1,0,42,102,0.412,0.408,48,88,0.545,119,226,345,38,29,6,39,89,132,"reggieevans"
"109",138,"Tyreke Evans\evansty01","SG",21,"SAC",57,53,2107,382,933,0.409,43,148,0.291,339,785,0.432,0.432,205,266,0.771,46,229,275,319,85,30,184,143,1012,"tyrekeevans"
"110",139,"Patrick Ewing\ewingpa02","SF",26,"NOH",7,0,19,0,5,0,0,2,0,0,3,0,0,3,4,0.75,1,1,2,2,0,1,1,1,3,"patrickewing"
"111",140,"Christian Eyenga\eyengch01","SF",21,"CLE",44,18,947,130,306,0.425,25,91,0.275,105,215,0.488,0.466,18,28,0.643,27,96,123,35,34,28,47,78,303,"christianeyenga"
"112",141,"Jordan Farmar\farmajo01","PG",24,"NJN",73,18,1796,255,651,0.392,109,304,0.359,146,347,0.421,0.475,82,100,0.82,24,149,173,368,62,6,139,128,701,"jordanfarmar"
"113",144,"Rudy Fernandez\fernaru01","SG",25,"POR",78,3,1821,213,575,0.37,116,361,0.321,97,214,0.453,0.471,126,146,0.863,37,135,172,193,87,14,88,134,668,"rudyfernandez"
"114",145,"Kyrylo Fesenko\fesenky01","C",24,"UTA",53,1,456,44,100,0.44,0,1,0,44,99,0.444,0.44,18,46,0.391,34,74,108,18,4,16,25,90,106,"kyrylofesenko"
"115",146,"Landry Fields\fieldla01","SG",22,"NYK",82,81,2541,299,602,0.497,86,219,0.393,213,383,0.556,0.568,113,147,0.769,105,416,521,155,80,17,107,114,797,"landryfields"
"116",147,"Derek Fisher\fishede01","PG",36,"LAL",82,82,2297,206,529,0.389,63,159,0.396,143,370,0.386,0.449,83,103,0.806,14,138,152,224,99,8,70,192,558,"derekfisher"
"117",148,"Jonny Flynn\flynnjo01","PG",21,"MIN",53,8,983,108,296,0.365,31,100,0.31,77,196,0.393,0.417,32,42,0.762,12,65,77,182,34,3,113,58,279,"jonnyflynn"
"118",149,"Gary Forbes\forbega01","SF",25,"DEN",63,11,791,124,273,0.454,19,58,0.328,105,215,0.488,0.489,59,87,0.678,28,88,116,49,23,6,46,77,326,"garyforbes"
"119",150,"T.J. Ford\fordtj01","PG",27,"IND",41,3,773,91,236,0.386,6,32,0.188,85,204,0.417,0.398,35,48,0.729,17,64,81,141,35,8,63,69,223,"tjford"
"120",151,"Jeff Foster\fosteje01","C",34,"IND",56,3,940,80,167,0.479,0,3,0,80,164,0.488,0.479,27,48,0.563,160,190,350,46,24,31,26,127,187,"jefffoster"
"121",152,"Randy Foye\foyera01","SG",27,"LAC",63,24,1551,206,531,0.388,71,217,0.327,135,314,0.43,0.455,133,149,0.893,13,90,103,170,47,21,95,122,616,"randyfoye"
"122",153,"Channing Frye\fryech01","PF",27,"PHO",77,64,2541,358,829,0.432,171,439,0.39,187,390,0.479,0.535,89,107,0.832,65,448,513,96,46,79,73,272,976,"channingfrye"
"123",157,"Francisco Garcia\garcifr01","SF",29,"SAC",58,34,1386,207,475,0.436,81,224,0.362,126,251,0.502,0.521,65,76,0.855,24,109,133,71,51,49,45,126,560,"franciscogarcia"
"124",158,"Kevin Garnett\garneke01","PF",34,"BOS",71,71,2220,434,822,0.528,1,5,0.2,433,817,0.53,0.529,187,217,0.862,83,548,631,171,95,57,115,148,1056,"kevingarnett"
"125",159,"Marc Gasol\gasolma01","C",26,"MEM",81,81,2586,364,691,0.527,3,7,0.429,361,684,0.528,0.529,220,294,0.748,154,415,569,200,74,136,146,265,951,"marcgasol"
"126",160,"Pau Gasol\gasolpa01","C",30,"LAL",82,82,3037,593,1120,0.529,1,3,0.333,592,1117,0.53,0.53,354,430,0.823,268,568,836,273,48,130,142,203,1541,"paugasol"
"127",161,"Rudy Gay\gayru01","SF",24,"MEM",54,54,2152,409,869,0.471,57,144,0.396,352,725,0.486,0.503,194,241,0.805,82,254,336,153,91,58,135,131,1069,"rudygay"
"128",163,"Paul George\georgpa01","SG",20,"IND",61,19,1265,179,395,0.453,41,138,0.297,138,257,0.537,0.505,77,101,0.762,37,187,224,65,62,26,70,127,476,"paulgeorge"
"129",164,"Daniel Gibson\gibsoda01","SG",24,"CLE",67,15,1865,264,660,0.4,118,293,0.403,146,367,0.398,0.489,134,163,0.822,24,153,177,201,48,21,80,154,780,"danielgibson"
"130",165,"Taj Gibson\gibsota01","PF",25,"CHI",80,19,1742,234,502,0.466,1,8,0.125,233,494,0.472,0.467,100,148,0.676,162,296,458,58,39,106,71,203,569,"tajgibson"
"131",166,"Manu Ginobili\ginobma01","SG",33,"SAS",80,79,2426,441,1018,0.433,154,441,0.349,287,577,0.497,0.509,357,410,0.871,42,253,295,393,123,28,174,163,1393,"manuginobili"
"132",167,"Ryan Gomes\gomesry01","SF",28,"LAC",76,62,2095,207,505,0.41,72,211,0.341,135,294,0.459,0.481,61,85,0.718,61,193,254,118,62,12,55,159,547,"ryangomes"
"133",168,"Drew Gooden\goodedr01","PF",29,"MIL",35,18,860,156,362,0.431,3,20,0.15,153,342,0.447,0.435,81,102,0.794,73,165,238,47,21,18,46,98,396,"drewgooden"
"134",169,"Ben Gordon\gordobe01","SG",27,"DET",82,27,2131,339,770,0.44,107,266,0.402,232,504,0.46,0.51,136,160,0.85,41,154,195,171,48,16,141,178,921,"bengordon"
"135",170,"Eric Gordon\gordoer01","SG",22,"LAC",56,56,2112,427,949,0.45,106,291,0.364,321,658,0.488,0.506,287,348,0.825,45,119,164,244,71,18,151,115,1247,"ericgordon"
"136",172,"Joey Graham\grahajo01","SF",28,"CLE",39,8,586,82,179,0.458,9,30,0.3,73,149,0.49,0.483,29,36,0.806,8,76,84,18,6,7,28,73,202,"joeygraham"
"137",173,"Stephen Graham\grahast01","SG",28,"NJN",59,28,959,81,200,0.405,5,21,0.238,76,179,0.425,0.418,31,38,0.816,17,106,123,40,14,1,38,106,198,"stephengraham"
"138",174,"Danny Granger\grangda01","SF",27,"IND",79,79,2763,535,1260,0.425,157,407,0.386,378,853,0.443,0.487,395,466,0.848,87,338,425,203,89,62,206,213,1622,"dannygranger"
"139",175,"Aaron Gray\grayaa01","C",26,"NOH",41,6,531,56,99,0.566,0,0,NA,56,99,0.566,0.566,17,34,0.5,59,112,171,16,11,12,32,96,129,"aarongray"
