,last name,first name,age,position,team,faStatus,total-contract,average,name
46,Richardson,Quentin,37,PF,NYK,UFA,4347184,1449061,quentinrichardson
47,Robinson,Nate,33,PG,CHI,UFA,4122720,2061360,naterobinson
48,Maynor,Eric,30,PG,POR,UFA,4122720,2061360,ericmaynor
49,Watson,C.J.,33,PG,BKN,UFA,4093000,2046500,cjwatson
50,Brand,Elton,38,PF,DAL,UFA,4000000,4000000,eltonbrand
51,Collison,Darren,30,PG,DAL,UFA,3885500,1942750,darrencollison
52,Aminu,Al-Farouq,27,SF,NOP,UFA,3749602,3749602,alfarouqaminu
53,Ayres,Jeff,30,PF,IND,RFA,3578750,1789375,jeffayres
54,WorldPeace,Metta,37,SF,LAL,UFA,3251550,1625775,mettaworldpeace
55,LucasIII,John,34,PG,TOR,UFA,3200000,1600000,johnlucasiii
56,Kaman,Chris,35,C,DAL,UFA,3183000,3183000,chriskaman
57,Morris,Darius,26,PG,LAL,UFA,3060877,1020292,dariusmorris
58,Turiaf,Ronny,34,C,LAC,UFA,3000000,1500000,ronnyturiaf
59,Orton,Daniel,27,C,OKC,UFA,2997785,999262,danielorton
60,Leuer,Jon,28,PF,MEM,RFA,2902500,967500,jonleuer
61,Williams,Elliot,28,SG,CLE,UFA,2879231,959744,elliotwilliams
62,Andersen,Chris,39,PF,MIA,UFA,2847997,1423999,chrisandersen
63,Blatche,Andray,31,C,BKN,UFA,2813110,1406555,andrayblatche
64,Sacre,Robert,28,C,LAL,RFA,2685463,895154,robertsacre
65,Stiemsma,Greg,32,C,MIN,UFA,2676000,2676000,gregstiemsma
66,Garrett,Diante,28,PG,OKC,UFA,2615857,871952,diantegarrett
67,Garcia,Francisco,35,SG,HOU,UFA,2582786,1291393,franciscogarcia
68,Price,Ronnie,34,PG,POR,UFA,2582786,1291393,ronnieprice
69,Billups,Chauncey,41,PG,LAC,UFA,2500000,2500000,chaunceybillups
70,Young,Nick,32,SF,PHI,UFA,2334927,1167464,nickyoung
71,Davies,Brandon,26,PF,LAC,UFA,2253938,751313,brandondavies
72,Brown,Lorenzo,27,PG,MIN,UFA,2190503,730168,lorenzobrown
73,Morrow,Anthony,32,SG,DAL,UFA,2173109,1086555,anthonymorrow
74,Daye,Austin,29,PF,MEM,UFA,2011291,1005646,austindaye
75,Anderson,Alan,34,SG,TOR,UFA,2011291,1005646,alananderson
76,Mullens,B.J.,28,PF,CHA,UFA,2011291,1005646,bjmullens
77,Williams,Reggie,30,SF,CHA,UFA,2011291,1005646,reggiewilliams
78,Casspi,Omri,29,SF,CLE,UFA,2011291,1005646,omricasspi
79,O'Neal,Jermaine,38,C,PHX,UFA,2000000,2000000,jermaineoneal
80,Stone,Julyan,28,PG,DEN,UFA,1832456,916228,julyanstone
81,Thomas,Lance,29,SF,NOP,UFA,1832456,916228,lancethomas
82,Melo,Fab,27,C,MEM,UFA,1704115,852058,fabmelo
83,Granger,Danny,34,SF,PHI,UFA,1674261,837131,dannygranger
84,Thomas,Malcolm,28,PF,CHI,UFA,1650396,825198,malcolmthomas
85,Douglas,Toney,31,SG,SAC,UFA,1600000,1600000,toneydouglas
86,Davis,Glen,31,PF,ORL,UFA,1566579,783290,glendavis
87,Randolph,Shavlik,33,PF,BOS,UFA,1534022,767011,shavlikrandolph
88,James,Mike,42,PG,CHI,UFA,1506117,753059,mikejames
89,Tyler,Jeremy,26,PF,NYK,UFA,1504747,752374,jeremytyler
90,Marshall,Kendall,26,PG,WAS,UFA,1462813,731407,kendallmarshall
91,Odom,Lamar,37,PF,LAC,UFA,1456722,728361,lamarodom
92,Blair,DeJaun,28,C,SAS,UFA,1400000,1400000,dejaunblair
93,Diop,DeSagana,35,C,CHA,UFA,1399507,1399507,desaganadiop
94,Maggette,Corey,37,SF,DET,UFA,1399507,1399507,coreymaggette
95,Jones,Dahntay,36,SF,ATL,UFA,1399507,1399507,dahntayjones
96,Jamison,Antawn,41,PF,LAL,UFA,1399507,1399507,antawnjamison
97,Harrington,Al,37,PF,ORL,UFA,1399507,1399507,alharrington
98,Pargo,Jannero,37,PG,CHA,UFA,1399507,1399507,janneropargo
99,Miller,Mike,37,SG,MIA,UFA,1399507,1399507,mikemiller
100,Camby,Marcus,43,C,TOR,UFA,1399507,1399507,marcuscamby
101,Martin,Kenyon,39,PF,NYK,UFA,1399507,1399507,kenyonmartin
102,Fisher,Derek,43,PG,OKC,UFA,1399507,1399507,derekfisher
103,Mohammed,Nazr,39,C,CHI,UFA,1399507,1399507,nazrmohammed
104,Watson,Earl,38,PG,UTH,UFA,1399507,1399507,earlwatson
105,Babbitt,Luke,28,SF,POR,UFA,1369079,684540,lukebabbitt
106,Ely,Melvin,39,C,MEM,UFA,1346597,673299,melvinely
107,Tinsley,Jamaal,39,PG,UTH,UFA,1339507,1339507,jamaaltinsley
108,Powell,Josh,34,PF,NYK,UFA,1324244,662122,joshpowell
109,Smith,Chris,29,SG,NYK,UFA,1306662,653331,chrissmith
110,Wilkins,Damien,37,SG,PHI,UFA,1272279,1272279,damienwilkins
111,Ivey,Royal,35,PG,PHI,UFA,1272279,1272279,royalivey
112,Udrih,Beno,35,PG,ORL,UFA,1272279,1272279,benoudrih
113,Livingston,Shaun,32,PG,CLE,UFA,1272279,1272279,shaunlivingston
114,Harris,Devin,34,PG,ATL,UFA,1265977,1265977,devinharris
115,Jones,Solomon,33,PF,NYK,UFA,1186459,1186459,solomonjones
116,Amundson,Louis,34,PF,NOP,UFA,1186459,1186459,louisamundson
117,Hollins,Ryan,32,C,LAC,UFA,1186459,1186459,ryanhollins
118,Jones,Dwayne,34,C,GSW,UFA,1106942,1106942,dwaynejones
119,Childress,Josh,34,SF,WAS,UFA,1081771,1081771,joshchildress
120,Jackson,Stephen,39,SF,SAS,UFA,1053746,1053746,stephenjackson
121,Martin,Cartier,32,PF,WAS,UFA,1027424,1027424,cartiermartin
122,White,D.J.,31,PF,BOS,UFA,1027424,1027424,djwhite
123,Beasley,Michael,28,SF,PHX,UFA,1027424,1027424,michaelbeasley
124,Tolliver,Anthony,32,PF,ATL,UFA,1027424,1027424,anthonytolliver
125,Oden,Greg,29,C,POR,UFA,1027424,1027424,gregoden
126,Bynum,Andrew,29,C,CHI,UFA,1000000,1000000,andrewbynum
127,Price,A.J.,30,PG,WAS,UFA,947907,947907,ajprice
128,Young,Sam,32,SF,IND,UFA,947907,947907,samyoung
129,Brooks,Aaron,32,PG,HOU,UFA,947907,947907,aaronbrooks
130,Hayward,Lazar,30,PF,MIN,UFA,916099,916099,lazarhayward
131,Aldrich,Cole,28,C,SAC,UFA,916099,916099,colealdrich
132,Ebanks,Devin,27,SF,LAL,UFA,916099,916099,devinebanks
133,Johnson,Wesley,30,SG,PHX,UFA,916099,916099,wesleyjohnson
134,Forbes,Gary,32,SF,HOU,UFA,884293,884293,garyforbes
135,N'Diaye,Hamady,30,C,SAC,UFA,884293,884293,hamadyndiaye
136,Pittman,Dexter,29,C,MEM,UFA,884293,884293,dexterpittman
137,Gutierrez,Jorge,28,PG,BKN,UFA,874150,437075,jorgegutierrez
138,Holiday,Justin,28,SG,PHI,UFA,788872,788872,justinholiday
139,Joseph,Kris,28,SF,BOS,UFA,788872,788872,krisjoseph
140,Machado,Scott,27,PG,GSW,UFA,788872,788872,scottmachado
141,Johnson-Odom,Darius,28,SG,LAL,UFA,788872,788872,dariusjohnsonodom
142,Jones,DeQuan,27,SF,ORL,UFA,788872,788872,dequanjones
143,James,Bernard,32,C,DAL,UFA,788872,788872,bernardjames
144,Augustin,D.J.,29,PG,TOR,UFA,755459,755459,djaugustin
145,Turkoglu,Hedo,38,SF,ORL,UFA,749148,749148,hedoturkoglu
146,Douglas-Roberts,Chris,30,SG,NYK,UFA,708142,708142,chrisdouglasroberts
147,Johnson,James,30,PF,ATL,UFA,680263,680263,jamesjohnson
148,Hamilton,Justin,27,C,MIA,UFA,490180,490180,justinhamilton
149,Thomas,Adonis,24,SF,ATL,UFA,480190,480190,adonisthomas
150,Dedmon,Dewayne,28,C,GSW,UFA,432512,432512,dewaynededmon
151,Barbosa,Leandro,34,SG,PHX,UFA,410936,410936,leandrobarbosa
152,Butler,Caron,37,SF,MIL,UFA,386923,386923,caronbutler
153,Curry,Seth,27,SG,GSW,UFA,328709,328709,sethcurry
154,Daniels,Troy,26,SG,HOU,UFA,158588,79294,troydaniels
155,Reed,Willie,27,PF,MEM,UFA,102089,102089,williereed
156,Armstrong,Hilton,32,C,GSW,UFA,48349,48349,hiltonarmstrong
157,Varnado,Jarvis,29,PF,MIA,UFA,46404,4640,jarvisvarnado
