,last name,first name,age,position,team,faStatus,total-contract,average,name
96,Amundson,Louis,34,PF,NYK,UFA,1635476,1635476,louisamundson
97,Jones,Dahntay,36,SF,LAC,UFA,1499187,1499187,dahntayjones
98,Hayes,Chuck,34,PF,TOR,UFA,1499187,1499187,chuckhayes
99,Terry,Jason,40,SG,HOU,UFA,1499187,1499187,jasonterry
100,Prince,Tayshaun,37,SF,DET,UFA,1499187,1499187,tayshaunprince
101,Richardson,Jason,36,SG,PHI,UFA,1499187,1499187,jasonrichardson
102,Villanueva,Charlie,33,PF,DAL,UFA,1499187,1499187,charlievillanueva
103,Jefferson,Richard,37,SF,DAL,UFA,1499187,1499187,richardjefferson
104,Perkins,Kendrick,32,C,CLE,UFA,1499187,1499187,kendrickperkins
105,Jones,James,36,SG,CLE,UFA,1499187,1499187,jamesjones
106,Price,Ronnie,34,PG,LAL,UFA,1499187,1499187,ronnieprice
107,Smith,Josh,31,SF,HOU,UFA,1499187,1499187,joshsmith
108,Bonner,Matt,37,C,SAS,UFA,1499187,1499187,mattbonner
109,Stoudemire,Amar'e,34,PF,DAL,UFA,1499187,1499187,amarestoudemire
110,Roberts,Ronald,26,SF,PHI,UFA,1399729,699865,ronaldroberts
111,Green,Gerald,31,SG,PHX,UFA,1356146,1356146,geraldgreen
112,Hansbrough,Tyler,31,PF,TOR,UFA,1185784,1185784,tylerhansbrough
113,Thornton,Marcus,30,SG,PHX,UFA,1185784,1185784,marcusthornton
114,Copeland,Chris,33,SF,IND,UFA,1150000,1150000,chriscopeland
115,Dellavedova,Matthew,27,PG,CLE,RFA,1147276,1147276,matthewdellavedova
116,Smith,Ishmael,29,PG,PHI,UFA,1100602,1100602,ishmaelsmith
117,Sloan,Donald,29,PG,IND,UFA,1015421,1015421,donaldsloan
118,Fredette,Jimmer,28,PG,NOP,UFA,1015421,1015421,jimmerfredette
119,Prigioni,Pablo,40,PG,DEN,UFA,981348,981348,pabloprigioni
120,Bennett,Anthony,24,PF,MIN,UFA,947276,947276,anthonybennett
121,Clark,Ian,26,SG,DEN,UFA,947276,947276,ianclark
122,Pressey,Phil,26,PG,BOS,UFA,947276,947276,philpressey
123,Reed,Willie,27,PF,BKN,UFA,947276,947276,williereed
124,Moreland,Eric,25,PF,SAC,UFA,845059,845059,ericmoreland
