"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","X","ORtg","DRtg","fix"
"212",229,"Jarrett Jack\jackja01","PG",28,"NOH",45,39,1530,9.4,20.7,0.456,1.4,4,0.348,8.1,16.7,0.482,4.6,5.3,0.872,0.8,5.4,6.3,10.1,1.1,0.3,3.8,3.3,24.9,NA,109,108,"jarrettjack"
"213",230,"Reggie Jackson\jacksre01","PG",21,"OKC",45,0,501,5.3,16.4,0.321,1.3,6.4,0.21,3.9,10,0.392,2.6,3,0.862,1.4,4,5.5,7.3,2.6,0.1,3.7,3.2,14.4,NA,90,105,"reggiejackson"
"214",232,"Damion James\jamesda01","SF",24,"NJN",7,7,170,4.1,11,0.371,0,0.3,0,4.1,10.7,0.382,2.5,3.8,0.667,2.2,8.1,10.3,0.9,2.2,2.2,3.8,5.3,10.7,NA,76,106,"damionjames"
"215",233,"LeBron James\jamesle01","SF",27,"MIA",62,62,2326,14.1,26.4,0.531,1.2,3.4,0.362,12.8,23.1,0.556,8.8,11.4,0.771,2.1,9,11.1,8.8,2.6,1.1,4.8,2.2,38.1,NA,118,97,"lebronjames"
"216",234,"Mike James\jamesmi01","PG",36,"CHI",11,0,120,9,22,0.408,2.7,4.5,0.6,6.3,17.5,0.359,3.1,3.6,0.875,0.9,3.6,4.5,13,1.8,0.9,6.3,9,23.8,NA,101,101,"mikejames"
"217",235,"Antawn Jamison\jamisan01","PF",35,"CLE",65,65,2151,10.3,25.5,0.403,2.2,6.5,0.341,8.1,19,0.425,4.5,6.6,0.683,3,7,10,3.2,1.2,1.1,2.2,4,27.3,NA,103,109,"antawnjamison"
"218",236,"Al Jefferson\jeffeal01","C",27,"UTA",61,61,2075,13.1,26.5,0.492,0,0.1,0.25,13,26.4,0.493,3.5,4.5,0.774,3.4,11.4,14.8,3.4,1.2,2.6,1.6,3.9,29.6,NA,112,103,"aljefferson"
"219",238,"Jared Jeffries\jeffrja01","PF",30,"NYK",39,4,729,4.2,10.2,0.41,0.2,1.1,0.188,4,9,0.438,3.5,5.1,0.681,4.9,5.9,10.7,1.8,2,1.8,2,6.3,12,NA,105,100,"jaredjeffries"
"220",239,"Charles Jenkins\jenkich01","PG",22,"GSW",51,28,893,7.6,16.9,0.447,0.2,1.2,0.15,7.4,15.8,0.469,2,2.3,0.872,0.5,3.5,4,9.9,1.9,0.3,3.5,4.9,17.3,NA,100,112,"charlesjenkins"
"221",240,"Brandon Jennings\jennibr01","PG",22,"MIL",66,66,2331,10.3,24.6,0.418,2.8,8.5,0.332,7.5,16.1,0.464,4.2,5.2,0.808,1.1,3.9,5,8,2.3,0.5,3.2,2.5,27.7,NA,106,107,"brandonjennings"
"222",241,"Jonas Jerebko\jerebjo01","PF",24,"DET",64,13,1468,7.8,16.6,0.468,1.2,3.9,0.302,6.6,12.7,0.519,3.7,4.5,0.806,3.5,7.8,11.3,1.6,1.5,0.8,2.4,5.9,20.4,NA,109,106,"jonasjerebko"
"223",242,"Yi Jianlian\jianlyi01","PF",24,"DAL",30,0,203,8,21.2,0.378,0.8,2.6,0.3,7.2,18.6,0.389,3.6,5.4,0.667,3.1,9.6,12.7,1.3,1.8,2.1,3.6,5.9,20.4,NA,84,100,"yijianlian"
"224",243,"Amir Johnson\johnsam01","PF",24,"TOR",64,43,1553,6.8,11.8,0.576,0.1,0.2,0.4,6.7,11.6,0.579,2,2.9,0.69,5.2,9,14.1,2.7,1.1,2.4,3.3,7.2,15.7,NA,109,102,"amirjohnson"
"225",245,"Carldell Johnson\johnsca01","PG",29,"NOH",15,0,119,5,16,0.314,1.8,6.9,0.267,3.2,9.1,0.35,0.5,1.4,0.333,0.5,3.7,4.1,10,3.7,0,3.2,5,12.3,NA,86,104,"carldelljohnson"
"226",247,"Ivan Johnson\johnsiv01","PF",27,"ATL",56,0,934,8,15.7,0.513,0.1,0.3,0.333,7.9,15.3,0.517,4.1,5.7,0.72,3.7,9.2,12.9,1.8,2.4,1,3.9,6.6,20.3,NA,101,98,"ivanjohnson"
"227",248,"JaJuan Johnson\johnsja02","PF",22,"BOS",36,0,298,9.6,21.6,0.446,0,0,NA,9.6,21.6,0.446,1.1,1.6,0.667,3.6,6.8,10.3,1.1,0.9,2.5,2.5,4.5,20.3,NA,88,99,"jajuanjohnson"
"228",249,"James Johnson\johnsja01","SF",24,"TOR",62,40,1561,8,17.8,0.45,0.7,2.1,0.317,7.4,15.8,0.467,2.8,4,0.704,2.5,7.5,10.1,4.2,2.4,2.9,3.5,6.1,19.5,NA,97,100,"jamesjohnson"
"229",250,"Joe Johnson\johnsjo02","SG",30,"ATL",60,60,2127,10.6,23.3,0.454,3.1,8.1,0.388,7.5,15.2,0.489,4,4.7,0.849,1.3,4.2,5.5,5.8,1.2,0.3,2.9,1.9,28.2,NA,110,105,"joejohnson"
"230",251,"Trey Johnson\johnstr01","SG",27,"NOH",11,0,61,7.1,12.5,0.571,0,0,NA,7.1,12.5,0.571,4.5,4.5,1,2.7,8,10.7,3.6,0.9,0,4.5,8.9,18.7,NA,108,107,"treyjohnson"
"231",252,"Wesley Johnson\johnswe01","SF",24,"MIN",65,64,1469,5.5,13.9,0.398,1.9,5.9,0.314,3.7,8,0.461,0.8,1.2,0.706,0.8,5.4,6.2,2.1,1.2,1.7,2.1,4,13.8,NA,93,107,"wesleyjohnson"
"232",253,"Dahntay Jones\jonesda02","SF",31,"IND",65,3,1052,5.8,14.1,0.409,1.7,3.9,0.429,4.1,10.3,0.402,4.2,5,0.838,1.2,4.7,5.9,3.2,1.2,0.6,2.3,6,17.4,NA,107,106,"dahntayjones"
"233",254,"Dominique Jones\jonesdo02","SG",23,"DAL",33,1,268,5.7,14.3,0.397,0.2,1.6,0.125,5.5,12.7,0.431,5.7,7.2,0.784,1.8,6.9,8.6,8.2,2,1,5.5,5.5,17.2,NA,93,102,"dominiquejones"
"234",255,"James Jones\jonesja02","SG",31,"MIA",51,10,666,4.5,11.9,0.38,3.6,9,0.404,0.9,2.8,0.306,2,2.4,0.833,0.5,3.4,3.9,1.5,1.3,0.7,0.8,3.6,14.6,NA,117,104,"jamesjones"
"235",257,"DeAndre Jordan\jordade01","C",23,"LAC",66,66,1798,6.2,9.8,0.632,0,0,0,6.2,9.7,0.634,2.2,4.2,0.525,6,10.3,16.3,0.5,0.9,4,2.2,5.7,14.6,NA,119,102,"deandrejordan"
"236",258,"Jerome Jordan\jordaje01","C",25,"NYK",21,0,108,8.1,15.7,0.515,0,0,NA,8.1,15.7,0.515,3.8,4.8,0.8,6.7,6.2,12.9,1.9,0.5,2.9,1,7.2,20,NA,126,102,"jeromejordan"
"237",259,"Cory Joseph\josepco01","PG",20,"SAS",29,1,266,4.3,13.6,0.314,0.6,2.9,0.2,3.7,10.7,0.345,2.1,3.3,0.647,1,3.9,4.9,6.6,1.4,0.6,2.3,3.1,11.3,NA,88,106,"coryjoseph"
"238",260,"Chris Kaman\kamanch01","C",29,"NOH",47,33,1372,10.5,23.7,0.446,0,0,NA,10.5,23.7,0.446,3.3,4.2,0.785,3.5,10.9,14.4,4,1,3.1,5.1,4.2,24.4,NA,91,102,"chriskaman"
"239",261,"Enes Kanter\kanteen01","C",19,"UTA",66,0,874,7,14.2,0.496,0,0.1,0,7,14.1,0.498,4.2,6.3,0.667,6.4,10.3,16.7,0.5,1.1,1.4,3.2,5.2,18.3,NA,105,105,"eneskanter"
"240",262,"Jason Kapono\kaponja01","SG",30,"LAL",27,0,269,4.1,10.8,0.382,1.6,5.3,0.296,2.6,5.5,0.464,0.8,0.8,1,0.4,2.4,2.8,2.2,0.6,0,1.2,4.1,10.6,NA,99,111,"jasonkapono"
"241",263,"D.J. Kennedy\kennedj01","SF",22,"CLE",2,0,59,4.5,10.7,0.417,1.8,3.6,0.5,2.7,7.1,0.375,0,1.8,0,0.9,5.3,6.2,2.7,1.8,0,2.7,6.2,10.7,NA,85,110,"djkennedy"
"242",264,"Jason Kidd\kiddja01","PG",38,"DAL",48,48,1379,3.8,10.4,0.363,3,8.5,0.354,0.8,1.9,0.4,0.8,1.1,0.786,0.6,7,7.5,10.1,3.1,0.4,3.5,3.2,11.4,NA,103,101,"jasonkidd"
"243",265,"Linas Kleiza\kleizli01","SF",27,"TOR",49,3,1057,8.4,20.9,0.402,3.2,9.1,0.346,5.2,11.8,0.446,4.1,5.1,0.81,2.1,8,10.1,2.3,1.2,0.2,3.3,6.1,24.1,NA,100,105,"linaskleiza"
"244",266,"Brandon Knight\knighbr03","PG",20,"DET",66,60,2129,8.1,19.4,0.415,2.7,7,0.38,5.4,12.5,0.434,2.6,3.5,0.759,0.8,4.5,5.3,6.3,1.2,0.3,4.3,3.9,21.4,NA,97,109,"brandonknight"
"245",267,"Kyle Korver\korveky01","SG",30,"CHI",65,7,1469,6.5,15.1,0.432,4.3,9.9,0.435,2.2,5.2,0.426,2,2.4,0.833,1,4.9,5.8,4.1,1.3,0.5,1.9,4,19.4,NA,120,101,"kylekorver"
"246",268,"Kosta Koufos\koufoko01","C",22,"DEN",48,24,792,7.4,12.4,0.599,0,0,NA,7.4,12.4,0.599,2.1,3.5,0.6,6.1,10.5,16.6,1,1.5,2.6,2.1,6.2,16.9,NA,120,102,"kostakoufos"
"247",269,"Carl Landry\landrca01","PF",28,"NOH",41,8,999,9.9,19.7,0.503,0,0.2,0,9.9,19.5,0.507,8,10,0.799,4.2,7.4,11.6,2.1,0.7,0.7,3.5,4.8,27.8,NA,111,107,"carllandry"
"248",270,"Ty Lawson\lawsoty01","PG",24,"DEN",61,61,2124,9,18.4,0.488,1.8,4.8,0.365,7.2,13.6,0.531,4.3,5.2,0.824,1.3,4.2,5.4,9.6,2,0.1,3.6,2.3,24,NA,116,108,"tylawson"
"249",271,"Courtney Lee\leeco01","SG",26,"HOU",58,26,1757,7.5,17.3,0.433,2.6,6.5,0.401,4.9,10.8,0.452,2.1,2.6,0.826,0.8,4,4.7,2.6,2,0.7,1.9,3.2,19.7,NA,106,107,"courtneylee"
"250",272,"David Lee\leeda02","PF",28,"GSW",57,57,2121,11.4,22.6,0.503,0,0.1,0,11.4,22.5,0.506,5.4,6.9,0.782,4.2,9.2,13.4,4,1.3,0.5,3.7,4.4,28.1,NA,108,109,"davidlee"
"251",273,"Malcolm Lee\leema01","SG",21,"MIN",19,0,243,4.9,12.5,0.39,0.4,2.1,0.2,4.4,10.4,0.429,3,3.6,0.824,1.9,3.6,5.5,6.6,1.7,0.8,3.6,4.7,13.1,NA,95,108,"malcolmlee"
"252",274,"Kawhi Leonard\leonaka01","SF",20,"SAS",64,39,1534,6.7,13.6,0.493,1.4,3.7,0.376,5.3,9.9,0.536,2.3,3,0.773,3.5,7.5,11,2.4,2.9,0.8,1.5,3,17.1,NA,119,101,"kawhileonard"
"253",275,"Travis Leslie\leslitr01","SG",21,"LAC",10,0,45,6,16.7,0.357,0,0,NA,6,16.7,0.357,4.8,10.8,0.444,7.2,3.6,10.8,6,2.4,2.4,2.4,4.8,16.7,NA,98,105,"travisleslie"
"254",276,"Jon Leuer\leuerjo01","PF",22,"MIL",46,12,555,8.9,17.6,0.508,0.3,0.8,0.333,8.7,16.8,0.516,1.9,2.6,0.75,4.2,6.9,11.1,2.3,1.3,1.6,1.7,6.2,20.1,NA,111,105,"jonleuer"
"255",277,"Rashard Lewis\lewisra02","SF",32,"WAS",28,15,729,6,15.7,0.385,1.1,4.8,0.239,4.9,11,0.448,2.2,2.6,0.838,2.4,5.3,7.8,1.9,1.6,0.7,2.3,3.5,15.4,NA,94,108,"rashardlewis"
"256",278,"DeAndre Liggins\liggide01","SF",23,"ORL",17,0,115,5.6,11.7,0.48,0,1.9,0,5.6,9.8,0.571,4.2,8.9,0.474,2.8,4.2,7,2.3,2.8,0,4.7,2.8,15.5,NA,87,104,"deandreliggins"
"257",279,"Jeremy Lin\linje01","PG",23,"NYK",35,25,940,9.4,21,0.446,1.3,4.1,0.32,8.1,16.9,0.477,8,10,0.798,1,4.9,5.9,11.8,3,0.5,6.9,4.3,28.1,NA,104,101,"jeremylin"
"258",280,"Shaun Livingston\livinsh01","SG",26,"MIL",58,27,1092,6,12.7,0.469,0.1,0.1,0.667,5.9,12.6,0.466,2.9,3.7,0.785,1.8,3.9,5.8,5.7,1.3,0.9,3.1,3.7,14.9,NA,102,108,"shaunlivingston"
"259",281,"Brook Lopez\lopezbr01","C",23,"NJN",5,5,136,14.9,30.1,0.494,0,0,NA,14.9,30.1,0.494,7.8,12.5,0.625,3.1,3.9,7,2.3,0.4,1.6,2.3,3.1,37.6,NA,107,113,"brooklopez"
"260",282,"Robin Lopez\lopezro01","C",23,"PHO",64,0,895,7.2,15.6,0.461,0,0,NA,7.2,15.6,0.461,5.8,8.1,0.714,5.2,6.9,12.1,1.2,1,3.5,2.5,7.4,20.2,NA,108,105,"robinlopez"
"261",283,"Kevin Love\loveke01","PF",23,"MIN",55,55,2145,11.4,25.4,0.448,2.5,6.8,0.372,8.8,18.6,0.475,9.1,11,0.824,5.4,12.2,17.6,2.7,1.1,0.7,3.1,3.6,34.3,NA,117,104,"kevinlove"
"262",284,"Kyle Lowry\lowryky01","PG",25,"HOU",47,38,1510,7.3,17.8,0.409,2.7,7.3,0.374,4.5,10.5,0.434,5.9,6.9,0.864,1.3,6.1,7.4,10.7,2.5,0.5,4.5,4.6,23.2,NA,111,104,"kylelowry"
"263",285,"John Lucas III\lucasjo02","PG",29,"CHI",49,2,726,10.6,26.6,0.399,4.1,10.4,0.393,6.5,16.2,0.404,2.1,2.4,0.875,1.6,4,5.6,8,1.4,0.1,3.1,3.1,27.4,NA,107,102,"johnlucasiii"
"264",286,"Shelvin Mack\macksh01","PG",21,"WAS",64,0,779,5.9,14.7,0.4,0.8,2.8,0.286,5.1,11.9,0.427,2.8,3.9,0.712,0.8,5.3,6.1,8.7,1.9,0.1,3.2,3.3,15.3,NA,99,108,"shelvinmack"
"265",287,"Vernon Macklin\macklve01","C",25,"DET",23,0,135,7.6,13.9,0.543,0,0,NA,7.6,13.9,0.543,3.2,5.6,0.571,5.6,8,13.5,2,1.6,1.6,1.2,3.6,18.3,NA,121,105,"vernonmacklin"
"266",288,"Corey Maggette\maggeco01","SF",32,"CHA",32,28,881,8.3,22.3,0.373,1.4,3.9,0.364,6.9,18.4,0.375,10.6,12.4,0.856,1.3,6.2,7.5,2.3,1.4,0.1,3.5,5,28.7,NA,100,112,"coreymaggette"
"267",289,"Jamaal Magloire\magloja01","C",33,"TOR",34,1,374,2.4,6.5,0.378,0,0,NA,2.4,6.5,0.378,1,3.9,0.259,3.6,12.7,16.2,0.9,0.6,1.4,3.2,9.5,5.9,NA,70,102,"jamaalmagloire"
"268",290,"Ian Mahinmi\mahinia01","C",25,"DAL",61,12,1139,6,11,0.546,0,0,0,6,10.9,0.549,4.3,6.8,0.639,5,8.3,13.3,0.6,1.8,1.4,2.3,8.1,16.3,NA,113,101,"ianmahinmi"
"269",291,"Shawn Marion\mariosh01","SF",33,"DAL",63,63,1919,7.9,17.7,0.446,0.5,1.9,0.294,7.3,15.8,0.464,2,2.5,0.796,4,8.8,12.7,3.6,1.8,1,2.7,2.4,18.3,NA,100,102,"shawnmarion"
"270",292,"Cartier Martin\martica01","SF",27,"WAS",17,2,391,7.8,17.8,0.44,3.8,10,0.387,4,7.8,0.508,1.5,2.5,0.579,1.6,6.1,7.7,1.3,1.5,0.3,1.7,4.6,21,NA,109,108,"cartiermartin"
"271",293,"Kenyon Martin\martike01","PF",34,"LAC",42,0,940,5.6,12.6,0.441,0.2,0.7,0.231,5.4,11.9,0.454,1.1,3.1,0.37,2.8,7.6,10.4,1,2.5,2.5,1.8,5.9,12.4,NA,92,102,"kenyonmartin"
"272",294,"Kevin Martin\martike02","SG",28,"HOU",40,40,1264,9.2,22.2,0.413,3.2,9.3,0.347,6,12.9,0.462,6.6,7.4,0.894,0.5,3.9,4.4,4.6,1.2,0.1,2.9,2.9,28.2,NA,111,109,"kevinmartin"
"273",295,"Roger Mason\masonro01","SG",31,"WAS",52,0,697,7.7,19.2,0.399,4.4,11.5,0.383,3.3,7.7,0.423,1.6,2,0.778,0.5,4.6,5.1,3.5,1,0.4,2.4,2.5,21.3,NA,104,110,"rogermason"
"274",296,"Wesley Matthews\matthwe02","SG",25,"POR",66,53,2228,7.4,18,0.412,3,8,0.383,4.4,10.1,0.434,3.5,4,0.86,1.3,4,5.3,2.7,2.3,0.4,1.7,3.5,21.4,NA,110,108,"wesleymatthews"
"275",297,"Jason Maxiell\maxieja01","PF",28,"DET",65,42,1466,6.7,14.1,0.478,0,0.1,0,6.7,14,0.48,2.1,3.9,0.547,4.6,7.6,12.2,1.5,1.2,1.8,2.6,5.5,15.6,NA,99,106,"jasonmaxiell"
"276",298,"Eric Maynor\maynoer01","PG",24,"OKC",9,0,137,5.3,14.7,0.359,2.3,6.4,0.353,3,8.3,0.364,1.5,1.5,1,1.1,3.8,4.9,8.3,1.9,0,4.1,4.9,14.3,NA,96,107,"ericmaynor"
"277",299,"O.J. Mayo\mayooj01","SG",24,"MEM",66,0,1771,9,22,0.408,3,8.2,0.364,6,13.8,0.434,4,5.1,0.773,0.9,5.4,6.3,5,2.1,0.7,3.7,4.1,24.9,NA,101,103,"ojmayo"
"278",300,"Luc Mbah a Moute\mbahalu01","PF",25,"MIL",43,22,1009,6.7,13.2,0.51,0.1,0.2,0.25,6.7,13,0.514,3.3,5.2,0.641,3.9,7.6,11.5,1.5,2,1.1,2,4.7,16.9,NA,109,104,"lucmbahamoute"
"279",302,"Tracy McGrady*\mcgratr01","SF",32,"ATL",52,0,837,6.4,14.7,0.437,1,2.1,0.455,5.5,12.6,0.434,3.6,5.3,0.675,1.5,8.3,9.8,7,1,1,3.4,2.2,17.4,NA,102,102,"tracymcgrady"
"280",303,"Dominic McGuire\mcguido01","PF",26,"GSW",64,6,1127,4.3,9.7,0.448,0,0.2,0,4.3,9.5,0.456,1.8,2.4,0.736,3.4,8,11.3,5.1,2,1.7,2.6,4.8,10.5,NA,103,107,"dominicmcguire"
"281",304,"Josh McRoberts\mcrobjo01","PF",24,"LAL",50,6,718,4.1,8.7,0.475,0.2,0.5,0.429,3.9,8.2,0.477,1.7,2.7,0.639,4.5,8.1,12.6,3.8,1.1,1.3,2.3,5.5,10.2,NA,108,104,"joshmcroberts"
"282",305,"Jodie Meeks\meeksjo01","SG",24,"PHI",66,50,1644,6.2,15.2,0.409,3.2,8.7,0.365,3.1,6.5,0.468,2.5,2.8,0.906,0.6,4.7,5.2,1.8,1.3,0.1,0.9,2.7,18.1,NA,111,103,"jodiemeeks"
"283",306,"C.J. Miles\milescj01","SG",24,"UTA",56,14,1145,8.1,21.3,0.381,2.1,6.9,0.307,6,14.4,0.416,5,6.2,0.794,1.2,4.1,5.3,3.2,2.1,0.8,2.4,5.6,23.3,NA,101,108,"cjmiles"
"284",307,"Darko Milicic\milicda01","C",26,"MIN",29,23,472,6.4,14.2,0.454,0,0,NA,6.4,14.2,0.454,1.7,4,0.432,3.8,6.8,10.6,1.9,1,2.7,3.5,6.4,14.6,NA,88,106,"darkomilicic"
"285",308,"Andre Miller\millean02","SG",35,"DEN",66,7,1809,6.8,15.6,0.438,0.5,2.3,0.217,6.3,13.2,0.478,3.9,4.8,0.811,1.5,4.7,6.2,12.4,1.8,0.3,5,3.7,18,NA,104,108,"andremiller"
"286",309,"Brad Miller\millebr01","C",35,"MIN",15,1,146,3.2,9.5,0.333,2.5,5.3,0.467,0.7,4.2,0.167,3.5,4.2,0.833,1.4,5.3,6.7,8.5,1.4,0.7,4.2,3.5,12.3,NA,103,108,"bradmiller"
"287",310,"Mike Miller\millemi01","SG",31,"MIA",39,2,752,6.4,14.6,0.435,3.7,8.2,0.453,2.7,6.4,0.413,0.1,0.3,0.4,1.5,7.4,9,2.9,1,0.4,2.1,4.1,16.6,NA,108,103,"mikemiller"
"288",311,"Patty Mills\millspa02","PG",23,"SAS",16,3,261,12.5,25.7,0.485,4.8,11.1,0.429,7.7,14.7,0.527,3,3,1,0.8,4.8,5.5,7.7,2,0.2,5.1,2.8,32.7,NA,110,105,"pattymills"
"289",312,"Paul Millsap\millspa01","PF",26,"UTA",64,62,2100,10.6,21.5,0.495,0.2,0.8,0.226,10.5,20.7,0.505,5,6.4,0.792,4.5,9.6,14.1,3.7,2.9,1.3,2.8,5.5,26.5,NA,113,102,"paulmillsap"
"290",313,"Nazr Mohammed\mohamna01","C",34,"OKC",63,1,692,5.9,12.6,0.467,0,0.1,0,5.9,12.5,0.47,1,1.7,0.565,4.4,8.3,12.7,1,1.5,2.8,1.9,7.5,12.8,NA,102,102,"nazrmohammed"
"291",314,"Greg Monroe\monrogr01","C",21,"DET",66,66,2082,10.5,20.2,0.521,0,0,0,10.5,20.1,0.522,5.2,7,0.739,6.2,10.3,16.5,3.9,2.1,1.2,4.2,4.6,26.2,NA,110,102,"gregmonroe"
"292",315,"Jamario Moon\moonja01","SF",31,"CHA",8,0,123,3,10.3,0.292,0.9,4.3,0.2,2.1,6,0.357,0.9,0.9,1,0.9,8.6,9.4,2.1,0.4,2.1,3.4,2.1,7.7,NA,64,110,"jamariomoon"
"293",316,"E'Twaun Moore\mooreet01","PG",22,"BOS",38,0,331,6.9,18.1,0.381,2.7,7.2,0.378,4.2,10.9,0.382,1.1,1.1,1,0.6,4.7,5.3,5.5,1.8,0.5,3.4,5.3,17.7,NA,89,101,"etwaunmoore"
"294",317,"Mikki Moore\mooremi01","C",36,"GSW",7,0,118,4,8.8,0.45,0,0,NA,4,8.8,0.45,2.6,3.1,0.857,3.1,6.6,9.7,2.2,1.3,1.3,3.1,10.6,10.6,NA,96,109,"mikkimoore"
"295",318,"Darius Morris\morrida01","PG",21,"LAL",19,0,169,5.6,13.2,0.429,1.3,2.8,0.444,4.4,10.4,0.424,1.9,2.8,0.667,0.6,4.4,5,6.6,0.6,0,6,5,14.4,NA,84,109,"dariusmorris"
"296",319,"Marcus Morris\morrima03","PF",22,"HOU",17,0,126,6.6,22.4,0.296,0.8,7.1,0.118,5.8,15.4,0.378,2.5,3.3,0.75,2.1,4.6,6.6,1.2,0.8,0.8,1.7,5,16.6,NA,78,109,"marcusmorris"
"297",320,"Markieff Morris\morrima02","PF",22,"PHO",63,7,1227,7.3,18.4,0.399,1.8,5.2,0.347,5.5,13.2,0.42,3.2,4.5,0.717,2.9,8.9,11.8,2.7,1.7,1.8,3,7.6,19.7,NA,97,104,"markieffmorris"
"298",321,"Anthony Morrow\morroan01","SG",26,"NJN",62,18,1636,8.9,21.4,0.413,3.5,9.3,0.371,5.4,12.1,0.446,3.2,3.4,0.933,1,3.1,4.1,2,1.5,0.3,2.3,2.8,24.3,NA,105,113,"anthonymorrow"
"299",322,"Timofey Mozgov\mozgoti01","C",25,"DEN",44,35,687,7.4,14.1,0.526,0,0,NA,7.4,14.1,0.526,2.9,4.2,0.684,3.9,9.3,13.3,1.6,1.1,3.1,3.9,6.4,17.7,NA,100,103,"timofeymozgov"
"300",323,"Byron Mullens\mulleby01","C",22,"CHA",65,25,1465,9,21.3,0.425,0.4,1.8,0.235,8.6,19.4,0.443,3.3,4,0.821,3.5,8.3,11.8,2.1,0.8,1.9,2.7,4.9,21.8,NA,94,110,"byronmullens"
"301",324,"Troy Murphy\murphtr01","PF",31,"LAL",59,0,956,4.3,9.5,0.45,1.6,3.7,0.418,2.7,5.8,0.471,0.3,0.5,0.667,2.2,8.4,10.6,2.8,0.8,0.9,1.4,5.4,10.4,NA,110,105,"troymurphy"
"302",325,"Hamady N'Diaye\ndiayha01","C",25,"WAS",3,0,3,0,17.3,0,0,0,NA,0,17.3,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,116,"hamadyndiaye"
"303",326,"Eduardo Najera\najered01","PF",35,"CHA",22,0,270,4.7,12.5,0.375,1.6,5.7,0.276,3.1,6.8,0.457,0.4,0.8,0.5,2.1,7.6,9.8,2.3,3.7,0.8,1.4,7.8,11.3,NA,92,105,"eduardonajera"
"304",327,"Steve Nash\nashst01","PG",37,"PHO",62,62,1961,7.8,14.7,0.532,1.5,3.7,0.39,6.3,10.9,0.58,3.4,3.8,0.894,0.7,4.2,4.9,17.5,1,0.2,6.1,1.4,20.4,NA,115,110,"stevenash"
"305",328,"Gary Neal\nealga01","SG",27,"SAS",56,7,1206,9.1,20.8,0.436,3.6,8.5,0.419,5.5,12.3,0.448,2.1,2.7,0.781,0.5,4.5,5.1,5,1.2,0.1,2.6,3.2,23.9,NA,107,107,"garyneal"
"306",329,"Jameer Nelson\nelsoja01","PG",29,"ORL",57,57,1706,8.2,19.2,0.427,2.7,7.3,0.377,5.4,11.9,0.459,2.2,2.8,0.807,0.9,4.8,5.7,10.3,1.2,0.2,4.3,4.1,21.4,NA,106,107,"jameernelson"
"307",330,"Joakim Noah\noahjo01","C",26,"CHI",64,64,1945,6.9,13.6,0.508,0,0,0,6.9,13.5,0.509,4.3,5.7,0.748,6.7,10.7,17.4,4.4,1.1,2.5,2.5,4.5,18.1,NA,120,96,"joakimnoah"
"308",331,"Andres Nocioni\nocioan01","SF",32,"PHI",11,1,56,4.8,19.1,0.25,1,5.7,0.167,3.8,13.4,0.286,5.7,10.5,0.545,1,12.4,13.4,1,1,1,4.8,3.8,16.2,NA,64,98,"andresnocioni"
"309",332,"Steve Novak\novakst01","PF",28,"NYK",54,0,1020,8.1,17,0.478,6.7,14.2,0.472,1.4,2.8,0.509,1.1,1.3,0.846,0.5,4.8,5.3,0.6,0.8,0.5,1.1,3,24.1,NA,129,105,"stevenovak"
"310",333,"Dirk Nowitzki\nowitdi01","PF",33,"DAL",62,62,2079,11.9,26.1,0.457,2,5.4,0.368,10,20.8,0.481,8,9,0.896,1.2,9.4,10.6,3.4,1.1,0.8,3,3.3,33.9,NA,110,103,"dirknowitzki"
"311",334,"Jermaine O'Neal\onealje01","C",33,"BOS",25,24,570,4.8,11.2,0.433,0,0,NA,4.8,11.2,0.433,2,2.9,0.677,3.4,9.1,12.6,0.9,0.7,4,2,7.5,11.6,NA,94,96,"jermaineoneal"
"312",335,"Lamar Odom\odomla01","SF",32,"DAL",50,4,1027,6.3,17.8,0.352,1.4,5.7,0.252,4.9,12.2,0.399,3,5,0.592,1.8,8.8,10.6,4.2,1,0.9,2.7,5,17,NA,89,103,"lamarodom"
"313",336,"Emeka Okafor\okafoem01","C",29,"NOH",27,27,781,7.9,14.9,0.533,0,0,NA,7.9,14.9,0.533,2.6,5.1,0.514,4.9,10,14.8,1.7,1.1,1.8,2.6,5.1,18.5,NA,105,103,"emekaokafor"
"314",337,"Mehmet Okur\okurme01","C",32,"NJN",17,14,454,6.1,16.3,0.374,2.7,8.4,0.319,3.4,7.9,0.433,0.4,0.6,0.6,2.6,6.9,9.5,3.5,1.1,0.6,2.9,5.3,15.2,NA,93,111,"mehmetokur"
"315",338,"Daniel Orton\ortonda01","PF",21,"ORL",16,2,187,4.9,8.7,0.567,0,0.3,0,4.9,8.4,0.586,3.2,7.2,0.44,5.5,5.8,11.2,1.4,2.3,2.6,2,8.7,13,NA,112,101,"danielorton"
"316",339,"Travis Outlaw\outlatr01","SF",27,"SAC",39,5,500,6.1,17.7,0.343,1.6,6.1,0.267,4.5,11.7,0.383,3.1,4.7,0.674,1.9,4.3,6.2,1.6,1.9,2.1,2,3.4,16.9,NA,91,110,"travisoutlaw"
"317",340,"Larry Owens\owensla01","SF",29,"NJN",7,0,75,2.8,7.8,0.364,1.4,3.6,0.4,1.4,4.3,0.333,2.1,2.8,0.75,1.4,7.8,9.2,2.8,0,0.7,1.4,7.1,9.2,NA,107,112,"larryowens"
