"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"388",415,"Kurt Thomas\thomaku01","C",39,"POR",53,3,803,73,157,0.465,0,0,NA,73,157,0.465,0.465,14,20,0.7,39,149,188,46,24,31,31,123,160,"kurtthomas"
"389",416,"Lance Thomas\thomala01","PF",23,"NOH",42,10,630,57,126,0.452,0,1,0,57,125,0.456,0.452,52,62,0.839,49,77,126,12,10,7,24,78,166,"lancethomas"
"390",417,"Malcolm Thomas\thomama01","PF",23,"SAS",3,0,15,0,3,0,0,0,NA,0,3,0,0,1,2,0.5,1,2,3,1,1,1,0,0,1,"malcolmthomas"
"391",418,"Tyrus Thomas\thomaty01","PF",25,"CHA",54,30,1013,120,327,0.367,1,3,0.333,119,324,0.367,0.369,63,83,0.759,49,151,200,35,36,60,53,144,304,"tyrusthomas"
"392",419,"Trey Thompkins\thomptr02","C",21,"LAC",24,0,119,24,61,0.393,4,13,0.308,20,48,0.417,0.426,5,7,0.714,4,20,24,3,3,3,6,10,57,"treythompkins"
"393",420,"Jason Thompson\thompja02","PF",25,"SAC",64,47,1657,237,443,0.535,0,2,0,237,441,0.537,0.535,109,181,0.602,166,277,443,79,43,44,68,149,583,"jasonthompson"
"394",421,"Klay Thompson\thompkl01","SG",21,"GSW",66,29,1608,318,718,0.443,111,268,0.414,207,450,0.46,0.52,79,91,0.868,24,137,161,133,49,20,103,155,826,"klaythompson"
"395",422,"Mychel Thompson\thompmy02","SG",23,"CLE",5,3,95,7,24,0.292,4,11,0.364,3,13,0.231,0.375,0,0,NA,0,5,5,7,2,1,5,8,18,"mychelthompson"
"396",423,"Tristan Thompson\thomptr01","PF",20,"CLE",60,25,1424,194,442,0.439,0,2,0,194,440,0.441,0.439,106,192,0.552,187,202,389,27,27,62,81,134,494,"tristanthompson"
"397",424,"Marcus Thornton\thornma01","SG",24,"SAC",51,51,1780,352,803,0.438,107,310,0.345,245,493,0.497,0.505,141,163,0.865,84,104,188,98,71,12,84,111,952,"marcusthornton"
"398",425,"Jamaal Tinsley\tinslja01","PG",33,"UTA",37,1,507,57,141,0.404,10,37,0.27,47,104,0.452,0.44,13,17,0.765,6,39,45,123,17,8,52,47,137,"jamaaltinsley"
"399",426,"Anthony Tolliver\tollian01","SF",26,"MIN",51,0,882,71,182,0.39,25,101,0.248,46,81,0.568,0.459,41,55,0.745,50,103,153,22,18,19,35,86,208,"anthonytolliver"
"400",428,"Hedo Turkoglu\turkohe01","SF",32,"ORL",53,53,1653,209,504,0.415,91,258,0.353,118,246,0.48,0.505,67,95,0.705,24,175,199,233,45,17,142,139,576,"hedoturkoglu"
"401",429,"Evan Turner\turneev01","SF",23,"PHI",65,20,1713,263,590,0.446,11,49,0.224,252,541,0.466,0.455,73,108,0.676,27,349,376,180,40,20,105,117,610,"evanturner"
"402",430,"Jeremy Tyler\tylerje01","C",20,"GSW",42,23,568,88,209,0.421,0,1,0,88,208,0.423,0.421,29,52,0.558,54,86,140,16,16,20,36,84,205,"jeremytyler"
"403",431,"Edwin Ubiles\ubileed01","SF",25,"WAS",4,0,52,5,18,0.278,1,5,0.2,4,13,0.308,0.306,3,3,1,2,8,10,1,1,1,1,1,14,"edwinubiles"
"404",433,"Beno Udrih\udrihbe01","SG",29,"MIL",59,0,1080,146,332,0.44,17,59,0.288,129,273,0.473,0.465,39,55,0.709,26,76,102,227,37,1,77,69,348,"benoudrih"
"405",435,"Anderson Varejao\varejan01","C",29,"CLE",25,25,785,114,222,0.514,0,4,0,114,218,0.523,0.514,43,64,0.672,109,178,287,43,35,17,45,62,271,"andersonvarejao"
"406",436,"Greivis Vasquez\vasqugr01","SG",25,"NOH",66,26,1706,225,523,0.43,43,135,0.319,182,388,0.469,0.471,96,117,0.821,23,150,173,359,60,8,148,126,589,"greivisvasquez"
"407",437,"Jan Vesely\veselja01","PF",21,"WAS",57,20,1078,117,218,0.537,0,1,0,117,217,0.539,0.537,33,62,0.532,101,148,249,47,39,32,60,156,267,"janvesely"
"408",438,"Charlie Villanueva\villach01","PF",27,"DET",13,0,180,35,91,0.385,15,45,0.333,20,46,0.435,0.467,6,7,0.857,9,39,48,6,7,5,7,25,91,"charlievillanueva"
"409",439,"Nikola Vucevic\vucevni01","C",21,"PHI",51,15,812,131,291,0.45,3,8,0.375,128,283,0.452,0.455,18,34,0.529,88,158,246,31,20,34,33,111,283,"nikolavucevic"
"410",440,"Dwyane Wade\wadedw01","SG",30,"MIA",49,49,1625,416,837,0.497,15,56,0.268,401,781,0.513,0.506,235,297,0.791,73,164,237,225,82,63,129,110,1082,"dwyanewade"
"411",441,"Von Wafer\wafervo01","SG",26,"ORL",33,1,469,71,157,0.452,14,39,0.359,57,118,0.483,0.497,38,54,0.704,6,39,45,29,10,3,35,26,194,"vonwafer"
"412",442,"Henry Walker\walkebi01","SG",24,"NYK",32,8,620,68,171,0.398,36,113,0.319,32,58,0.552,0.503,17,20,0.85,9,71,80,37,19,7,35,84,189,"henrywalker"
"413",443,"Kemba Walker\walkeke02","PG",21,"CHA",66,25,1792,281,767,0.366,69,226,0.305,212,541,0.392,0.411,168,213,0.789,30,204,234,289,60,20,119,79,799,"kembawalker"
"414",444,"John Wall\walljo01","PG",21,"WAS",66,66,2386,378,894,0.423,3,42,0.071,375,852,0.44,0.424,317,402,0.789,48,252,300,530,95,57,255,137,1076,"johnwall"
"415",445,"Ben Wallace\wallabe01","C",37,"DET",62,11,980,34,86,0.395,1,4,0.25,33,82,0.402,0.401,16,47,0.34,81,188,269,43,47,51,34,60,85,"benwallace"
"416",448,"Hakim Warrick\warriha01","PF",29,"PHO",35,0,503,74,180,0.411,1,10,0.1,73,170,0.429,0.414,76,99,0.768,31,61,92,30,8,3,36,35,225,"hakimwarrick"
"417",449,"Darryl Watkins\watkida01","C",27,"NOH",5,0,98,7,14,0.5,0,0,NA,7,14,0.5,0.5,9,18,0.5,8,19,27,3,5,4,8,14,23,"darrylwatkins"
"418",450,"C.J. Watson\watsocj01","PG",27,"CHI",49,25,1159,161,437,0.368,68,173,0.393,93,264,0.352,0.446,84,104,0.808,21,84,105,200,45,8,97,103,474,"cjwatson"
"419",451,"Earl Watson\watsoea01","PG",32,"UTA",50,2,1033,54,160,0.338,10,52,0.192,44,108,0.407,0.369,31,46,0.674,30,91,121,217,54,22,85,105,149,"earlwatson"
"420",452,"Martell Webster\webstma02","SF",25,"MIN",47,26,1140,115,272,0.423,37,109,0.339,78,163,0.479,0.491,57,72,0.792,42,126,168,40,31,17,46,86,324,"martellwebster"
"421",453,"David West\westda01","PF",31,"IND",66,66,1925,349,716,0.487,2,9,0.222,347,707,0.491,0.489,142,176,0.807,118,315,433,140,52,46,93,160,842,"davidwest"
"422",454,"Delonte West\westde01","PG",28,"DAL",44,33,1060,166,360,0.461,27,76,0.355,139,284,0.489,0.499,62,70,0.886,13,88,101,139,58,11,76,67,421,"delontewest"
"423",455,"Russell Westbrook\westbru01","PG",23,"OKC",66,66,2331,578,1266,0.457,62,196,0.316,516,1070,0.482,0.481,340,413,0.823,96,205,301,362,112,21,239,147,1558,"russellwestbrook"
"424",456,"D.J. White\whitedj01","PF",25,"CHA",58,11,1098,174,353,0.493,1,1,1,173,352,0.491,0.494,43,61,0.705,50,159,209,47,17,23,43,94,392,"djwhite"
"425",457,"Hassan Whiteside\whiteha01","C",22,"SAC",18,0,109,12,27,0.444,0,0,NA,12,27,0.444,0.444,5,12,0.417,16,23,39,0,3,15,5,12,29,"hassanwhiteside"
"426",458,"Chris Wilcox\wilcoch01","C",29,"BOS",28,4,481,64,107,0.598,0,0,NA,64,107,0.598,0.598,24,39,0.615,38,84,122,12,11,9,30,64,152,"chriswilcox"
"427",459,"Damien Wilkins\wilkida02","SF",32,"DET",60,2,922,76,193,0.394,7,23,0.304,69,170,0.406,0.412,34,54,0.63,22,78,100,44,29,13,30,85,193,"damienwilkins"
"428",460,"Deron Williams\willide01","PG",27,"NJN",55,55,1999,391,961,0.407,115,342,0.336,276,619,0.446,0.467,257,305,0.843,23,160,183,481,67,20,219,121,1154,"deronwilliams"
"429",461,"Derrick Williams\willide02","PF",20,"MIN",66,15,1418,205,498,0.412,37,138,0.268,168,360,0.467,0.449,136,195,0.697,77,234,311,38,30,31,77,95,583,"derrickwilliams"
"430",462,"Elliot Williams\williel01","SG",22,"POR",24,0,149,37,74,0.5,8,27,0.296,29,47,0.617,0.554,6,18,0.333,7,12,19,6,6,3,5,18,88,"elliotwilliams"
"431",463,"Jordan Williams\willijo03","C",21,"NJN",43,5,635,77,152,0.507,0,0,NA,77,152,0.507,0.507,43,66,0.652,66,90,156,11,21,15,23,61,197,"jordanwilliams"
"432",464,"Lou Williams\willilo02","PG",25,"PHI",64,0,1682,318,782,0.407,83,229,0.362,235,553,0.425,0.46,237,292,0.812,30,125,155,221,53,18,71,90,956,"louwilliams"
"433",465,"Marvin Williams\willima02","SF",25,"ATL",57,37,1500,203,470,0.432,58,149,0.389,145,321,0.452,0.494,115,146,0.788,76,218,294,71,47,18,39,84,579,"marvinwilliams"
"434",466,"Mo Williams\willima01","SG",29,"LAC",52,1,1472,260,611,0.426,93,239,0.389,167,372,0.449,0.502,72,80,0.9,23,76,99,160,51,7,86,103,685,"mowilliams"
"435",467,"Reggie Williams\willire02","SF",25,"CHA",33,13,747,106,255,0.416,33,107,0.308,73,148,0.493,0.48,29,40,0.725,27,66,93,60,20,3,33,34,274,"reggiewilliams"
"436",469,"Shawne Williams\willish03","SF",25,"NJN",25,6,514,42,147,0.286,21,87,0.241,21,60,0.35,0.357,8,11,0.727,20,48,68,16,10,11,13,44,113,"shawnewilliams"
"437",470,"Shelden Williams\willish02","C",28,"NJN",58,35,1276,96,201,0.478,0,0,NA,96,201,0.478,0.478,76,104,0.731,141,209,350,35,47,39,66,149,268,"sheldenwilliams"
"438",472,"Metta World Peace\artesro01","SF",32,"LAL",64,45,1720,183,465,0.394,56,189,0.296,127,276,0.46,0.454,71,115,0.617,71,147,218,140,69,27,69,137,493,"mettaworldpeace"
"439",473,"Brandan Wright\wrighbr03","C",24,"DAL",49,0,791,144,233,0.618,0,1,0,144,232,0.621,0.618,52,82,0.634,62,112,174,13,22,63,21,61,340,"brandanwright"
"440",474,"Chris Wright\wrighch01","SF",23,"GSW",24,1,186,23,45,0.511,0,0,NA,23,45,0.511,0.511,24,31,0.774,19,26,45,4,7,13,8,22,70,"chriswright"
"441",475,"Dorell Wright\wrighdo01","SF",26,"GSW",61,61,1650,222,526,0.422,105,292,0.36,117,234,0.5,0.522,80,98,0.816,60,218,278,94,58,26,51,97,629,"dorellwright"
"442",478,"Thaddeus Young\youngth01","PF",23,"PHI",63,1,1755,348,687,0.507,1,4,0.25,347,683,0.508,0.507,111,144,0.771,137,188,325,74,64,41,55,127,808,"thaddeusyoung"
"443",28,"Leandro Barbosa\barbole01","SG",29,"TOT",64,0,1382,271,637,0.425,65,170,0.382,206,467,0.441,0.476,101,124,0.815,33,95,128,96,56,7,94,135,708,"leandrobarbosa"
"444",78,"Marcus Camby\cambyma01","C",37,"TOT",59,53,1352,128,287,0.446,2,5,0.4,126,282,0.447,0.449,29,64,0.453,157,373,530,107,50,85,57,126,287,"marcuscamby"
"445",80,"DeMarre Carroll\carrode01","SF-PF",25,"TOT",24,9,348,43,105,0.41,7,19,0.368,36,86,0.419,0.443,14,16,0.875,28,25,53,18,12,1,11,37,107,"demarrecarroll"
"446",95,"Brian Cook\cookbr01","PF",31,"TOT",32,0,276,31,98,0.316,10,50,0.2,21,48,0.438,0.367,9,10,0.9,10,53,63,10,6,5,11,48,81,"briancook"
"447",114,"Justin Dentmon\dentmju01","PG",26,"TOT",6,0,91,10,28,0.357,2,14,0.143,8,14,0.571,0.393,4,6,0.667,0,8,8,10,2,0,7,10,26,"justindentmon"
"448",116,"Boris Diaw\diawbo01","PF",29,"TOT",57,35,1424,156,351,0.444,31,99,0.313,125,252,0.496,0.489,22,35,0.629,70,210,280,205,34,25,112,125,365,"borisdiaw"
"449",130,"Monta Ellis\ellismo01","SG",26,"TOT",58,58,2120,450,1040,0.433,62,201,0.308,388,839,0.462,0.463,219,275,0.796,20,180,200,346,85,18,177,136,1181,"montaellis"
"450",138,"Christian Eyenga\eyengch01","SF",22,"TOT",7,0,102,6,25,0.24,1,3,0.333,5,22,0.227,0.26,4,8,0.5,4,10,14,5,3,5,3,7,17,"christianeyenga"
"451",146,"Derek Fisher\fishede01","PG",37,"TOT",63,43,1508,129,348,0.371,35,109,0.321,94,239,0.393,0.421,57,67,0.851,12,109,121,170,51,4,73,117,350,"derekfisher"
"452",147,"Jonny Flynn\flynnjo01","PG",22,"TOT",29,1,416,46,131,0.351,10,34,0.294,36,97,0.371,0.389,29,39,0.744,8,31,39,96,6,2,36,23,131,"jonnyflynn"
"453",151,"Courtney Fortson\fortsco01","PG",23,"TOT",10,0,95,11,32,0.344,3,13,0.231,8,19,0.421,0.391,10,15,0.667,6,9,15,10,3,0,10,5,35,"courtneyfortson"
"454",169,"Mickell Gladness\gladnmi01","PF",25,"TOT",26,7,252,25,59,0.424,0,0,NA,25,59,0.424,0.424,6,12,0.5,14,44,58,5,4,20,7,32,56,"mickellgladness"
"455",205,"J.J. Hickson\hicksjj01","PF",23,"TOT",54,19,1244,183,392,0.467,0,2,0,183,390,0.469,0.467,86,134,0.642,133,202,335,45,30,35,70,85,452,"jjhickson"
"456",207,"Nene Hilario\hilarne01","C",29,"TOT",39,33,1110,211,393,0.537,0,4,0,211,389,0.542,0.537,113,168,0.673,63,228,291,80,42,38,96,95,535,"nenehilario"
"457",210,"Jordan Hill\hilljo01","C",24,"TOT",39,8,551,82,165,0.497,0,3,0,82,162,0.506,0.497,30,47,0.638,61,125,186,16,14,27,31,71,194,"jordanhill"
"458",214,"Ryan Hollins\holliry01","C",27,"TOT",39,8,522,46,84,0.548,0,0,NA,46,84,0.548,0.548,39,75,0.52,34,48,82,9,5,17,35,78,131,"ryanhollins"
"459",221,"Lester Hudson\hudsole01","PG",27,"TOT",16,0,334,62,162,0.383,16,64,0.25,46,98,0.469,0.432,34,41,0.829,7,39,46,36,14,3,32,26,174,"lesterhudson"
"460",231,"Stephen Jackson\jacksst02","SF",33,"TOT",47,14,1212,159,425,0.374,49,170,0.288,110,255,0.431,0.432,94,114,0.825,22,141,163,118,54,13,103,99,461,"stephenjackson"
"461",237,"Richard Jefferson\jefferi01","SF",31,"TOT",63,44,1748,203,488,0.416,113,269,0.42,90,219,0.411,0.532,59,85,0.694,26,193,219,88,37,19,50,121,578,"richardjefferson"
"462",244,"Armon Johnson\johnsar02","PG",22,"TOT",9,0,124,20,43,0.465,1,3,0.333,19,40,0.475,0.477,6,6,1,1,12,13,11,5,0,6,9,47,"armonjohnson"
"463",246,"Chris Johnson\johnsch03","C",26,"TOT",27,0,175,20,41,0.488,0,0,NA,20,41,0.488,0.488,15,19,0.789,15,25,40,2,6,9,15,33,55,"chrisjohnson"
"464",256,"Solomon Jones\jonesso01","C-PF",27,"TOT",21,1,292,24,61,0.393,0,0,NA,24,61,0.393,0.393,19,23,0.826,32,26,58,9,9,11,18,43,67,"solomonjones"
"465",301,"JaVale McGee\mcgeeja01","C",24,"TOT",61,45,1535,307,552,0.556,0,0,NA,307,552,0.556,0.556,77,167,0.461,163,314,477,31,35,132,87,166,691,"javalemcgee"
"466",384,"Ramon Sessions\sessira01","PG",25,"TOT",64,23,1707,242,565,0.428,43,97,0.443,199,468,0.425,0.466,194,248,0.782,33,181,214,354,44,3,141,100,721,"ramonsessions"
"467",391,"Donald Sloan\sloando01","PG",24,"TOT",33,11,669,79,198,0.399,2,25,0.08,77,173,0.445,0.404,23,30,0.767,18,49,67,105,13,3,49,37,183,"donaldsloan"
"468",394,"Ish Smith\smithis01","PG",23,"TOT",26,1,234,31,81,0.383,3,9,0.333,28,72,0.389,0.401,7,10,0.7,7,28,35,41,15,2,13,15,72,"ishsmith"
"469",413,"Hasheem Thabeet\thabeha01","C",24,"TOT",20,3,139,11,21,0.524,0,0,NA,11,21,0.524,0.524,13,20,0.65,16,26,42,0,1,10,8,20,35,"hasheemthabeet"
"470",427,"Ronny Turiaf\turiaro01","C",29,"TOT",17,5,279,19,33,0.576,0,1,0,19,32,0.594,0.576,13,22,0.591,20,50,70,10,14,17,14,39,51,"ronnyturiaf"
"471",432,"Ekpe Udoh\udohek01","C",24,"TOT",61,11,1290,127,295,0.431,0,2,0,127,293,0.433,0.431,86,114,0.754,100,154,254,57,40,102,53,174,340,"ekpeudoh"
"472",434,"Ben Uzoh\uzohbe01","PG",23,"TOT",18,8,370,35,99,0.354,0,1,0,35,98,0.357,0.354,11,19,0.579,19,48,67,61,17,3,19,31,81,"benuzoh"
"473",446,"Gerald Wallace\wallage01","SF",29,"TOT",58,58,2076,287,632,0.454,46,150,0.307,241,482,0.5,0.491,180,225,0.8,87,299,386,164,85,36,111,145,800,"geraldwallace"
"474",447,"Luke Walton\waltolu01","PF-SF",31,"TOT",30,0,364,24,65,0.369,7,20,0.35,17,45,0.378,0.423,0,0,NA,13,36,49,35,5,1,27,41,55,"lukewalton"
"475",468,"Sean Williams\willise01","C",25,"TOT",11,0,107,14,22,0.636,0,0,NA,14,22,0.636,0.636,12,13,0.923,13,12,25,5,4,8,10,18,40,"seanwilliams"
"476",471,"Terrence Williams\willite01","SG",24,"TOT",30,0,550,85,198,0.429,16,46,0.348,69,152,0.454,0.47,27,46,0.587,13,89,102,65,20,7,43,35,213,"terrencewilliams"
"477",476,"Nick Young\youngni01","SG",26,"TOT",62,35,1729,316,784,0.403,103,282,0.365,213,502,0.424,0.469,144,169,0.852,31,102,133,56,44,17,83,141,879,"nickyoung"
"478",477,"Sam Young\youngsa01","SF",26,"TOT",35,2,375,45,127,0.354,5,17,0.294,40,110,0.364,0.374,19,26,0.731,20,42,62,15,17,6,16,23,114,"samyoung"
