"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"13",14,"Alan Anderson\anderal01","SG",33,"WAS",13,0,192,3.9,11.1,0.356,2.3,6.9,0.324,1.7,4.1,0.409,2.1,2.8,0.733,0.2,4.9,5.1,2.6,0.7,0.2,0.4,4.7,12.2,"alananderson"
"14",15,"James Anderson\anderja01","SG",26,"SAC",51,15,721,3.3,8.9,0.376,1.1,4.3,0.267,2.2,4.6,0.478,1.1,1.4,0.759,0.6,3.6,4.3,2,1,0.7,2.1,2.7,8.9,"jamesanderson"
"15",16,"Justin Anderson\anderju01","SF",22,"DAL",55,9,647,4,9.7,0.406,1.2,4.6,0.265,2.7,5.1,0.533,2.4,3.1,0.8,1,6.3,7.3,1.6,1.1,1.4,1.3,2.5,11.6,"justinanderson"
"16",17,"Kyle Anderson\anderky01","SF",22,"SAS",78,11,1245,4,8.5,0.468,0.3,1.1,0.324,3.6,7.5,0.488,1.8,2.4,0.747,0.7,6.3,7.1,3.6,1.7,0.8,1.7,2.8,10.1,"kyleanderson"
"17",18,"Ryan Anderson\anderry01","PF",27,"NOP",66,7,2008,7.1,16.7,0.427,2.3,6.4,0.366,4.8,10.2,0.466,3.6,4.1,0.873,2.3,4.8,7.1,1.3,0.7,0.4,1.6,2,20.2,"ryananderson"
"18",19,"Giannis Antetokounmpo\antetgi01","PG",21,"MIL",80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,"giannisantetokounmpo"
"19",20,"Thanasis Antetokounmpo\antetth01","SF",23,"NYK",2,0,6,18,24,0.75,0,6,0,18,18,1,0,0,NA,0,6,6,0,0,0,0,12,36,"thanasisantetokounmpo"
"20",21,"Carmelo Anthony\anthoca01","SF",31,"NYK",72,72,2530,8.1,18.6,0.434,1.5,4.4,0.339,6.6,14.2,0.463,4.8,5.7,0.829,1.4,6.5,7.9,4.3,0.9,0.5,2.5,2.6,22.4,"carmeloanthony"
"21",22,"Joel Anthony\anthojo01","C",33,"DET",19,0,96,2.3,3.7,0.6,0,0,NA,2.3,3.7,0.6,2.3,3,0.75,3,4.9,7.9,0.4,0.7,4.5,0.7,5.6,6.8,"joelanthony"
"22",23,"Keith Appling\applike01","PG",23,"ORL",5,0,27,2.7,10.7,0.25,0,4,0,2.7,6.7,0.4,2.7,2.7,1,0,1.3,1.3,1.3,1.3,0,4,6.7,8,"keithappling"
"23",24,"Trevor Ariza\arizatr01","SF",30,"HOU",81,81,2859,4.5,10.8,0.416,2.3,6.3,0.371,2.2,4.5,0.478,1.6,2,0.783,0.8,3.8,4.6,2.4,2,0.3,1.4,2.2,12.9,"trevorariza"
"24",25,"Darrell Arthur\arthuda01","PF",27,"DEN",70,16,1516,5.2,11.6,0.452,1.1,2.8,0.385,4.2,8.8,0.473,0.9,1.3,0.755,2,4.9,7,2.3,1.3,1.1,1.6,4.4,12.5,"darrellarthur"
"25",26,"Omer Asik\asikom01","C",29,"NOP",68,64,1178,3.2,6,0.533,0,0,NA,3.2,6,0.533,1.9,3.4,0.545,3.7,9,12.7,0.8,0.6,0.7,1.8,3.8,8.2,"omerasik"
"26",28,"Jeff Ayres\pendeje02","C",28,"LAC",17,0,107,4,7.7,0.522,0,0.3,0,4,7.4,0.545,2,2,1,1.3,6.1,7.4,1.7,0,1,2,6.1,10.1,"jeffayres"
"27",29,"Luke Babbitt\babbilu01","SF",26,"NOP",47,13,845,5.2,12.3,0.422,1.9,4.6,0.404,3.3,7.7,0.433,1.7,2.1,0.78,1.1,5.2,6.3,2.3,0.5,0.3,1,3.8,13.9,"lukebabbitt"
"28",30,"Cameron Bairstow\bairsca01","C",25,"CHI",18,2,103,4.5,14,0.325,0.3,1.7,0.2,4.2,12.2,0.343,2.4,2.8,0.875,1.4,8.4,9.8,2.1,0.7,1,1.4,6.6,11.9,"cameronbairstow"
"29",31,"Leandro Barbosa\barbole01","SG",33,"GSW",68,0,1079,5.7,12.3,0.462,1.3,3.7,0.355,4.4,8.7,0.508,1.7,2.1,0.839,0.9,3,3.9,2.7,1.5,0.3,1.8,3.6,14.4,"leandrobarbosa"
"30",32,"J.J. Barea\bareajo01","PG",31,"DAL",74,16,1667,6.8,15.4,0.446,2.2,5.6,0.385,4.7,9.7,0.481,1.6,2.1,0.771,0.6,2.7,3.3,6.5,0.6,0,2.4,2.4,17.4,"jjbarea"
"31",33,"Andrea Bargnani\bargnan01","C",30,"BRK",46,0,634,7.2,15.8,0.455,0.2,0.9,0.188,7,14.9,0.471,2.7,3.2,0.825,1.6,3.9,5.5,1,0.2,0.5,1.5,3.5,17.3,"andreabargnani"
"32",34,"Harrison Barnes\barneha02","SF",23,"GSW",66,59,2042,5.2,11.2,0.466,1.4,3.8,0.383,3.8,7.4,0.508,1.8,2.4,0.761,1.4,4.4,5.7,2.1,0.7,0.2,1,2.4,13.6,"harrisonbarnes"
"33",35,"Matt Barnes\barnema02","SF",35,"MEM",76,45,2190,4.3,11.4,0.381,2,6.1,0.322,2.4,5.3,0.449,1.8,2.3,0.804,1.4,5.5,6.9,2.7,1.3,0.9,2,3.8,12.5,"mattbarnes"
"34",36,"Will Barton\bartowi01","SG",25,"DEN",82,1,2353,6.5,15,0.432,1.7,5,0.345,4.8,10.1,0.476,3.3,4.1,0.806,0.9,6.4,7.3,3.1,1.1,0.6,2.1,2.2,18,"willbarton"
"35",37,"Brandon Bass\bassbr01","PF",30,"LAL",66,0,1342,4.7,8.5,0.549,0,0.1,0,4.7,8.5,0.552,3.4,4,0.845,2.8,4.9,7.6,2,0.9,1.5,1.1,3.4,12.7,"brandonbass"
"36",38,"Nicolas Batum\batumni01","SF",27,"CHO",70,70,2448,5.5,12.8,0.426,2,5.9,0.348,3.4,7,0.492,2.4,2.8,0.849,0.8,5.5,6.3,5.9,1,0.6,3,1.7,15.4,"nicolasbatum"
"37",39,"Jerryd Bayless\bayleje01","SG",27,"MIL",52,18,1505,4.4,10.5,0.423,2.4,5.5,0.437,2,4.9,0.408,1.7,2.2,0.778,0.5,2.9,3.4,3.9,1.1,0.3,1.7,2.7,12.9,"jerrydbayless"
"38",40,"Aron Baynes\baynear01","C",29,"DET",81,1,1233,5.7,11.2,0.505,0,0.1,0,5.7,11.2,0.508,3.7,4.8,0.764,4.1,7.1,11.2,1.5,0.6,1.5,2,4.4,15,"aronbaynes"
"39",41,"Kent Bazemore\bazemke01","SF",26,"ATL",75,68,2083,5.5,12.5,0.441,1.9,5.3,0.357,3.6,7.3,0.502,2.1,2.6,0.815,0.5,6.1,6.6,3,1.7,0.7,2.4,3,15.1,"kentbazemore"
"40",42,"Bradley Beal\bealbr01","SG",22,"WAS",55,35,1708,7.6,16.8,0.449,2.2,5.7,0.387,5.4,11.1,0.481,2.8,3.7,0.767,0.9,3.1,4,3.4,1.1,0.2,2.4,2.5,20.2,"bradleybeal"
"41",43,"Michael Beasley\beaslmi01","PF",27,"HOU",20,0,363,10.6,20.3,0.522,0.3,0.9,0.333,10.3,19.4,0.531,3.8,4.9,0.776,2.9,6.8,9.7,1.6,1.1,0.9,2.4,3.9,25.3,"michaelbeasley"
"42",44,"Marco Belinelli\belinma01","SG",29,"SAC",68,7,1672,5.3,13.7,0.386,2,6.4,0.306,3.3,7.3,0.456,2.5,3,0.833,0.2,2.3,2.5,2.7,0.8,0,1.7,2,15,"marcobelinelli"
"43",45,"Anthony Bennett\bennean01","PF",22,"TOR",19,0,84,3.4,11.6,0.296,1.3,6,0.214,2.1,5.6,0.385,3.9,4.3,0.9,2.6,7.3,9.9,0,2.1,0,1.7,3.4,12,"anthonybennett"
"44",46,"Patrick Beverley\beverpa01","PG",27,"HOU",71,63,2041,4.6,10.5,0.434,2.2,5.5,0.4,2.4,5,0.472,1.1,1.6,0.682,1.3,3.1,4.4,4.2,1.7,0.5,1.6,4.1,12.3,"patrickbeverley"
"45",47,"Bismack Biyombo\biyombi01","C",23,"TOR",82,22,1808,3.1,5.7,0.542,0,0,0,3.1,5.7,0.544,2.8,4.5,0.628,3.6,9.4,13,0.6,0.4,2.6,1.4,4.5,9,"bismackbiyombo"
"46",48,"Nemanja Bjelica\bjeline01","PF",27,"MIN",60,0,1075,3.7,7.9,0.468,1.6,4.2,0.384,2.1,3.7,0.564,1.3,1.8,0.727,1.6,5.4,7,2.8,0.9,0.7,1.6,5.2,10.3,"nemanjabjelica"
"47",49,"Tarik Black\blackta01","C",24,"LAL",39,0,496,4.1,7.5,0.548,0,0,NA,4.1,7.5,0.548,1.4,3.3,0.422,3.2,8.2,11.4,1.2,1,1.3,1.6,5.7,9.7,"tarikblack"
"48",50,"DeJuan Blair\blairde01","C",26,"WAS",29,0,218,4.6,11.2,0.412,0,0.2,0,4.6,11.1,0.418,0.8,2.1,0.385,3.3,6.1,9.4,1.8,1.3,0.3,2.5,8.8,10.1,"dejuanblair"
"49",51,"Steve Blake\blakest01","PG",35,"DET",58,2,986,3.4,8.8,0.388,1.9,5.5,0.344,1.5,3.2,0.461,0.6,0.7,0.8,0.3,2.9,3.2,7.3,0.9,0.2,3,2.6,9.3,"steveblake"
"50",52,"Eric Bledsoe\bledser01","PG",26,"PHO",31,31,1059,7.6,16.7,0.453,1.6,4.4,0.372,5.9,12.3,0.482,4.7,5.8,0.802,0.6,3.6,4.2,6.5,2.1,0.6,3.7,2.5,21.5,"ericbledsoe"
"51",53,"Bojan Bogdanovic\bogdabo02","SF",26,"BRK",79,39,2115,5.5,12.7,0.433,2.2,5.8,0.382,3.3,7,0.474,1.9,2.2,0.833,0.6,3.7,4.3,1.7,0.5,0.1,2,2,15.1,"bojanbogdanovic"
"52",54,"Andrew Bogut\bogutan01","C",31,"GSW",70,66,1451,4.3,6.9,0.627,0,0,1,4.3,6.9,0.626,0.6,1.2,0.48,3,9.2,12.2,4,0.8,2.8,2.1,5.5,9.3,"andrewbogut"
"53",55,"Matt Bonner\bonnema01","C",35,"SAS",30,2,206,5.1,10,0.509,2.6,5.9,0.441,2.4,4,0.609,0.5,0.7,0.75,0.5,4.2,4.7,1.6,1,0.2,0.5,2.8,13.3,"mattbonner"
"54",56,"Devin Booker\bookede01","SG",19,"PHO",76,51,2108,6.3,14.8,0.423,1.7,4.9,0.343,4.6,9.9,0.464,3.7,4.4,0.84,0.5,2.7,3.2,3.4,0.8,0.3,2.7,3.8,17.9,"devinbooker"
"55",57,"Trevor Booker\booketr01","PF",28,"UTA",79,2,1632,4.2,8.6,0.49,0.3,0.9,0.293,3.9,7.7,0.513,1.6,2.3,0.67,3.7,6.3,10,1.9,1.3,0.9,1.8,3.7,10.2,"trevorbooker"
"56",58,"Chris Bosh\boshch01","PF",31,"MIA",53,53,1778,7.2,15.5,0.467,1.6,4.5,0.365,5.6,11,0.508,4.3,5.4,0.795,1,6.9,7.9,2.6,0.7,0.7,1.6,2,20.4,"chrisbosh"
"57",59,"Avery Bradley\bradlav01","SG",25,"BOS",76,72,2536,6.5,14.5,0.447,2.1,5.8,0.361,4.4,8.7,0.505,1.4,1.7,0.78,0.7,2.4,3.1,2.2,1.7,0.3,1.5,2.3,16.4,"averybradley"
"58",60,"Elton Brand\brandel01","C",36,"PHI",17,1,225,5,11.5,0.431,0,0.2,0,5,11.4,0.437,1.3,1.4,0.889,1.4,8.6,10.1,2.9,1.4,1.3,1.8,5.1,11.2,"eltonbrand"
"59",61,"Corey Brewer\breweco01","SF",29,"HOU",82,12,1669,4.6,11.9,0.384,1.3,4.8,0.272,3.3,7.1,0.46,2.3,3,0.75,0.9,3.4,4.3,2.4,1.8,0.4,1.7,3.6,12.7,"coreybrewer"
"60",62,"Aaron Brooks\brookaa01","PG",31,"CHI",69,0,1108,6.1,15.2,0.401,2.1,6,0.357,4,9.2,0.43,1.6,2.1,0.766,0.7,2.6,3.3,5.8,1,0.3,2.7,4.3,16,"aaronbrooks"
"61",63,"Anthony Brown\brownan02","SF",23,"LAL",29,11,599,2.3,7.6,0.31,1.2,4.2,0.286,1.1,3.4,0.339,1,1.2,0.85,0.5,3.7,4.2,1.1,0.8,0.3,0.9,2,6.9,"anthonybrown"
"62",64,"Lorenzo Brown\brownlo01","PG",25,"PHO",8,0,61,4.7,14.8,0.32,0.6,4.7,0.125,4.1,10,0.412,1.8,2.4,0.75,0,4.1,4.1,6.5,1.8,0.6,5.3,2.4,11.8,"lorenzobrown"
"63",65,"Markel Brown\brownma02","SG",24,"BRK",62,6,982,4.7,11.8,0.394,1.4,4.4,0.314,3.3,7.4,0.443,2.6,3.4,0.755,0.8,3.6,4.5,3.3,1.4,0.5,2,3.4,13.3,"markelbrown"
"64",66,"Kobe Bryant\bryanko01","SF",37,"LAL",66,66,1863,7.7,21.5,0.358,2.6,9,0.285,5.1,12.5,0.41,4.5,5.4,0.826,0.8,4,4.8,3.6,1.2,0.3,2.5,2.2,22.4,"kobebryant"
"65",68,"Reggie Bullock\bullore01","SF",24,"DET",37,0,429,3.6,8.2,0.439,1.8,4.4,0.415,1.8,3.8,0.467,1.2,1.3,0.933,1.2,4.5,5.7,2.3,0.8,0.2,0.7,2.4,10.2,"reggiebullock"
"66",69,"Trey Burke\burketr01","PG",23,"UTA",64,0,1366,6.9,16.7,0.413,2.3,6.7,0.344,4.6,10,0.46,1.8,2.2,0.817,0.5,2.5,3,3.9,0.9,0.2,2.1,2.3,17.9,"treyburke"
"67",70,"Alec Burks\burksal01","SG",24,"UTA",31,3,797,6.2,15.1,0.41,1.4,3.6,0.405,4.7,11.5,0.412,4.8,6.4,0.752,0.7,4.2,4.9,2.8,0.8,0.2,2.3,3.2,18.6,"alecburks"
"68",71,"Caron Butler\butleca01","SF",35,"SAC",17,1,176,5.1,12.1,0.424,0.6,3.7,0.167,4.5,8.4,0.537,2,2.5,0.833,1,3.5,4.5,2,1.8,0.2,0.6,3.9,12.9,"caronbutler"
"69",72,"Jimmy Butler\butleji01","SG",26,"CHI",67,67,2474,6.8,15.1,0.454,0.9,3,0.312,5.9,12.1,0.489,5.7,6.9,0.832,1.1,4.1,5.2,4.7,1.6,0.6,1.9,1.8,20.4,"jimmybutler"
"70",73,"Rasual Butler\butlera01","SF",36,"SAS",46,0,432,4.1,8.7,0.471,1.2,4.1,0.306,2.8,4.6,0.618,0.9,1.3,0.688,0.2,4.4,4.7,2,1.1,1.9,0.7,0.9,10.3,"rasualbutler"
"71",74,"Bruno Caboclo\cabocbr01","SF",20,"TOR",6,1,43,0.8,10,0.083,0.8,5.9,0.143,0,4.2,0,0,0,NA,0.8,0.8,1.7,0.8,1.7,0.8,3.3,1.7,2.5,"brunocaboclo"
"72",75,"Jose Calderon\caldejo01","PG",34,"NYK",72,72,2024,3.7,8.1,0.459,1.5,3.6,0.414,2.2,4.5,0.496,0.7,0.9,0.875,0.4,3.7,4.1,5.3,1.1,0.1,1.5,2.4,9.7,"josecalderon"
"73",76,"Kentavious Caldwell-Pope\caldwke01","SG",22,"DET",76,76,2789,5.2,12.4,0.42,1.5,4.8,0.309,3.7,7.6,0.489,2.4,2.9,0.811,0.9,2.7,3.6,1.8,1.4,0.2,1.4,2.2,14.3,"kentaviouscaldwellpope"
"74",77,"Isaiah Canaan\canaais01","SG",24,"PHI",77,39,1966,4.8,13.2,0.36,3.2,8.9,0.363,1.5,4.3,0.354,2.7,3.3,0.833,0.4,2.8,3.2,2.5,1,0.2,1.7,2.4,15.5,"isaiahcanaan"
"75",78,"Clint Capela\capelca01","C",21,"HOU",77,35,1471,5.7,9.7,0.582,0,0,0,5.7,9.7,0.583,2,5.2,0.379,4.7,7.3,12.1,1.2,1.4,2.3,1.5,4.6,13.3,"clintcapela"
"76",79,"DeMarre Carroll\carrode01","SF",29,"TOR",26,22,786,4.8,12.4,0.389,2.1,5.4,0.39,2.7,7,0.388,1.4,2.3,0.6,1.4,4.2,5.6,1.2,2,0.3,1.3,2.9,13.1,"demarrecarroll"
"77",80,"Vince Carter\cartevi01","SG",39,"MEM",60,3,1005,4.8,12.3,0.388,2.1,6.1,0.349,2.7,6.2,0.425,2.5,3,0.833,1.1,4.1,5.2,2,1.4,0.6,1.3,3.6,14.1,"vincecarter"
"78",81,"Michael Carter-Williams\cartemi01","PG",24,"MIL",54,37,1649,5.5,12.1,0.452,0.3,1.2,0.273,5.2,10.9,0.472,2.3,3.5,0.654,1,5,6,6.1,1.7,0.9,3.3,3.5,13.6,"michaelcarterwilliams"
"79",82,"Omri Casspi\casspom01","SF",27,"SAC",69,21,1880,5.7,11.9,0.481,2.1,5.2,0.409,3.6,6.7,0.537,2,3,0.648,1.1,6.7,7.9,1.8,1.1,0.3,1.8,2.9,15.6,"omricasspi"
"80",83,"Willie Cauley-Stein\caulewi01","C",22,"SAC",66,39,1412,4.9,8.6,0.563,0,0.1,0,4.9,8.6,0.567,2.1,3.2,0.648,3.4,5.6,9,0.9,1.2,1.7,1.2,3.7,11.8,"williecauleystein"
"81",85,"Tyson Chandler\chandty01","C",33,"PHO",66,60,1618,4.1,7,0.583,0,0,0,4.1,7,0.585,2.4,3.8,0.62,3.9,8.9,12.8,1.4,0.8,1,2.1,3.2,10.5,"tysonchandler"
"82",86,"Rakeem Christmas\chrisra01","PF",24,"IND",1,0,6,12,12,1,0,0,NA,12,12,1,0,0,NA,6,0,6,0,0,0,0,6,24,"rakeemchristmas"
"83",87,"Ian Clark\clarkia01","SG",24,"GSW",66,1,578,5.5,12.6,0.441,1.9,5.2,0.357,3.7,7.3,0.5,1.7,2.1,0.824,0.8,3.4,4.2,4,1.1,0.8,2.7,3.6,14.7,"ianclark"
"84",88,"Coty Clarke\clarkco01","SF",23,"BOS",3,0,6,12,24,0.5,12,12,1,0,12,0,0,0,NA,0,6,6,0,0,0,6,0,36,"cotyclarke"
"85",89,"Jordan Clarkson\clarkjo01","SG",23,"LAL",79,79,2552,6.7,15.5,0.433,1.6,4.5,0.347,5.1,11,0.468,2.3,2.9,0.804,1.3,3.1,4.4,2.7,1.2,0.1,1.9,2.4,17.3,"jordanclarkson"
"86",90,"Norris Cole\coleno01","PG",27,"NOP",45,23,1198,5.9,14.5,0.405,1,3.1,0.324,4.9,11.5,0.427,1.6,2,0.8,0.3,4.2,4.5,5,1.1,0.2,2.3,3.1,14.3,"norriscole"
"87",91,"Darren Collison\collida01","PG",28,"SAC",74,15,2219,6.1,12.6,0.486,1.4,3.5,0.401,4.7,9.1,0.519,3.1,3.7,0.858,0.5,2.3,2.7,5.2,1.2,0.1,2.1,2.3,16.8,"darrencollison"
"88",92,"Nick Collison\collini01","PF",35,"OKC",59,4,699,2.6,5.6,0.459,0,0.1,0,2.6,5.5,0.467,1.2,1.7,0.697,3.5,5.3,8.8,2.7,0.8,0.8,2.6,5.5,6.3,"nickcollison"
"89",93,"Mike Conley\conlemi01","PG",28,"MEM",56,56,1761,6,14.2,0.422,1.6,4.4,0.363,4.4,9.8,0.449,3.9,4.7,0.834,0.5,2.8,3.4,7,1.4,0.3,1.7,2,17.5,"mikeconley"
"90",94,"Pat Connaughton\connapa01","SG",23,"POR",34,0,143,3.3,12.3,0.265,1.3,5.3,0.238,2,7,0.286,1.3,1.3,1,2.8,5.3,8.1,2.5,0.5,0,2.5,1.5,9.1,"patconnaughton"
"91",95,"Chris Copeland\copelch01","PF",31,"MIL",24,1,156,3.9,11.8,0.333,2.3,8.3,0.278,1.6,3.5,0.467,1.4,1.6,0.857,0.2,2.1,2.3,2.5,0.5,0,1.4,3.9,11.5,"chriscopeland"
"92",97,"DeMarcus Cousins\couside01","C",25,"SAC",65,65,2246,9.6,21.3,0.451,1.1,3.4,0.333,8.5,18,0.473,7.6,10.6,0.718,2.5,9.4,12,3.4,1.6,1.5,4,3.8,28,"demarcuscousins"
"93",98,"Robert Covington\covinro01","SF",25,"PHI",67,49,1903,5.2,13.5,0.385,3.2,9.1,0.353,2,4.4,0.452,2.6,3.3,0.791,1.2,6.7,7.9,1.8,2,0.8,2.7,4.4,16.2,"robertcovington"
"94",99,"Allen Crabbe\crabbal01","SG",23,"POR",81,8,2105,5.3,11.6,0.459,1.9,4.9,0.393,3.4,6.7,0.506,1.7,1.9,0.867,0.5,3.2,3.7,1.7,1.1,0.3,1.1,3.3,14.2,"allencrabbe"
"95",100,"Jamal Crawford\crawfja01","SG",35,"LAC",79,5,2126,6.4,15.9,0.404,2,5.8,0.34,4.4,10.1,0.44,4.1,4.6,0.904,0.3,2.1,2.5,3.1,0.9,0.2,1.9,2.1,19,"jamalcrawford"
"96",101,"Jae Crowder\crowdja01","SF",25,"BOS",73,73,2308,5.6,12.7,0.443,1.9,5.7,0.336,3.7,7,0.529,3.1,3.7,0.82,1.1,4.7,5.8,2.1,2,0.5,1.3,3.1,16.2,"jaecrowder"
"97",102,"Dante Cunningham\cunnida01","SF",28,"NOP",80,46,1971,3.4,7.5,0.451,1,3.2,0.316,2.4,4.3,0.55,1,1.5,0.695,1,3.3,4.3,1.4,0.8,0.6,0.7,3.2,8.8,"dantecunningham"
"98",104,"Seth Curry\curryse01","PG",25,"SAC",44,9,692,5.3,11.7,0.455,2.6,5.8,0.45,2.7,5.9,0.46,2.3,2.8,0.833,0.5,2.7,3.1,3.5,1.1,0.2,1.9,2.1,15.6,"sethcurry"
"99",105,"Stephen Curry\curryst01","PG",27,"GSW",79,79,2700,10.7,21.3,0.504,5.4,11.8,0.454,5.4,9.5,0.566,4.8,5.3,0.908,0.9,4.8,5.7,7,2.3,0.2,3.5,2.1,31.7,"stephencurry"
"100",106,"Troy Daniels\danietr01","SG",24,"CHO",43,0,476,6.7,14.1,0.476,4.5,9.2,0.484,2.3,4.9,0.462,0.4,0.7,0.556,0.5,3.8,4.3,1.6,0.8,0.2,1.8,3,18.3,"troydaniels"
"101",107,"Anthony Davis\davisan02","C",22,"NOP",61,61,2164,9.3,18.9,0.493,0.6,1.8,0.324,8.7,17.1,0.511,5.4,7.2,0.758,2.2,8.3,10.4,1.9,1.3,2.1,2,2.5,24.6,"anthonydavis"
"102",108,"Ed Davis\davised01","PF",26,"POR",81,0,1684,4.4,7.2,0.611,0,0,NA,4.4,7.2,0.611,2.4,4.4,0.559,4.8,8,12.8,1.9,1.2,1.5,1.4,4.3,11.2,"eddavis"
"103",109,"Branden Dawson\dawsobr01","PF",22,"LAC",6,0,29,2.5,6.2,0.4,0,0,NA,2.5,6.2,0.4,1.2,1.2,1,2.5,2.5,5,0,0,1.2,0,2.5,6.2,"brandendawson"
"104",110,"Dewayne Dedmon\dedmode01","C",26,"ORL",58,20,705,5.1,9,0.559,0,0,NA,5.1,9,0.559,2.9,3.9,0.75,3.4,8.2,11.6,0.7,1.1,2.3,1.6,5.6,13,"dewaynededmon"
"105",111,"Bryce Dejean-Jones\dejeabr01","SG",23,"NOP",14,11,279,3.6,8.9,0.406,1.5,4.1,0.375,2.1,4.8,0.432,1.4,2.7,0.524,1,5.2,6.2,1.9,1.3,0.3,1.4,2.2,10.2,"brycedejeanjones"
"106",112,"Sam Dekker\dekkesa01","SF",21,"HOU",3,0,6,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,6,6,0,6,0,0,0,0,"samdekker"
"107",113,"Matthew Dellavedova\dellama01","PG",25,"CLE",76,14,1867,4,9.9,0.405,1.9,4.6,0.41,2.1,5.2,0.401,1.1,1.3,0.864,0.6,2.5,3.1,6.5,0.8,0.2,2.2,3.4,11,"matthewdellavedova"
"108",114,"Luol Deng\denglu01","PF",30,"MIA",74,73,2394,5.1,11.2,0.455,1.3,3.8,0.344,3.8,7.4,0.513,2.2,2.9,0.755,1.6,5,6.7,2.1,1.1,0.4,1.2,1.8,13.7,"luoldeng"
"109",115,"DeMar DeRozan\derozde01","SG",26,"TOR",78,78,2804,7.9,17.7,0.446,0.6,1.8,0.338,7.3,15.9,0.458,7.1,8.4,0.85,0.8,3.7,4.5,4,1,0.3,2.2,2.1,23.5,"demarderozan"
"110",116,"Boris Diaw\diawbo01","PF",33,"SAS",76,4,1386,5.2,9.9,0.527,0.6,1.8,0.362,4.6,8.2,0.564,1.5,2,0.737,1.5,4.5,6.1,4.6,0.7,0.5,2.5,2.6,12.6,"borisdiaw"
"111",117,"Gorgui Dieng\dienggo01","C",26,"MIN",82,39,2220,5,9.4,0.532,0.1,0.3,0.3,4.9,9.1,0.54,3.3,4,0.827,2.5,6.9,9.5,2.3,1.5,1.6,2.3,3.6,13.4,"gorguidieng"
