Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
9,LaMarcus Aldridge\aldrila01,PF,29,POR,71,71,2512,13.4,28.7,.466,0.8,2.1,.352,12.6,26.6,.475,6.2,7.3,.845,3.6,11.1,14.7,2.5,1.0,1.4,2.5,2.5,33.7,,108,102
10,Lavoy Allen\allenla01,C,25,IND,63,0,1070,6.8,14.4,.472,0.0,0.0,,6.8,14.4,.472,1.6,2.3,.702,5.9,9.6,15.6,3.5,0.7,2.0,1.9,4.9,15.2,,109,102
11,Tony Allen\allento01,SG,33,MEM,63,41,1648,7.1,14.4,.495,0.3,0.9,.345,6.8,13.5,.505,2.5,4.0,.627,3.3,5.6,8.9,2.7,4.1,1.0,2.7,5.3,17.1,,103,98
12,Al-Farouq Aminu\aminual01,SF,24,DAL,74,3,1366,5.4,13.2,.412,1.3,4.6,.274,4.2,8.6,.485,3.1,4.4,.712,4.2,8.4,12.6,2.2,2.6,2.3,2.0,5.1,15.2,,107,102
13,Lou Amundson\amundlo01,PF,32,TOT,53,35,937,6.1,14.3,.427,0.0,0.1,.000,6.1,14.3,.429,2.3,4.9,.471,5.3,9.8,15.0,3.9,1.2,2.9,3.5,7.1,14.5,,92,106
13,Lou Amundson\amundlo01,PF,32,CLE,12,0,79,2.6,7.9,.333,0.0,0.0,,2.6,7.9,.333,2.0,3.3,.600,3.3,9.9,13.2,3.3,0.7,0.0,3.3,7.2,7.2,,84,107
13,Lou Amundson\amundlo01,PF,32,NYK,41,35,858,6.4,14.9,.432,0.0,0.1,.000,6.4,14.8,.434,2.3,5.0,.463,5.5,9.8,15.2,4.0,1.3,3.2,3.5,7.1,15.2,,92,106
14,Chris Andersen\anderch01,C,36,MIA,60,20,1132,5.6,9.7,.580,0.2,0.6,.308,5.4,9.0,.598,3.5,5.3,.667,3.5,10.4,13.9,2.0,1.2,2.8,1.9,4.1,14.9,,121,103
15,Alan Anderson\anderal01,SG,32,BRK,74,19,1744,5.8,13.1,.443,2.2,6.2,.348,3.6,6.8,.530,2.4,3.0,.812,0.9,5.1,6.1,2.5,1.7,0.1,1.8,4.4,16.2,,109,109
16,Kyle Anderson\anderky01,SF,21,SAS,33,8,358,4.4,12.7,.348,0.4,1.6,.273,4.0,11.2,.359,1.3,2.0,.643,0.7,9.6,10.3,4.0,2.1,1.0,1.4,4.0,10.6,,87,100
17,Ryan Anderson\anderry01,PF,26,NOP,61,5,1675,9.1,22.9,.399,3.8,11.3,.340,5.3,11.6,.457,4.0,4.7,.854,3.4,5.9,9.3,1.7,1.0,0.6,1.9,3.5,26.1,,109,110
18,Giannis Antetokounmpo\antetgi01,SG,20,MIL,81,71,2541,7.7,15.7,.491,0.1,0.9,.159,7.5,14.8,.511,5.2,7.0,.741,2.0,8.9,10.9,4.2,1.5,1.7,3.5,5.1,20.7,,105,101
19,Carmelo Anthony\anthoca01,SF,30,NYK,40,40,1428,13.2,29.7,.444,2.2,6.6,.341,10.9,23.1,.474,7.0,8.7,.797,2.7,7.1,9.7,4.5,1.5,0.6,3.3,3.2,35.6,,106,110
20,Joel Anthony\anthojo01,C,32,DET,49,0,406,4.6,7.9,.581,0.0,0.0,,4.6,7.9,.581,1.9,2.8,.682,4.1,7.8,11.8,0.6,1.5,6.2,1.5,7.0,11.1,,119,100
21,Pero Antic\anticpe01,C,32,ATL,63,3,1037,5.3,14.6,.365,2.6,8.5,.301,2.8,6.1,.455,4.3,6.1,.715,2.9,6.5,9.3,2.4,0.9,0.7,2.4,6.5,17.5,,102,106
22,Trevor Ariza\arizatr01,SF,29,HOU,82,82,2930,6.2,15.4,.402,3.3,9.4,.350,2.9,6.0,.485,2.1,2.4,.853,1.3,6.5,7.8,3.5,2.6,0.3,2.4,3.2,17.8,,107,103
23,Darrell Arthur\arthuda01,PF,26,DEN,58,4,988,7.8,19.4,.404,1.3,5.6,.236,6.5,13.9,.471,2.3,3.0,.780,2.7,6.0,8.6,2.9,2.4,1.3,2.4,7.4,19.3,,97,106
24,Omer Asik\asikom01,C,28,NOP,76,76,1982,5.6,10.9,.517,0.0,0.0,,5.6,10.9,.517,3.5,6.0,.582,6.5,13.4,19.8,1.9,0.8,1.4,2.5,3.8,14.8,,112,105
25,D.J. Augustin\augusdj01,PG,27,TOT,82,14,1964,6.7,16.9,.399,2.2,6.4,.337,4.6,10.4,.436,4.6,5.3,.868,0.5,3.7,4.2,9.2,1.3,0.1,3.8,2.4,20.2,,107,110
25,D.J. Augustin\augusdj01,PG,27,DET,54,13,1287,7.6,18.5,.410,2.0,6.0,.327,5.6,12.5,.450,5.9,6.8,.870,0.5,3.5,4.0,10.6,1.3,0.1,4.4,2.5,23.1,,108,110
25,D.J. Augustin\augusdj01,PG,27,OKC,28,1,677,5.1,13.8,.371,2.5,7.1,.354,2.6,6.7,.389,2.3,2.7,.861,0.5,4.0,4.5,6.5,1.2,0.1,2.6,2.4,15.0,,105,110
26,Jeff Ayres\pendeje02,PF,27,SAS,51,0,383,7.4,12.7,.579,0.0,0.0,,7.4,12.7,.579,3.6,4.8,.750,4.9,10.7,15.6,1.9,1.1,1.1,3.5,8.0,18.3,,112,101
27,Luke Babbitt\babbilu01,SF,25,NOP,63,19,830,5.8,12.2,.479,3.7,7.3,.513,2.1,4.9,.429,0.8,1.2,.684,0.8,6.3,7.0,1.5,1.1,0.7,1.6,4.0,16.2,,117,110
28,Cameron Bairstow\bairsca01,PF,24,CHI,18,1,64,2.4,11.3,.214,0.0,0.0,,2.4,11.3,.214,3.2,4.0,.800,4.9,1.6,6.5,0.8,1.6,0.8,2.4,6.5,8.1,,77,108
29,Leandro Barbosa\barbole01,SG,32,GSW,66,1,982,9.1,19.2,.474,2.1,5.6,.384,7.0,13.6,.511,2.9,3.7,.784,1.1,3.4,4.5,4.9,2.0,0.4,2.2,4.3,23.2,,111,104
30,J.J. Barea\bareajo01,PG,30,DAL,77,10,1362,8.3,19.8,.420,2.0,6.2,.323,6.3,13.7,.463,2.8,3.5,.809,0.9,4.1,5.0,9.7,1.2,0.0,2.6,3.9,21.5,,109,110
31,Andrea Bargnani\bargnan01,C,29,NYK,29,22,785,11.0,24.2,.454,1.0,2.7,.366,10.0,21.5,.466,5.8,7.2,.813,2.1,6.4,8.5,3.1,0.1,1.8,2.8,3.6,28.8,,104,113
32,Harrison Barnes\barneha02,SF,22,GSW,82,82,2318,6.7,13.8,.482,1.8,4.5,.405,4.8,9.3,.519,2.3,3.2,.720,2.5,7.1,9.5,2.4,1.3,0.4,1.5,3.1,17.4,,116,104
33,Matt Barnes\barnema02,SF,34,LAC,76,74,2271,6.2,13.9,.444,3.0,8.4,.362,3.1,5.5,.569,1.7,2.1,.779,1.1,5.6,6.7,2.5,1.5,1.1,1.9,5.4,17.1,,108,107
34,Earl Barron\barroea01,C,33,PHO,16,1,143,4.2,13.6,.308,0.7,1.4,.500,3.5,12.2,.286,2.1,4.2,.500,4.9,4.9,9.8,1.7,1.4,0.7,1.7,9.1,11.2,,87,108
35,Will Barton\bartowi01,SG,24,TOT,58,0,983,7.7,18.0,.425,1.2,4.3,.271,6.5,13.7,.474,3.8,4.8,.787,1.3,7.0,8.3,4.1,2.5,1.0,3.1,3.6,20.3,,99,105
35,Will Barton\bartowi01,SG,24,POR,30,0,300,6.5,17.0,.380,0.7,3.1,.222,5.8,13.9,.415,1.7,2.5,.667,0.5,5.3,5.8,4.6,2.4,0.7,2.9,3.4,15.3,,86,103
35,Will Barton\bartowi01,SG,24,DEN,28,0,683,8.2,18.5,.443,1.4,4.9,.284,6.8,13.6,.500,4.7,5.8,.810,1.7,7.7,9.4,3.9,2.5,1.1,3.2,3.7,22.4,,104,106
36,Brandon Bass\bassbr01,PF,29,BOS,82,43,1929,8.9,17.7,.504,0.2,0.8,.281,8.7,16.9,.515,4.4,5.6,.790,3.6,6.7,10.3,2.7,1.1,0.8,2.2,3.6,22.5,,112,106
37,Nicolas Batum\batumni01,SF,26,POR,71,71,2380,5.1,12.8,.400,2.1,6.6,.324,3.0,6.2,.481,1.8,2.1,.857,1.3,7.6,8.9,7.3,1.7,0.9,2.8,2.3,14.2,,106,103
38,Jerryd Bayless\bayleje01,PG,26,MIL,77,4,1717,6.5,15.3,.426,1.1,3.6,.308,5.4,11.8,.462,3.6,4.1,.883,0.7,5.6,6.3,6.9,1.8,0.4,4.0,4.8,17.8,,99,104
39,Aron Baynes\baynear01,C,28,SAS,70,17,1122,8.4,14.9,.566,0.0,0.2,.250,8.4,14.7,.570,4.1,4.7,.865,5.0,9.5,14.5,1.6,0.7,1.0,3.0,7.4,21.0,,116,103
40,Kent Bazemore\bazemke01,SG,25,ATL,75,10,1324,5.4,12.8,.426,1.9,5.1,.364,3.6,7.7,.467,2.3,3.9,.600,0.8,7.8,8.6,3.0,2.0,1.3,2.8,4.9,15.1,,94,102
41,Bradley Beal\bealbr01,SG,21,WAS,63,59,2107,8.8,20.7,.427,2.6,6.3,.409,6.2,14.4,.434,3.2,4.0,.783,1.4,4.5,5.9,4.7,1.8,0.4,3.0,3.3,23.4,,102,105
42,Michael Beasley\beaslmi01,PF,26,MIA,24,1,505,9.6,22.2,.434,0.8,3.6,.235,8.8,18.6,.472,2.1,2.7,.769,1.3,8.1,9.3,3.3,1.6,1.4,3.9,6.9,22.2,,89,106
43,Marco Belinelli\belinma01,SG,28,SAS,62,9,1388,7.3,17.3,.423,3.2,8.5,.374,4.2,8.9,.471,3.1,3.7,.848,1.0,4.8,5.8,3.5,1.1,0.1,2.2,3.1,20.9,,107,106
44,Jerrelle Benimon\benimje01,PF,23,UTA,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,17.7,35.4,53.1,0.0,0.0,0.0,17.7,0.0,0.0,,46,93
45,Anthony Bennett\bennean01,PF,21,MIN,57,3,894,7.1,16.9,.421,0.4,1.3,.304,6.7,15.6,.431,2.3,3.6,.641,3.0,9.3,12.3,2.7,1.5,0.9,2.0,4.9,16.9,,96,111
46,Patrick Beverley\beverpa01,PG,26,HOU,56,55,1727,5.9,15.3,.383,3.3,9.3,.356,2.6,6.0,.426,1.3,1.7,.750,1.9,4.9,6.8,5.5,1.7,0.7,2.4,5.2,16.4,,107,106
47,Sim Bhullar\bhullsi01,C,22,SAC,3,0,3,16.8,33.6,.500,0.0,0.0,,16.8,33.6,.500,0.0,0.0,,0.0,16.8,16.8,16.8,0.0,16.8,0.0,0.0,33.6,,124,88
48,Bismack Biyombo\biyombi01,C,22,CHO,64,21,1243,4.2,7.7,.543,0.0,0.0,,4.2,7.7,.543,4.2,7.3,.583,6.6,10.3,16.9,0.7,0.7,4.1,2.2,5.8,12.6,,115,99
49,Tarik Black\blackta01,C,23,TOT,63,39,1196,6.6,11.6,.575,0.0,0.0,.000,6.6,11.5,.577,2.8,5.0,.551,6.0,9.6,15.6,1.8,0.8,1.0,2.0,6.7,16.0,,118,108
49,Tarik Black\blackta01,C,23,HOU,25,12,393,5.7,10.5,.542,0.0,0.1,.000,5.7,10.4,.549,1.9,3.7,.517,7.3,8.7,16.1,1.0,0.8,0.3,2.4,7.1,13.3,,112,105
49,Tarik Black\blackta01,C,23,LAL,38,27,803,7.1,12.1,.589,0.0,0.0,,7.1,12.1,.589,3.2,5.7,.562,5.3,10.0,15.3,2.2,0.8,1.4,1.8,6.5,17.4,,121,110
50,DeJuan Blair\blairde01,PF,25,WAS,29,0,180,7.4,16.2,.456,0.0,0.0,,7.4,16.2,.456,1.1,1.7,.667,4.6,11.4,15.9,0.9,2.0,0.3,3.7,11.7,15.9,,88,100
51,Steve Blake\blakest01,PG,34,POR,81,0,1529,4.1,10.9,.373,2.6,7.3,.352,1.5,3.6,.417,1.0,1.4,.707,0.5,4.0,4.6,9.6,1.4,0.2,3.5,3.9,11.7,,103,107
52,Eric Bledsoe\bledser01,PG,25,PHO,81,81,2800,8.3,18.6,.447,1.6,4.8,.324,6.8,13.8,.491,6.3,7.9,.800,1.3,6.2,7.5,8.8,2.3,0.8,4.9,3.4,24.5,,107,106
53,Vander Blue\blueva01,SG,22,LAL,2,1,74,6.2,20.7,.300,1.4,6.9,.200,4.8,13.8,.350,1.4,3.5,.400,1.4,4.8,6.2,5.5,2.1,0.0,4.1,2.8,15.2,,72,112
54,Bojan Bogdanovic\bogdabo02,SF,25,BRK,78,28,1854,7.3,16.1,.453,2.5,7.1,.355,4.7,8.9,.531,2.4,3.0,.821,1.4,4.6,5.9,1.9,0.9,0.3,2.2,2.9,19.5,,106,111
55,Andrew Bogut\bogutan01,C,30,GSW,67,65,1583,6.2,11.0,.563,0.0,0.0,,6.2,11.0,.563,0.7,1.3,.524,4.4,12.4,16.8,5.6,1.2,3.5,3.3,5.8,13.0,,110,97
56,Matt Bonner\bonnema01,PF,34,SAS,72,19,935,5.1,12.6,.409,2.5,6.9,.365,2.6,5.7,.462,1.6,2.0,.811,1.6,4.7,6.3,2.6,0.5,0.7,0.6,3.6,14.5,,116,107
57,Trevor Booker\booketr01,PF,27,UTA,79,5,1564,7.7,15.8,.487,1.0,2.9,.345,6.7,12.9,.518,2.9,5.0,.581,4.7,8.8,13.5,2.8,1.5,1.4,3.0,4.9,19.3,,107,104
58,Carlos Boozer\boozeca01,PF,33,LAL,71,26,1692,11.2,22.4,.499,0.0,0.0,,11.2,22.4,.499,2.8,4.5,.627,3.4,11.2,14.5,2.9,1.2,0.4,2.8,5.6,25.2,,102,109
59,Chris Bosh\boshch01,C,30,MIA,44,44,1556,11.6,25.3,.460,2.1,5.7,.375,9.5,19.6,.485,6.1,7.9,.772,1.6,9.0,10.5,3.2,1.4,0.8,3.2,2.3,31.5,,106,106
60,Avery Bradley\bradlav01,SG,24,BOS,77,77,2428,9.0,20.9,.429,2.6,7.3,.352,6.4,13.6,.470,1.6,2.1,.790,0.9,4.0,5.0,2.8,1.7,0.3,2.2,3.7,22.1,,99,107
61,Elton Brand\brandel01,C,35,ATL,36,4,486,4.4,10.0,.442,0.0,0.1,.000,4.4,9.9,.447,1.3,2.4,.522,2.9,7.6,10.5,2.3,1.8,2.6,1.9,5.7,10.1,,96,101
62,Corey Brewer\breweco01,SF,28,TOT,80,17,2087,8.2,19.3,.426,1.5,5.6,.268,6.7,13.7,.491,4.0,5.4,.743,1.9,5.2,7.1,4.2,2.7,0.5,3.1,4.2,22.0,,101,106
62,Corey Brewer\breweco01,SF,28,MIN,24,16,680,7.0,16.8,.418,0.6,3.1,.195,6.4,13.8,.467,4.1,5.8,.705,2.4,4.6,7.0,5.8,4.0,0.3,3.7,4.6,18.8,,97,109
62,Corey Brewer\breweco01,SF,28,HOU,56,1,1407,8.8,20.5,.429,1.9,6.9,.284,6.9,13.6,.503,4.0,5.2,.764,1.7,5.5,7.2,3.4,2.1,0.5,2.9,3.9,23.5,,103,105
63,Aaron Brooks\brookaa01,PG,30,CHI,82,21,1885,9.4,22.4,.421,3.3,8.6,.387,6.1,13.8,.442,4.0,4.8,.833,0.9,3.7,4.6,7.2,1.5,0.4,4.3,5.2,26.2,,103,107
64,Jabari Brown\brownja01,SG,22,LAL,19,5,568,6.3,15.3,.412,2.1,5.6,.371,4.2,9.7,.435,5.8,7.6,.753,0.3,3.0,3.2,3.6,1.1,0.2,2.9,3.0,20.4,,104,115
65,Lorenzo Brown\brownlo01,PG,24,MIN,29,7,549,4.8,11.3,.426,0.6,2.6,.214,4.3,8.7,.489,1.1,1.8,.632,1.3,5.2,6.5,8.3,2.6,0.6,2.8,4.5,11.3,,99,111
66,Markel Brown\brownma02,SG,23,BRK,47,29,781,5.0,13.9,.362,1.1,4.2,.266,3.9,9.7,.404,3.1,3.8,.825,1.1,6.0,7.1,2.6,2.1,0.8,1.8,3.8,14.3,,95,107
67,Shannon Brown\brownsh01,SG,29,MIA,5,2,89,4.2,11.3,.368,1.8,4.2,.429,2.4,7.1,.333,1.8,2.4,.750,0.0,0.6,0.6,1.8,2.4,0.0,2.4,4.7,11.9,,87,110
68,Kobe Bryant\bryanko01,SG,36,LAL,35,35,1207,11.3,30.2,.373,2.3,7.8,.293,9.0,22.4,.401,8.3,10.2,.813,1.1,7.3,8.4,8.3,2.0,0.3,5.4,2.8,33.1,,96,110
69,Chase Budinger\budinch01,SF,26,MIN,67,4,1286,6.7,15.4,.433,2.1,5.7,.364,4.6,9.8,.474,2.6,3.2,.827,1.3,6.5,7.8,2.5,1.7,0.4,1.9,2.8,18.1,,106,113
70,Reggie Bullock\bullore01,SF,23,TOT,36,2,338,3.6,10.5,.343,2.2,6.9,.326,1.3,3.6,.375,0.9,1.3,.667,0.1,7.3,7.5,1.2,1.5,0.6,1.2,2.8,10.3,,88,106
70,Reggie Bullock\bullore01,SF,23,LAC,25,2,263,4.4,10.4,.426,2.9,7.5,.385,1.5,2.9,.533,0.8,1.0,.800,0.0,7.7,7.7,1.2,1.7,0.4,1.2,3.3,12.5,,106,106
70,Reggie Bullock\bullore01,SF,23,PHO,11,0,75,0.7,10.6,.063,0.0,4.7,.000,0.7,6.0,.111,1.3,2.7,.500,0.7,6.0,6.6,1.3,0.7,1.3,1.3,1.3,2.7,,33,109
71,Trey Burke\burketr01,PG,22,UTA,76,43,2288,8.6,23.3,.368,2.9,9.1,.318,5.7,14.3,.400,2.5,3.4,.752,0.7,4.0,4.7,7.6,1.5,0.3,2.9,2.8,22.6,,100,108
72,Alec Burks\burksal01,SG,23,UTA,27,27,899,7.1,17.7,.403,1.5,4.0,.382,5.6,13.7,.409,6.3,7.6,.822,1.1,5.6,6.7,4.8,1.0,0.3,3.1,3.8,22.1,,107,109
73,Caron Butler\butleca01,SF,34,DET,78,21,1623,5.1,12.6,.407,2.6,7.0,.379,2.5,5.6,.441,1.8,1.9,.902,0.7,5.6,6.2,2.5,1.4,0.1,1.6,3.8,14.7,,108,109
74,Jimmy Butler\butleji01,SG,25,CHI,65,65,2513,8.7,18.8,.462,1.5,4.0,.378,7.2,14.8,.484,7.9,9.5,.834,2.3,5.5,7.8,4.4,2.3,0.7,1.9,2.2,26.8,,122,104
75,Rasual Butler\butlera01,SF,35,WAS,75,1,1505,7.4,17.6,.422,3.1,8.0,.387,4.3,9.6,.450,1.8,2.3,.791,0.9,5.8,6.7,2.1,1.0,0.7,1.6,3.3,19.7,,104,105
76,Dwight Buycks\buyckdw01,PG,25,LAL,6,0,123,7.5,16.6,.450,2.9,4.6,.636,4.6,12.0,.379,3.7,4.2,.900,0.8,4.2,5.0,5.8,1.2,0.0,5.0,1.2,21.6,,102,114
77,Will Bynum\bynumwi01,SG,32,WAS,7,0,67,7.6,23.7,.323,0.0,6.9,.000,7.6,16.8,.455,1.5,3.1,.500,1.5,3.1,4.6,13.8,0.8,0.8,6.1,6.9,16.8,,77,107
78,Bruno Caboclo\cabocbr01,SF,19,TOR,8,0,23,9.0,27.0,.333,4.5,6.7,.667,4.5,20.2,.222,0.0,0.0,,2.2,2.2,4.5,0.0,0.0,2.2,9.0,6.7,22.5,,65,113
79,Nick Calathes\calatni01,SG,25,MEM,58,0,838,6.5,15.4,.421,0.7,2.7,.256,5.8,12.7,.456,1.5,2.8,.533,1.2,5.4,6.6,9.1,3.9,0.3,3.8,6.2,15.1,,93,99
80,Jose Calderon\caldejo01,PG,33,NYK,42,42,1270,6.1,14.7,.415,2.4,5.9,.415,3.6,8.8,.415,1.2,1.3,.906,0.8,4.4,5.1,8.2,1.3,0.0,3.1,3.2,15.8,,103,113
81,Kentavious Caldwell-Pope\caldwke01,SG,21,DET,82,82,2587,7.8,19.4,.401,3.1,8.9,.345,4.7,10.6,.449,2.2,3.2,.696,0.9,4.2,5.1,2.2,1.9,0.4,1.9,3.2,20.9,,101,109
82,Isaiah Canaan\canaais01,PG,23,TOT,47,21,938,7.8,20.1,.386,4.8,13.1,.370,2.9,7.0,.417,2.6,3.2,.817,1.0,3.7,4.6,5.2,1.5,0.2,3.3,4.4,23.0,,103,108
82,Isaiah Canaan\canaais01,PG,23,HOU,25,9,369,7.1,17.6,.405,4.3,11.3,.381,2.8,6.3,.447,2.2,2.8,.762,1.5,3.0,4.4,3.9,1.9,0.0,3.1,3.8,20.7,,105,107
82,Isaiah Canaan\canaais01,PG,23,PHI,22,12,569,8.2,21.8,.377,5.2,14.3,.364,3.0,7.5,.400,2.9,3.4,.846,0.6,4.1,4.8,6.1,1.3,0.3,3.4,4.8,24.5,,102,109
83,Clint Capela\capelca01,C,20,HOU,12,0,90,7.7,16.0,.483,0.0,0.0,,7.7,16.0,.483,2.2,12.7,.174,5.5,14.4,19.9,1.1,0.6,5.0,2.8,7.7,17.7,,84,97
84,DeMarre Carroll\carrode01,SF,28,ATL,70,69,2189,7.4,15.2,.487,2.8,7.1,.395,4.6,8.1,.567,3.0,4.2,.702,2.3,6.4,8.7,2.8,2.2,0.4,1.8,3.6,20.6,,117,104
85,Vince Carter\cartevi01,SG,38,MEM,66,1,1091,6.5,19.4,.333,3.3,11.1,.297,3.2,8.3,.379,2.2,2.7,.789,1.3,5.1,6.4,3.8,2.1,0.7,2.1,4.9,18.4,,94,103
86,Michael Carter-Williams\cartemi01,PG,23,TOT,66,63,2149,8.5,21.6,.396,0.8,3.6,.235,7.7,18.0,.428,4.7,6.8,.694,1.5,6.8,8.3,10.4,2.6,0.7,5.9,3.9,22.7,,91,103
86,Michael Carter-Williams\cartemi01,PG,23,PHI,41,38,1391,8.4,22.0,.380,1.2,4.5,.256,7.2,17.5,.412,4.2,6.6,.643,1.5,7.6,9.2,10.9,2.2,0.6,6.3,3.7,22.1,,88,105
86,Michael Carter-Williams\cartemi01,PG,23,MIL,25,25,758,8.9,20.7,.429,0.3,1.9,.143,8.6,18.8,.457,5.7,7.3,.780,1.4,5.2,6.7,9.4,3.4,0.8,5.3,4.3,23.8,,97,101
87,Omri Casspi\casspom01,SF,26,SAC,67,19,1416,7.4,15.2,.489,1.2,3.1,.402,6.2,12.1,.512,5.0,6.8,.733,1.9,7.3,9.2,3.6,1.1,0.3,3.1,3.8,21.1,,110,110
88,Mario Chalmers\chalmma01,PG,28,MIA,80,37,2368,6.0,14.8,.403,1.6,5.5,.294,4.3,9.3,.467,4.6,5.9,.774,0.5,4.1,4.6,6.8,2.7,0.2,3.9,5.6,18.1,,100,107
89,Tyson Chandler\chandty01,C,32,DAL,75,75,2286,6.5,9.7,.666,0.0,0.0,,6.5,9.7,.666,4.1,5.7,.720,6.5,12.6,19.1,1.9,0.9,2.0,2.3,3.7,17.0,,133,103
90,Wilson Chandler\chandwi01,SF,27,DEN,78,75,2471,8.4,19.7,.429,2.8,8.2,.342,5.6,11.5,.490,2.2,2.9,.775,1.9,7.7,9.6,2.7,1.2,0.6,2.2,4.7,21.9,,104,109
91,Will Cherry\cherrwi01,PG,23,CLE,8,0,69,3.8,14.3,.263,1.5,6.8,.222,2.3,7.5,.300,2.3,4.5,.500,0.8,3.0,3.8,6.0,4.5,0.8,3.0,7.5,11.3,,80,103
92,Patrick Christopher\chrispa01,SG,26,UTA,4,1,29,5.5,22.0,.250,0.0,7.3,.000,5.5,14.6,.375,0.0,0.0,,3.7,7.3,11.0,0.0,1.8,0.0,1.8,11.0,11.0,,61,106
93,Earl Clark\clarkea01,PF,27,BRK,10,0,93,6.1,16.7,.367,2.2,7.8,.286,3.9,8.9,.438,0.6,2.2,.250,0.6,12.2,12.8,1.7,1.7,2.2,3.3,6.7,15.0,,76,102
94,Ian Clark\clarkia01,SG,23,TOT,30,0,192,5.2,15.1,.345,2.7,8.2,.333,2.5,6.8,.360,2.5,2.5,1.000,1.1,3.3,4.4,3.3,2.5,0.8,2.5,5.5,15.6,,99,106
94,Ian Clark\clarkia01,SG,23,UTA,23,0,161,4.9,14.5,.341,3.0,8.2,.360,2.0,6.3,.316,1.6,1.6,1.000,1.3,3.0,4.3,3.3,2.0,0.7,2.3,4.0,14.5,,98,108
94,Ian Clark\clarkia01,SG,23,DEN,7,0,31,6.4,17.7,.364,1.6,8.1,.200,4.8,9.7,.500,6.4,6.4,1.000,0.0,4.8,4.8,3.2,4.8,1.6,3.2,12.9,20.9,,99,101
95,Jordan Clarkson\clarkjo01,PG,22,LAL,59,38,1476,9.2,20.6,.448,1.3,4.2,.314,7.9,16.4,.482,4.5,5.5,.829,1.9,4.7,6.6,7.1,1.8,0.4,3.3,3.8,24.3,,107,112
96,Victor Claver\clavevi01,SF,26,POR,10,0,76,6.0,13.4,.450,4.0,7.4,.545,2.0,6.0,.333,0.0,0.0,,2.0,11.4,13.4,0.7,0.7,0.7,2.7,8.0,16.1,,102,103
97,Norris Cole\coleno01,PG,26,TOT,75,25,1831,6.6,16.1,.412,1.6,5.1,.313,5.0,11.0,.458,1.7,2.3,.716,0.4,4.2,4.6,7.3,1.6,0.4,2.8,3.6,16.5,,99,109
97,Norris Cole\coleno01,PG,26,MIA,47,23,1148,5.4,14.1,.386,1.2,4.7,.265,4.2,9.4,.446,1.5,2.1,.696,0.6,4.4,5.0,7.6,1.9,0.4,2.7,3.4,13.6,,96,109
